SR_Pcode,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,VT_Pcode,Village_Tract_Name_Eng,Village_Tract_Name_MMR,Source,Start_Date,Modified_End_Date,Notification,Notification_modified,GAD_VillageTract_Status,Field_VillageTract_Status,MIMU_VillageTract_Mapping_Status,Change_Type,Previous_Village_Tract_Name_Eng,Remark
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024040,(Kyun Nyo Gyi) Kyun Hteik,(ကျွန်းညိုကြီး) ကျွန်းထိပ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024011,Auk Hle Seik,အောက်လှည်းဆိပ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024038,Aye,အေး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024070,Aye Yar,အေရာ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024045,Boe Di Kwe,ဘိုဒီကွဲ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024028,Boe Yaung,ဘိုးရောင်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024058,Byu Sa Khan,ဗြူးစခန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024074,Chaung Bye Gyi,ချောင်းဗြဲကြီး,GAD,28-Feb-14,,No. 194/2014,,Active,N/A,Active,,,Split from Kyein Chaung Gyi (MMR017024068)
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024066,Chaung Gyi Wa,ချောင်းကြီးဝ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024034,Chaung Hpyar (Nyi Naung),ချောင်းဖျား (ညီနောင်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024064,Daunt Gyi,ဒေါင့်ကြီး,GAD,,28-Feb-14,,No. 194/2014,Active,N/A,Active,Split,,Another VT is Yae Kyaw Toe (MMR017024073)
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024054,Ga Yan,ဂရမ်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024022,Haing Si,ဟိုင်းစီ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024044,Hay Man,ဟေမန်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024007,Hlwa Htaung Su,လွှထောင်စု,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024067,Hpa Yar Chaung,ဘုရားချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024048,Hpa Yar Thone Su,ဘုရားသုံးဆူ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024050,Hpoe Lay,ဖိုးလေး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024072,Htaw Paing,ထော်ပိုင်,GAD,28-Feb-14,,No. 194/2014,,Active,N/A,Active,,,Split from Set San (MMR017024057)
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024071,Ka Don Ka Ni,ကဒုံကနိ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024059,Ka Ma Ka Lu,ကမကလူ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024004,Kan Gyi,ကမ်းကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024002,Kan Su (East),ကံစုအရှေ့,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024018,Kan Su (West),ကံစု (အနောက်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024065,Kha Naung,ခနောင်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024017,Ku Lar Ohn Pin Su,ကုလားအုံးပင်စု,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024006,Kun Pin,ကွန်ပင်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024026,Kwin Gyi,ကွင်းကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024015,Kwin Pone Gyi,ကွင်းပုံးကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024068,Kyein Chaung Gyi,ကြိမ်ချောင်းကြီး,GAD,,28-Feb-14,,No. 194/2014,Active,N/A,Active,Split,,Another VTs were Chaung Bye Gyi (MMR017024074) and Sat Kyun (MMR017024075)
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024014,Kyon Hpar,ကျုံဖါး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024010,Kyon Sa Lu,ကျုံစလူ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024069,Kyun Thar Yar,ကျွန်းသာယာ,GAD,,28-Feb-14,,No. 194/2014,Active,N/A,Active,Split,,Another VT is Tha Yaw Chaung (MMR017024076)
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024001,Lin Taing,လင်းတိုင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024039,Ma Gu,မဂူ,GAD,,28-Feb-14,,No. 194/2014,Active,N/A,Active,Split,,Another VT was Sat Kyun (MMR017024075)
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024037,Ma Lawt,မလော့,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024005,Ma Yeit Ywar Thit,မရဲ့ရွာသစ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024020,Min Gan,မင်းဂံ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024042,Mya Thein Tan,မြသိန်းတန်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024019,Myin Ka Kone,မြင်းကကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024049,Nga Pi Chaung,ငပိချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024063,Nga Pyay Ma,ငပြေမ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024047,Nyi Naung (Hay Man),ညီနောင် (ဟေမန်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024036,Nyi Naung Wa,ညီနောင်ဝ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024041,Pa Da Myar Kone,ပတ္တမြားကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024030,Pa Wein,ပဝိန်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024033,Paik Sa Lat,ပိုက်စလပ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024008,Pan Be Su,ပန်းဘဲစု,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024062,Paung Htei,ပေါင်းထယ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024056,Pet Pye,ပက်ပြဲ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024055,Pyin Boe Gyi,ပြင်ဘိုးကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024009,Pyin Ma Kone,ပျဉ်းမကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024024,Sa Bai Kone,စပါယ်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024060,Sa Khan Gyi,စခန်းကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024075,Sat Kyun,ဆတ်ကျွန်း,GAD,28-Feb-14,,No. 194/2014,,Active,N/A,Active,,,Split from Kyein Chaung Gyi (MMR017024068) and Ma Gu (MMR017024039)
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024012,Sein Haing,စိန်ဟိုင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024057,Set San,စက်ဆန်း,GAD,,28-Feb-14,,No. 194/2014,Active,N/A,Active,Split,,Another VT is Htaw Paing (MMR017024072)
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024027,Su Pa Daung Kone,ဆူးပဒေါင်းကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024032,Tha Byu Kone,သဗြုကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024023,Tha Kan Wa,သကန်ဝ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024061,Tha Pyay Kan,သပြေကန်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024076,Tha Yaw Chaung,သရော်ချောင်း,GAD,28-Feb-14,,No. 194/2014,,Active,N/A,Active,,,Split from Kyun Thar Yar (MMR017024069)
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024053,Tha Zin Kone,သဇင်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024031,Tha Zin Ngu,သဇင်ငူ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024021,Than Laik,သံလိုက်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024035,Thar Paung,သာပေါင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024051,Thet Kei Seik,သက္ကယ်ဆိပ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024046,Thit Hpyu Chaung (Kan Su),သစ်ဖြူချောင်း (ကံစု),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024043,Thit To Chaung,သစ်တိုချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024052,Thone Htat,သုံးထပ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024013,Thu Zar Wa,သူဇာဝ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024016,Tone Le,တုံးလဲ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024025,Wea Gyi,ဝဲကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024073,Yae Kyaw Toe,ရေကျော်တိုး,GAD,28-Feb-14,,No. 194/2014,,Active,N/A,Active,,,Split from Daunt Gyi (MMR017024064)
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024003,Yoke Saing,ရုပ်ဆိုင်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024029,Ywar Thit,ရွာသစ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022001,Ah Kyaw,အကျော်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022002,Ah La Myo,အလမျိုး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022003,Byin Bwe,ဗျင်းဘွဲ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022004,Byin Nyar (Middle),ဗျင်းညား (အလယ်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022005,Byin Nyar (West),ဗျင်းညား (အနောက်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022008,Chaung Sauk,ချောင်းစောက်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022009,Hne Kyoe,နှဲကြိုး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022032,Hpan Khar Kwin,ဖန်ခါးကွင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022036,Hpone Soe (South),ဖုန်းဆိုး (တောင်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022051,Hti Kwayt,ထီကွေ့,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022052,Htone Pon,ထုံးပုံ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022063,Inn Ga Lar,အင်းဂလာ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022010,Inn Yat,အင်းရပ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022013,Ka Nu Gyi,ကနုကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022012,Ka Nu Ka Lay,ကနူကလေး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022011,Ka Zun Kwin,ကဇွန်းကွင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022014,Kat Kho,ကပ်ခို,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022017,Kone Tan (North),ကုန်းတန်း (မြောက်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022016,Kone Tan (South),ကုန်းတန်း (တောင်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022018,Kyauk Taing,ကျောက်တိုင်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022019,Kyaung Kone,ကျောင်းကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022006,Kyaung Su,ကျောင်းစု,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022020,Kyon Ta Naw (East),ကျုံတနော် (အရှေ့),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022021,Kyon Ta Naw (West),ကျုံတနော် (အနောက်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022022,Kyon Ta Nee,ကျုံတနီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022023,La Man,လမန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022024,Let Pan Zin Kone,လက်ပန်ဇင်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022025,Let Swea Chaung,လက်ဆွဲချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022026,Lin Lun Pin,လင်းလွန်းပင်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022027,Nan Taw Kone,နန်းတော်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022015,Nga Bat Aing,ငါးဘတ်အိုင်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022028,Nga Ni (South),ငနီ (တောင်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022029,Nga Pyin Chaung,ငပျင်းချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022030,Nyaung Chaung,ညောင်ချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022031,Ohn Pin Kwin,အုန်းပင်ကွင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022035,Pa Kun,ပကွန်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022033,Paing Sun Nan,ပိုင်စွန်နန်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022034,Pet Tan (Htaik Ka Lay),ပက်တန်း (ထိုက္ကလေး),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022037,Pyin Ka Thar,ပြင်ကသာ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022040,Sa Kar Gyi,ဆကာကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022038,Sa Khan Gyi,စခန်းကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022044,San Kin,စံကင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022007,Set Tu Chaung Ka Lay,စက်တုချောင်းကလေး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022039,Shan Su,ရှမ်းစု,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022042,Sin Lan Gyi,ဆင်လမ်းကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022043,Sin Lan Ka Lay,ဆင်လမ်းကလေး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022041,Sit Kwin (South),စစ်ကွင်း (တောင်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022050,Ta Myar,တမြာ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022055,Taw Gyi (North),တောကြီး (မြောက်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022049,Taw Gyi (Zee Hpyu Kone),တော်ကြီး (ဇီးဖြူကုန်း),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022046,Taw Kwe,တော်ကွဲ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022062,Tha Baw Tha Pyu,သဘောသပြု,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022045,Tha Pyay Yoe,သပြေရိုး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022054,Tha Pyu,သပြု,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022047,Tha Pyu Pin,သပြုပင်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022048,Thar Aye Daunt,သာအေးဒေါင့်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022053,Thea Hpyu (North),သဲဖြူ (မြောက်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022058,Yae Kyi,ရေကြည်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022059,Yae Le,ရေလဲ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022060,Yae Pauk,ရေပေါက်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022056,Yae Twin Kone,ရေတွင်းကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022057,Yone Chaung,ရုံးချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022061,Za Loke Gyi,ဇလုပ်ကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026068,Ah Hpaung Gyi,အဖောင်ကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026035,Ah Se Ka Lay,အစဲကလေး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026027,Ah Seik Taw Ka Man,အစိပ်တော်ကမံ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026008,Boe Toke,ဘိုးတုပ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026012,Chaung Hpyar,ချောင်းဖျား,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026002,Da None Chaung,ဓနုံးချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026065,Da None Kone,ဓနုံးကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026003,Dar Ma Thein,ဒါးမသိမ်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026089,Daunt Gyi,ဒေါင့်ကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026004,Gon Min Kwin,ဂုံမင်းကွင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026077,Gwa Gyi,ဂွကြီး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026067,Gwa Ka Lay,ဂွကလေး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026033,Hle Seik Chaung Gyi,လှဲဆိပ်ချောင်းကြီး,GAD,,,,,Active,N/A,Active,,,
