SR_Pcode,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,VT_Pcode,Village_Tract_Name_Eng,Village_Tract_Name_MMR,Source,Start_Date,Modified_End_Date,Notification,Notification_modified,GAD_VillageTract_Status,Field_VillageTract_Status,MIMU_VillageTract_Mapping_Status,Change_Type,Previous_Village_Tract_Name_Eng,Remark
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009049,Kyon Mat,ကျုံမတ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009039,Kyon Sha,ကျုံရှ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009062,Kyon Ta Naw (North),ကျုံတနော် (မြောက်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009060,Kyon Ta Naw (South),ကျုံတနော် (တောင်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009008,Kywa Man,ကြွမန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009001,La Maing,လမိုင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009012,Lay Tu (East),လေးတူး (အရှေ့),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009057,Lay Tu (West),လေးတူး (အနောက်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009017,Lein Kone,လိန်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009027,Ma Har Thar,မဟာသာ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009003,Ma Yoe Kha,မရိုးခ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009044,May Yi Lan,မေရီလမ်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009032,Min Da Yei,မင်းဒရယ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009009,Myit Wa,မြစ်ဝ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009010,Nan Taw Kyun,နန်းတော်ကျွန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009004,Nyaung Pin Thar,ညောင်ပင်သာ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009035,Nyein Aye,ငြိမ်းအေး,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009063,Oe Bo,အိုးဘို,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009014,Oke Shit Kwin,အုပ်ရှစ်ကွင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009005,Pa Kwe,ပကွဲ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009006,Pa Kwe Yae Le,ပကွဲရေလဲ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009026,Pet Tan,ပက်တန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009054,Pyin Ma Kone (East),ပျဉ်းမကုန်း (အရှေ့),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009052,Pyin Ma Kone (West),ပျဉ်းမကုန်း (အနောက်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009028,Pyin Ywar,ပြင်ရွာ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009030,Sin Myay Sar,ဆင်မြေစား,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009036,Son Kone,ဆုံကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009055,Sun Pi,စွန်ပိ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009029,Ta Khun Taing,တံခွန်တိုင်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009066,Taung Boet Ta Yar,တောင်ဘို့တရာ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009002,Tha Hpan Kone,သဖန်းကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009065,Tha Yet Chaung,သရက်ချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009015,Tha Yet Ta Pin (North),သရက်တပင် (မြောက်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009016,Tha Yet Ta Pin (South),သရက်တပင် (တောင်),GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009033,Thar Du Chaung,သာဒုချောင်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009059,Thea Kone,သဲကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009047,Thet Kei Kyun,သက္ကယ်ကျွန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009031,War Pa Taw,ဝါးပတော,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009007,Yae Le,ရေလဲ,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009011,Yae Twin Kone,ရေတွင်းကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009019,Yin Ma Lut,ယင်းမလွတ်,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009058,Yin Taik Kone,ရင်းတိုက်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009040,Zaw Gyi Kwin,ဇော်ဂျီကွင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001007,Ah Htet Si Dee (East),အထက်စီဒီး (အရှေ့),GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001006,Ah Htet Si Dee (West),အထက်စီဒီး (အနောက်),GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001029,Ah Htet Zaing Ga Naing Gyi,အထက်ဇိုင်းဂနိုင်းကြီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001064,Ah Laing Ni,အလိုင်နီ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001059,Ah Seik Taung,အဆိပ်တောင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001017,Ah Waing,အဝိုင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001057,Auk Ka Bar,အောက်ကမ္ဘာ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001009,Auk Si Dee (East),အောက်စီဒီး (အရှေ့),GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001008,Auk Si Dee (West),အောက်စီဒီး (အနောက်),GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001030,Baw Nat Gyi,ဘောနတ်ကြီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001044,Bu Lel Inn,ဘူးလယ်အင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001038,Gwayt Tan Shey,ဂွေ့တန်းရှည်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001066,Hlaw Kar,လှော်ကား,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001052,Hmaw Lon,မှော်လုံ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001003,Hmon Taing,မှုန်တိုင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001043,Hnget Pyaw Taw,ငှက်ပျောတော,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001014,Hpa Yar Gyi,ဘုရားကြီး,GAD,,23-May-13,,No. 439/2013,Inactive,N/A,Inactive,VTtoTown,,Reclassified VT to Hpayargyi Town
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001013,Hpa Yar Ka Lay,ဘုရားကလေး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001050,Hpa Yar Ngoke To,ဘုရားငုတ်တို,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001045,Htan Pin Chaung,ထန်းပင်ချောင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001056,Htan Taw Gyi,ထန်းတောကြီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001039,Htone Gyi,ထုံးကြီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001034,Inn Ta Kaw,အင်းတကော်,GAD,,28-Mar-14,,No. 366/2014,Inactive,N/A,Inactive,VTtoTown,,Reclassified VT to Inntakaw Town
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001004,Ka Mar Nat,ကမာနတ်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001002,Ka Twin Chan,ကတွင်းခြံ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001058,Kan Myint,ကမ်းမြင့်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001040,Kan Ni,ကမ်းနီ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001041,Kawt Che,ကော့ချဲ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001025,Khon Taing,ခုန်တိုင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001037,Kin Paing Chon,ကင်းပိုင်ခြုံ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001047,Kun Paung,ကွမ်ပေါင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001032,Kyaik Day Yon,ကျိုက်ဒေးယုံ,GAD,,4-Apr-17,,No. 444/2017,Active,N/A,Active,Split,,Another VT name is Thu Htay Kone (MMR007001069)
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001035,Kyauk Tan,ကျောက်တန်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001068,La Thar Aye,လသာအေး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001049,La Thar Kone,လသာကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001065,Lay Ein Su,လေးအိမ်စု,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001024,Let Pan Khon,လက်ပန်ခုံ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001046,Let Pan Win,လက်ပန်ဝင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001016,Ma Yin,မယင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001001,Me Khon,မဲခုန်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001012,Moke Ka La,မုက္ကလ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001042,Nyaung Inn,ညောင်အင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001010,Oe Bo,အိုးဘို,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001028,Oke Hpo,အုပ်ဖို,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001033,Pauk Taw,ပေါက်တော,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001026,Pay Pin Chaung,ပေပင်ချောင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001051,Pyin Ma Ngu,ပျဉ်းမငူ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001020,Pyin Pon Gyi,ပျဉ်ပုံကြီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001011,Saing Di,စိုင်ဒီ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001027,Shan Ywar Gyi,ရှမ်းရွာကြီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001023,Shwe Tan,ရွှေတန်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001031,Sit Pin Seik,စစ်ပင်ဆိတ်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001055,Ta Mar Pin,တမာပင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001036,Tar Wa Bu Tar,တာဝဘူတာ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001015,Tat Ka Lay,တတ်ခလေး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001021,Tha Pyay Yoe,သပြေရိုး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001062,Tha Yet Kone,သရက်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001061,Than Soet Pin,သံစို့ပင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001067,Thar Yar Aye,သာယာအေး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001048,Thar Yar Kone,သာယာကုန်း,GAD,,28-Mar-14,,No. 366/2014,Inactive,N/A,Inactive,VTtoTown,,Reclassified VT to Inntakaw Town
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001069,Thu Htay Kone,သူဌေးကုန်း,GAD,4-Apr-17,,No. 444/2017,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001018,Wan Be Inn,ဝမ်းဘဲအင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001063,War Ma Yan,ဝါးမရမ်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001060,War Pyan Kone,ဝါးပြန်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001022,Win Ga Baw,ဝင်္ဂဘော်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001019,Ywar Thit,ရွာသစ်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001053,Zaung Tu,ဇောင်းတူ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001005,Zay Nyaung Pin,ဈေးညောင်ပင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001054,Zee Taw,ဇီးတော,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007042,Bagan Kwe,ပုဂံကွဲ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007037,Baw Ni,ဘောနီ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007018,Byaing Chei,ဗျိုင်းချယ်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007027,Byet Gyi,ဗျက်ကြီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007023,Doe Tan,ဒိုးတန်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007002,Ein Chay Lay Se,အိမ်ခြေလေးဆယ်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007043,Hmaw Inn,မှော်အင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007033,Hpa Aung Su,ဖအောင်းစု,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007039,Hpa Yar Gyi Kwin,ဘုရားကြီးကွင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007004,Hpaung Taw Thi,ဖောင်တော်သီ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007013,Inn Ta Zin,အင်းတဇင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007031,Ka Li,ကလီ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007044,Ka Mar Hpa Yon,ကမာဖရုံ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007019,Ka Toke Hpa Yar Gyi,ကတုတ်ဘုရားကြီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007016,Ka Toke Ywar Ma,ကတုတ်ရွာမ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007008,Kan Ka Lay,ကံကလေး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007036,Koke Kaing,ကုက္ကိုင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007040,Kyaik Sa Kaw (East),ကျိုက်စကော (အရှေ့),GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007041,Kyaik Sa Kaw (West),ကျိုက်စကော (အနောက်),GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007001,Kyun Kone,ကျွန်းကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007038,Ma Au Kone,မအူကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007034,Min Ga Lun,မင်္ဂလွန်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007035,Nat Kin,နတ်ကင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007029,Oke Shit Kone,အုတ်ရှစ်ကုန်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007032,Pa Nut,ပနွတ်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007010,Pa Thwei,ပသွယ်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007007,Pauk Ta Pin,ပေါက်တပင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007006,Pu Kaing,ပုကိုင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007014,Pwe Ta Mawt,ပွဲတမော့,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007015,Pyin Ma Lwin,ပျဉ်းမလွင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007011,Pyin Pon Lay,ပျဉ်ပုံလေး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007024,Sar Par Chon,ဆာပါခြုံ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007005,Shan Su,ရှမ်းစု,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007022,Shwe In Don Ywar Thit,ရွှေအင်ဒုံရွာသစ်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007020,Sin Sa Khan,ဆင်စခန်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007028,Sin Za Loke,ဆင်ဇလုပ်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007026,Sit Bo Gyi,စစ်ဘိုကြီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007021,Ta Kaung,တကောင်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007017,Ta Man Gyi,တမံကြီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007025,Taung Tha Le Myaung,တောင်သလဲမြောင်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007012,Tha Pyay Tan,သပြေတန်း,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007009,Tha Yet Taw,သရက်တော,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007003,Thea Kaw,သဲကော,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007030,Thone Gwa,သုံးခွ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007014,Htantabin,MMR007014018,Bon Ma Tee,ဘုမ္မတီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007014,Htantabin,MMR007014003,Chan Gyi,ခြံကြီး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007014,Htantabin,MMR007014002,Chaung Wa,ချောင်းဝ,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007014,Htantabin,MMR007014015,Dar Dauk,ဒါးဒေါက်,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007014,Htantabin,MMR007014020,Hle Lan Ku,လှည်းလမ်းကူး,GAD,,,,,Active,N/A,Active,,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007014,Htantabin,MMR007014016,Inn Kyaw,အင်းကျော်,GAD,,,,,Active,N/A,Active,,,
