Region,Township,Village Tract/ Ward,Postal Code,VT_Pcode,Ward_Pcode,Pcode_Status
Shan  (South),Kyethi ,Nawng Sum ,0615215,MMR014015016,,Found
Shan  (South),Kyethi ,Mong Kawng ,0615216,MMR014015017,,Found
Shan  (South),Kyethi ,Nar Kan ,0615217,MMR014015018,,Found
Shan  (South),Kyethi ,Nawng Ae ,0615218,MMR014015019,,Found
Shan  (South),Kyethi ,Wein Kawng ,0615219,MMR014015020,,Found
Shan  (South),Kyethi ,Tu Yar ,0615220,MMR014015021,,Found
Shan  (South),Kyethi ,Mong Nang ,0615221,MMR014015022,,Found
Shan  (South),Kyethi ,Hopong ,0615222,MMR014015023,,Found
Shan  (South),Kyethi ,Mong Ye ,0615223,MMR014015024,,Found
Shan  (South),Kyethi ,Wan Ton ,0615224,MMR014015025,,Found
Shan  (South),Kyethi ,Long Yang ,0615225,MMR014015026,,Found
Shan  (South),Kyethi ,Wan Sein ,0615226,MMR014015027,,Found
Shan  (South),Kyethi ,Mong Yang ,0615227,MMR014015028,,Found
Shan  (South),Kyethi ,Mong Lin ,0615228,MMR014015029,,Found
Shan  (South),Kyethi ,Nawng Taw ,0615229,MMR014015030,,Found
Shan  (South),Kyethi ,Mong Hsaung ,0615230,MMR014015031,,Found
Shan  (South),Kyethi ,Nar Loi ,0615231,MMR014015032,,Found
Shan  (South),Nansang ,No (1) ,0616001,,MMR014013702501,Found
Shan  (South),Nansang ,No (2) ,0616002,,MMR014013702502,Found
Shan  (South),Nansang ,No (3) ,0616003,,MMR014013702503,Found
Shan  (South),Nansang ,No (4) ,0616004,,MMR014013702504,Found
Shan  (South),Nansang ,No (5) ,0616005,,MMR014013702505,Found
Shan (South),Nansang,Nansang,0616200,MMR014013001,,Found
Shan  (South),Nansang ,Wan Nawng ,0616201,MMR014013002,,Found
Shan  (South),Nansang ,Loi La ,0616202,MMR014013003,,Found
Shan  (South),Nansang ,Met Mon Mun ,0616203,MMR014013004,,Found
Shan  (South),Nansang ,Ah Hmat (5) ,0616204,MMR014013005,,Found
Shan  (South),Nansang ,Wan Ping ,0616205,MMR014013006,,Found
Shan  (South),Nansang ,Hai Hpat ,0616206,MMR014013007,,Found
Shan  (South),Nansang ,Ho Nawng ,0616207,MMR014013008,,Found
Shan  (South),Nansang ,Hai Laik ,0616208,MMR014013009,,Found
Shan  (South),Nansang ,Ton Huong ,0616209,MMR014013010,,Found
Shan  (South),Nansang ,Nar Pwe ,0616210,MMR014013011,,Found
Shan  (South),Nansang ,Hko Aut ,0616211,MMR014013012,,Found
Shan  (South),Nansang ,Loi Ye ,0616212,MMR014013013,,Found
Shan  (South),Nansang ,Nawng Hee ,0616213,MMR014013014,,Found
Shan  (South),Nansang ,Mong Seik ,0616214,MMR014013015,,Found
Shan  (South),Nansang ,Nam Lit ,0616215,MMR014013016,,Found
Shan  (South),Nansang ,Hai Nar Gyi ,0616216,MMR014013017,,Found
Shan  (South),Nansang ,Bant Hin ,0616217,MMR014013018,,Found
Shan  (South),Nansang ,Ping Hse ,0616218,MMR014013019,,Found
Shan  (South),Nansang ,Ho Yang ,0616219,MMR014013020,,Found
Shan  (South),Mongnai ,U Yin ,0617001,,MMR014019701501,Found
Shan (South),Mongnai,Lwi Myay,0617002,,,Not Found
Shan  (South),Mongnai ,Pawt Mong ,0617003,,MMR014019701503,Found
Shan  (South),Mongnai ,Nar Hawng ,0617004,,MMR014019701504,Found
Shan  (South),Mongnai ,Nawng Kyawt ,0617005,,MMR014019701505,Found
Shan  (South),Mongnai ,Nam Maw Sum ,0617200,MMR014019001,,Found
Shan  (South),Mongnai ,Nawng Myaing ,0617201,MMR014019002,,Found
Shan  (South),Mongnai ,Wan Hay ,0617202,MMR014019003,,Found
Shan  (South),Mongnai ,Nar Loi ,0617203,MMR014019004,,Found
Shan  (South),Mongnai ,Nawng Lai ,0617204,MMR014019005,,Found
Shan  (South),Mongnai ,Nar Hkan ,0617205,MMR014019006,,Found
Shan  (South),Mongnai ,Mai Hai ,0617206,MMR014019007,,Found
Shan  (South),Mongnai ,Kun Nar ,0617207,MMR014019008,,Found
Shan  (South),Mongnai ,Wan Nar ,0617208,MMR014019009,,Found
Shan  (South),Mongnai ,Kone Lun ,0617209,MMR014019010,,Found
Shan  (South),Mongnai ,Pang Sein (Kar Ha) ,0617210,MMR014019011,,Found
Shan  (South),Mongnai ,Kunlong ,0617211,MMR014019012,,Found
Shan  (South),Mongnai ,Nawng Hee ,0617212,MMR014019013,,Found
Shan  (South),Mongnai ,Nar Pawt ,0617213,MMR014019014,,Found
Shan  (South),Mongnai ,Ho Ha ,0617214,MMR014019015,,Found
Shan  (South),Mawkmai ,Kun Keng ,0618001,,MMR014020701501,Found
Shan  (South),Mawkmai ,Zay Tan ,0618002,,MMR014020701502,Found
Shan  (South),Mawkmai ,Mway Taw ,0618003,,MMR014020701503,Found
Shan  (South),Mawkmai ,Taung Myo ,0618004,,MMR014020701504,Found
Shan  (South),Mawkmai ,Si Son ,0618005,,MMR014020701505,Found
Shan  (South),Mawkmai ,Maik Hone ,0618006,,MMR014020701506,Found
Shan  (South),Mawkmai ,Kone Lan ,0618007,,MMR014020701507,Found
Shan  (South),Mawkmai ,Nam Lut ,0618200,MMR014020001,,Found
Shan  (South),Mawkmai ,Ho Loi ,0618201,MMR014020002,,Found
Shan  (South),Mawkmai ,Mong Poke ,0618202,MMR014020003,,Found
Shan  (South),Mawkmai ,Sint Win ,0618203,MMR014020004,,Found
Shan  (South),Mawkmai ,Sint Hseng ,0618204,MMR014020005,,Found
Shan  (South),Mawkmai ,Ho Nam ,0618205,MMR014020006,,Found
Shan  (South),Mawkmai ,Pang Tan ,0618206,MMR014020007,,Found
Shan  (South),Mawkmai ,Ka Du Gyi ,0618207,MMR014020008,,Found
Shan  (South),Langkho ,Taung Ywar ,0619001,,MMR014018701501,Found
Shan  (South),Langkho ,Wan Loi ,0619002,,MMR014018701502,Found
Shan  (South),Langkho ,Zay Tan ,0619003,,MMR014018701503,Found
Shan  (South),Langkho ,Ywar Ma Gyi (West) ,0619004,,MMR014018701504,Found
Shan  (South),Langkho ,Ywar Ma Gyi (East) ,0619005,,MMR014018701505,Found
Shan  (South),Langkho ,Pin Hone ,0619006,,MMR014018701506,Found
Shan  (South),Langkho ,Wan Ma Pyin ,0619007,,MMR014018701507,Found
Shan  (South),Langkho ,Pin Waung ,0619008,,MMR014018701508,Found
Shan  (South),Langkho ,Pong Htun ,0619200,MMR014018001,,Found
Shan  (South),Langkho ,Dar Seik ,0619201,MMR014018002,,Found
Shan  (South),Langkho ,Nawng Long ,0619202,MMR014018003,,Found
Shan  (South),Langkho ,Wan Sit ,0619203,MMR014018004,,Found
Shan  (South),Langkho ,Haik Kwayt ,0619204,MMR014018005,,Found
Shan  (South),Langkho ,Wan Sa Lawng ,0619205,MMR014018006,,Found
Shan  (South),Langkho ,Loi Long ,0619206,MMR014018007,,Found
Shan  (South),Langkho ,Wan Hat ,0619207,MMR014018008,,Found
Shan  (South),Langkho ,Nar Kan ,0619208,MMR014018009,,Found
Shan  (South),Langkho ,Ma Aun Lawng ,0619209,MMR014018010,,Found
Shan  (South),Langkho ,Wan Ting ,0619210,MMR014018011,,Found
Shan  (South),Langkho ,Nawng Aw ,0619211,MMR014018012,,Found
Shan  (South),Langkho ,Hkon Long ,0619212,MMR014018013,,Found
Shan  (South),Langkho ,Mae Aw ,0619213,MMR014018014,,Found
Shan  (South),Mongpan ,Ywar Thit ,0620001,,MMR014021701501,Found
Shan  (South),Mongpan ,Ah Shey ,0620002,,MMR014021701502,Found
Shan  (South),Mongpan ,Ah Lel ,0620003,,MMR014021701503,Found
Shan  (South),Mongpan ,Ah Nauk ,0620004,,MMR014021701504,Found
Shan  (South),Mongpan ,Ah Nauk Kwet Thit ,0620005,,MMR014021701505,Found
Shan  (South),Mongpan ,Mongpan (East) ,0620200,MMR014021001,,Found
Shan  (South),Mongpan ,Kone Keng ,0620201,MMR014021002,,Found
Shan  (South),Mongpan ,Nam Ting ,0620202,MMR014021003,,Found
Shan  (South),Mongpan ,Nawng Lum ,0620203,MMR014021004,,Found
Shan  (South),Mongpan ,Nawng Hee ,0620204,MMR014021005,,Found
Shan  (South),Mongpan ,Taung Kaing ,0620205,MMR014021006,,Found
Shan  (South),Mongpan ,Woe Laing ,0620206,MMR014021007,,Found
Shan  (South),Mongpan ,Nar Law ,0620207,MMR014021008,,Found
Shan  (South),Mongpan ,Hsar War ,0620208,MMR014021009,,Found
Shan  (South),Mongpan ,Nawng Yin ,0620209,MMR014021010,,Found
Shan  (South),Mongpan ,Nar Mun ,0620210,MMR014021011,,Found
Shan  (South),Kunhing ,No (1) ,0621001,,MMR014014702501,Found
Shan  (South),Kunhing ,No (2) ,0621002,,MMR014014702502,Found
Shan  (South),Kunhing ,No (3) ,0621003,,MMR014014702503,Found
Shan  (South),Kunhing ,No (4) ,0621004,,MMR014014702504,Found
Shan  (South),Kunhing ,No (5) ,0621005,,MMR014014702505,Found
Shan  (South),Kunhing ,Kunhing Myo Ma ,0621200,MMR014014001,,Found
Shan  (South),Kunhing ,Keng Lun ,0621201,MMR014014002,,Found
Shan  (South),Kunhing ,Ho Pang ,0621202,MMR014014003,,Found
Shan  (South),Kunhing ,Tar Kaw ,0621203,MMR014014004,,Found
Shan  (South),Kunhing ,Wan Pat ,0621204,MMR014014005,,Found
Shan (South),Kunhing,Laik Kam,0621205,,,Not Found
Shan  (South),Kunhing ,Wan Hpai ,0621206,MMR014014007,,Found
Shan (South),Kunhing,Kyeng Hkam,0621207,MMR014014008,,Found
Shan  (South),Kunhing ,Wan Law ,0621208,MMR014014009,,Found
Shan  (South),Kunhing ,Ngar Taing ,0621209,MMR014014010,,Found
Shan  (South),Kunhing ,Loi Keng ,0621210,MMR014014011,,Found
Shan  (South),Kunhing ,Nar Pwe ,0621211,MMR014014012,,Found
Shan  (South),Kunhing ,Kun Pu ,0621212,MMR014014013,,Found
Shan  (South),Kunhing ,Hseng Hkawng ,0621213,MMR014014014,,Found
Shan (South),Shwenyaung Town,Hlaing Bon Thar,0660001,,MMR014001704501,Found
Shan (South),Shwenyaung Town,Thu Kha Chan Thar,0660002,,MMR014001704502,Found
Shan (South),Shwenyaung Town,Shwe Bon Thar,0660003,,MMR014001704503,Found
Shan (South),Shwenyaung Town,Dana Theik Di,0660004,,MMR014001704504,Found
Shan (South),Shwenyaung Town,Ya Da Nar,0660005,,MMR014001704505,Found
Shan (South),Shwenyaung Town,Min Ga Lar Shwe Baho,0660006,,MMR014001704506,Found
Shan (South),Shwenyaung Town,Min Ga Lar Aung Myay,0660007,,MMR014001704507,Found
Shan (South),Shwenyaung Town,Se Lel,0660008,,MMR014001704508,Found
Shan (South),Shwenyaung Town,Sint Hal,0660009,,MMR014001704509,Found
Shan (South),Shwenyaung Town,Aung Tha Pyay,0660010,,MMR014001704510,Found
Shan (South),Shwenyaung Town,Min Ga Lar,0660011,,MMR014001704511,Found
Shan (South),Ayetharyar Town,No (1),0661001,,MMR014001702501,Found
Shan (South),Ayetharyar Town,No (2),0661002,,MMR014001702502,Found
Shan (South),Ayetharyar Town,No (3),0661003,,MMR014001702503,Found
Shan (South),Ayetharyar Town,No (4),0661004,,MMR014001702504,Found
Shan (South),Ayetharyar Town,No (5),0661005,,MMR014001702505,Found
Shan (South),Ayetharyar Town,No (6),0661006,,MMR014001702506,Found
Shan (South),Ayetharyar Town,No (7),0661007,,MMR014001702507,Found
Shan (South),Ayetharyar Town,No (8),0661008,,MMR014001702508,Found
Shan (South),Ayetharyar Town,No (9),0661009,,MMR014001702509,Found
Shan (South),Ayetharyar Town,No (10),0661010,,MMR014001702510,Found
Shan (South),Ayetharyar Town,No (11),0661011,,MMR014001702511,Found
Shan (South),Ayetharyar Town,No (12),0661012,,MMR014001702512,Found
Shan (South),Kyauktalonegyi Town,Ta Pu Yway,0662001,,MMR014001703501,Found
Shan (South),Kyauktalonegyi Town,Don Ong,0662002,,MMR014001703502,Found
Shan (South),Kyauktalonegyi Town,Nawng Long,0662003,,MMR014001703503,Found
Shan (South),Kyauktalonegyi Town,Hti Long,0662004,,MMR014001703504,Found
Shan (South),Kyauktalonegyi Town,Lin Nar,0662005,,MMR014001703505,Found
Shan (South),Kyauktalonegyi Town,Kawng Wein,0662006,,MMR014001703506,Found
Shan (South),Aungpan Town,Nyaung Pin Htaung,0663001,,MMR014005702501,Found
Shan (South),Aungpan Town,Hle Yoe,0663002,,MMR014005702502,Found
Shan (South),Aungpan Town,Ywar Ngan Su,0663003,,MMR014005702503,Found
Shan (South),Aungpan Town,No (1),0663004,,MMR014005702504,Found
Shan (South),Aungpan Town,No (2),0663005,,MMR014005702505,Found
Shan (South),Aungpan Town,Moe Kawng,0663006,,MMR014005702506,Found
Shan (South),Aungpan Town,No (3),0663007,,MMR014005702507,Found
Shan (South),Aungpan Town,No (4),0663008,,MMR014005702508,Found
Shan (South),Aungpan Town,Let Ma Pin,0663009,,MMR014005702509,Found
Shan (South),Aungpan Town,Myo Haung,0663010,,MMR014005702510,Found
Shan (South),Aungpan Town,Min Ga Lar,0663011,,MMR014005702511,Found
Shan (South),Aungpan Town,Ywar Thit,0663012,,MMR014005702512,Found
Shan (South),He Hoe Town,No (1),0664001,,MMR014005703501,Found
Shan (South),He Hoe Town,No (2),0664002,,MMR014005703502,Found
Shan (South),He Hoe Town,No (3),0664003,,MMR014005703503,Found
Shan (South),He Hoe Town,No (4),0664004,,MMR014005703504,Found
Shan (South),He Hoe Town,No (5),0664005,,MMR014005703505,Found
Shan (South),Naungtayar Town,No (1),0665001,,MMR014009702501,Found
Shan (South),Naungtayar Town,No (2),0665002,,MMR014009702502,Found
Shan (South),Naungtayar Town,No (3),0665003,,MMR014009702503,Found
Shan (South),Pawng Lawng Town,No (1),0666001,,MMR014009703501,Found
Shan (South),Pawng Lawng Town,No (2),0666002,,MMR014009703502,Found
Shan (South),Pawng Lawng Town,No (3),0666003,,MMR014009703503,Found
Shan (South),Pawng Lawng Town,No (4),0666004,,MMR014009703504,Found
Shan (South),Pawng Lawng Town,No (5),0666005,,MMR014009703505,Found
Shan (South),Pawng Lawng Town,No (6),0666006,,MMR014009703506,Found
Shan (South),Intaw Town,No (1),0667001,,MMR014008702501,Found
Shan (South),Intaw Town,No (2),0667002,,MMR014008702502,Found
Shan (South),Intaw Town,No (3),0667003,,MMR014008702503,Found
Shan (South),Intaw Town,No (4),0667004,,MMR014008702504,Found
Shan (South),Intaw Town,No (5),0667005,,MMR014008702505,Found
Shan (South),Intaw Town,No (6),0667006,,MMR014008702506,Found
Shan (South),Pinlon Town,No (1),0668001,,MMR014011702501,Found
Shan (South),Pin Lon,No (1),0668001,,MMR014011702501,Found
Shan (South),Pin Lon,No (2),0668002,,MMR014011702502,Found
Shan (South),Pinlon Town,No (2),0668002,,MMR014011702502,Found
Shan (South),Pin Lon,No (3),0668003,,MMR014011702503,Found
Shan (South),Pinlon Town,No (3),0668003,,MMR014011702503,Found
Shan (South),Pin Lon,No (4),0668004,,MMR014011702504,Found
Shan (South),Pinlon Town,No (4),0668004,,MMR014011702504,Found
Shan (South),Mongsan (Hmonesan) Town,No (1),0669001,,MMR014017702501,Found
Shan (South),Mongsan (Hmonesan) Town,No (2),0669002,,MMR014017702502,Found
Shan (South),Mongsan (Hmonesan) Town,No (3),0669003,,MMR014017702503,Found
Shan (South),Mongnawng Town,No (1),0670001,,MMR014015702501,Found
Shan (South),Mongnawng Town,No (2),0670002,,MMR014015702502,Found
Shan (South),Mongnawng Town,No (3),0670003,,MMR014015702503,Found
Shan (South),Mongnawng Town,No (4),0670004,,MMR014015702504,Found
Shan (South),Mongnawng Town,No (5),0670005,,MMR014015702505,Found
Shan (South),Kho Lam Town,No (1),0671001,,MMR014013702501,Found
Shan (South),Kho Lam Town,No (2),0671002,,MMR014013702502,Found
Shan (South),Kho Lam Town,No (3),0671003,,MMR014013702503,Found
Shan (South),Kho Lam Town,No (4),0671004,,MMR014013702504,Found
Shan (South),Kho Lam Town,No (5),0671005,,MMR014013702505,Found
Shan (South),Kho Lam Town,No (6),0671006,,MMR014013702506,Found
Shan (South),Kengtawng Town,No (1),0672001,,MMR014019702501,Found
Shan (South),Kengtawng Town,No (2),0672002,,MMR014019702502,Found
Shan (South),Kengtawng Town,No (3),0672003,,MMR014019702503,Found
Shan (South),Kengtawng Town,No (4),0672004,,MMR014019702504,Found
Shan (South),Kengtawng Town,No (5),0672005,,MMR014019702505,Found
Shan (South),Kengtawng Town,No (6),0672006,,MMR014019702506,Found
Shan (South),Kengtawng Town,No (7),0672007,,MMR014019702507,Found
Shan (South),Homein Town,No (1),0673001,,MMR014018702501,Found
Shan (South),Homein Town,No (2),0673002,,MMR014018702502,Found
Shan (South),Homein Town,No (3),0673003,,MMR014018702503,Found
Shan (South),Kar Li Town,No (1),0674001,,MMR014014702501,Found
Shan (South),Kar Li Town,No (2),0674002,,MMR014014702502,Found
Shan (South),Kar Li Town,No (3),0674003,,MMR014014702503,Found
Shan (South),Kar Li Town,No (4),0674004,,MMR014014702504,Found
Shan (South),Kar Li Town,No (5),0674005,,MMR014014702505,Found
Shan (South),Kar Li Town,No (6),0674006,,MMR014014702506,Found
Shan (South),Nang Pang Town,No(1),0675001,,MMR014002702501,Found
Shan (South),Nang Pang Town,No(2),0675002,,MMR014002702502,Found
Shan (South),Nang Pang Town,No(3),0675003,,MMR014002702503,Found
Shan (South),Nang Pang Town,No(4),0675004,,MMR014002702504,Found
Tanintharyi ,Dawei ,San Chi ,1401001,,MMR006001701501,Found
Tanintharyi ,Dawei ,Oe Loke ,1401002,,MMR006001701502,Found
Tanintharyi ,Dawei ,Ta Laing Htein ,1401003,,MMR006001701503,Found
Tanintharyi ,Dawei ,Thin Baw Seik ,1401004,,MMR006001701504,Found
Tanintharyi ,Dawei ,Daung Ngu ,1401005,,MMR006001701505,Found
Tanintharyi ,Dawei ,Kyet Sa Pyin ,1401006,,MMR006001701506,Found
Tanintharyi ,Dawei ,Bon Maw ,1401007,,MMR006001701507,Found
Tanintharyi ,Dawei ,Za Yit ,1401008,,MMR006001701508,Found
Tanintharyi ,Dawei ,Ka Nyon ,1401009,,MMR006001701509,Found
Tanintharyi ,Dawei ,Pein Hne Taw ,1401010,,MMR006001701510,Found
Tanintharyi ,Dawei ,Ah Nauk Myo Twin ,1401011,,MMR006001701511,Found
Tanintharyi ,Dawei ,Byaw Taw Wa ,1401012,,MMR006001701512,Found
Tanintharyi ,Dawei ,Kyauk  Maw ,1401013,,MMR006001701513,Found
Tanintharyi ,Dawei ,Htein Thit ,1401014,,MMR006001701514,Found
Tanintharyi ,Dawei ,Sin Seik ,1401015,,MMR006001701515,Found
Tanintharyi ,Dawei ,Za Har ,1401200,MMR006001001,,Found
Tanintharyi ,Dawei ,Tha Pyay Chaung ,1401201,MMR006001002,,Found
Tanintharyi ,Dawei ,Maung Mei Shaung ,1401202,MMR006001003,,Found
Tanintharyi ,Dawei ,Za Lun ,1401203,MMR006001004,,Found
Tanintharyi ,Dawei ,Ta Laing Taung ,1401204,MMR006001005,,Found
Tanintharyi ,Dawei ,Tha Byar ,1401205,MMR006001006,,Found
Tanintharyi ,Dawei ,Pa Kar Ri ,1401206,MMR006001007,,Found
Tanintharyi ,Dawei ,Ah Nyar Hpyar ,1401207,MMR006001008,,Found
Tanintharyi ,Dawei ,Har Myin Gyi ,1401208,MMR006001009,,Found
Tanintharyi ,Dawei ,Wa Kone ,1401209,MMR006001010,,Found
Tanintharyi ,Dawei ,Pyar Thar Chaung ,1401210,MMR006001011,,Found
Tanintharyi ,Dawei ,Kyauk Yat ,1401211,MMR006001012,,Found
Tanintharyi ,Dawei ,Shan Ma Twin ,1401212,MMR006001013,,Found
Tanintharyi ,Dawei ,Ku Toet ,1401213,MMR006001014,,Found
Tanintharyi ,Dawei ,Ka Naing Dar ,1401214,MMR006001015,,Found
Tanintharyi ,Dawei ,Shin Moke Tee ,1401215,MMR006001016,,Found
Tanintharyi ,Dawei ,Yaung Maw ,1401216,MMR006001017,,Found
Tanintharyi ,Dawei ,Ah Myar ,1401217,MMR006001018,,Found
Tanintharyi ,Dawei ,Taung Thone Lone ,1401218,MMR006001019,,Found
Tanintharyi ,Dawei ,Kyauk Me Taung ,1401219,MMR006001020,,Found
Tanintharyi ,Dawei ,Myay Khan Baw ,1401220,MMR006001021,,Found
Tanintharyi ,Dawei ,Hein Dar ,1401221,MMR006001022,,Found
Tanintharyi ,Dawei ,Hpaung Taw Gyi ,1401222,MMR006001023,,Found
Tanintharyi ,Dawei ,Ka Lit Gyi ,1401223,MMR006001024,,Found
Tanintharyi ,Dawei ,Sin Hpyu Taing ,1401224,MMR006001025,,Found
Tanintharyi ,Yebyu ,Myo Ma (Ka Gyi) ,1402001,,MMR006004701501,Found
Tanintharyi ,Yebyu ,Myo Ma (Kha Gway) ,1402002,,MMR006004701502,Found
Tanintharyi ,Yebyu ,Myo Ma (Ga Nge) ,1402003,,MMR006004701503,Found
Tanintharyi ,Yebyu ,Myo Ma (Ga Gyi) ,1402004,,MMR006004701504,Found
Tanintharyi ,Yebyu ,Pale Ku ,1402200,MMR006004001,,Found
Tanintharyi ,Yebyu ,Ya Laing ,1402201,MMR006004002,,Found
Tanintharyi ,Yebyu ,Pu Gaw Zun ,1402202,MMR006004003,,Found
Tanintharyi ,Yebyu ,Nat Twin ,1402203,MMR006004004,,Found
Tanintharyi ,Yebyu ,Thit To Htaunt ,1402204,MMR006004005,,Found
Tanintharyi ,Yebyu ,Kyauk Ka Nyar ,1402205,MMR006004006,,Found
Tanintharyi ,Yebyu ,Ta Laing Yar ,1402206,MMR006004007,,Found
Tanintharyi ,Yebyu ,Nyin Htwe ,1402207,MMR006004008,,Found
Tanintharyi ,Yebyu ,Pein Shaung ,1402208,MMR006004009,,Found
Tanintharyi ,Yebyu ,U Tha Ran ,1402209,MMR006004010,,Found
Tanintharyi ,Yebyu ,Kyauk Htaunt ,1402210,MMR006004011,,Found
Tanintharyi ,Yebyu ,Wun Hpoet ,1402211,MMR006004012,,Found
Tanintharyi ,Yebyu ,Na Bu Lel ,1402212,MMR006004013,,Found
Tanintharyi ,Yebyu ,Le Shaung ,1402213,MMR006004014,,Found
Tanintharyi ,Yebyu ,Aye Ka Ni ,1402214,MMR006004015,,Found
Tanintharyi ,Yebyu ,Pa Ra Dat ,1402215,MMR006004016,,Found
Tanintharyi ,Yebyu ,Mu Du ,1402216,MMR006004017,,Found
Tanintharyi ,Yebyu ,Zar Di ,1402217,MMR006004018,,Found
Tanintharyi ,Yebyu ,Hpaung Taw ,1402218,MMR006004019,,Found
Tanintharyi ,Yebyu ,Thea Chaung ,1402219,MMR006004020,,Found
Tanintharyi ,Yebyu ,Ohn Pin Kwin ,1402220,MMR006004021,,Found
Tanintharyi ,Yebyu ,Kywe Thone Nyi Ma ,1402221,MMR006004022,,Found
Tanintharyi ,Yebyu ,Ein Da Rar Zar ,1402222,MMR006004023,,Found
Tanintharyi,Yebyu,Nat Kyi Sin,1402223,MMR006004024,,Found
Tanintharyi ,Yebyu ,Min Thar ,1402224,MMR006004025,,Found
Tanintharyi ,Yebyu ,Kan Pauk ,1402225,MMR006004026,,Found
Tanintharyi ,Yebyu ,Hpar Chaung ,1402226,MMR006004027,,Found
Tanintharyi ,Yebyu ,Hnan Kye ,1402227,MMR006004028,,Found
Tanintharyi ,Yebyu ,Kayin Shin Ta Bi ,1402228,MMR006004029,,Found
Tanintharyi ,Yebyu ,Kyauk Shat ,1402229,MMR006004030,,Found
Tanintharyi ,Yebyu ,Zin Bar ,1402230,MMR006004031,,Found
Tanintharyi ,Yebyu ,Rar Hpu ,1402231,MMR006004032,,Found
Tanintharyi ,Yebyu ,Mi Kyaung Hlaung ,1402232,MMR006004033,,Found
Tanintharyi ,Yebyu ,Lawt Thaing ,1402233,MMR006004034,,Found
Tanintharyi,Yebyu,Htein Gyi,1402234,,,Not Found
Tanintharyi ,Thayetchaung ,Maw Shi Kone ,1403001,,MMR006003701501,Found
Tanintharyi ,Thayetchaung ,Kyauk Myaung ,1403002,,MMR006003701502,Found
Tanintharyi ,Thayetchaung ,Tha Yet Chaung ,1403003,,MMR006003701503,Found
Tanintharyi ,Thayetchaung ,Pan Taw ,1403004,,MMR006003701504,Found
Tanintharyi ,Thayetchaung ,Sin Hpyu Pyin ,1403005,,MMR006003701505,Found
Tanintharyi ,Thayetchaung ,Ka Zi Ta Dar U ,1403200,MMR006003001,,Found
Tanintharyi ,Thayetchaung ,Pein Taw ,1403201,MMR006003002,,Found
Tanintharyi ,Thayetchaung ,Pan Chi Shaung ,1403202,MMR006003003,,Found
Tanintharyi ,Thayetchaung ,Oke Tu ,1403203,MMR006003004,,Found
Tanintharyi ,Thayetchaung ,Tha Yet Hnit Khwa ,1403204,MMR006003005,,Found
Tanintharyi ,Thayetchaung ,Thin Kyun ,1403205,MMR006003006,,Found
Tanintharyi ,Thayetchaung ,Yan Taung ,1403206,MMR006003007,,Found
Tanintharyi ,Thayetchaung ,Nyaung Zin ,1403207,MMR006003008,,Found
Tanintharyi ,Thayetchaung ,Kyar Inn ,1403208,MMR006003009,,Found
Tanintharyi ,Thayetchaung ,Kin Shey ,1403209,MMR006003010,,Found
Tanintharyi ,Thayetchaung ,Saw Hpyar ,1403210,MMR006003011,,Found
Tanintharyi ,Thayetchaung ,Pa Dat Chaung ,1403211,MMR006003012,,Found
Tanintharyi ,Thayetchaung ,Ti Tut Pyin ,1403212,MMR006003013,,Found
Tanintharyi ,Thayetchaung ,Ein Shey Pyin ,1403213,MMR006003014,,Found
Tanintharyi ,Thayetchaung ,Sin Ku ,1403214,MMR006003015,,Found
Tanintharyi ,Thayetchaung ,La Ba ,1403215,MMR006003016,,Found
Tanintharyi ,Thayetchaung ,Pyin Hpyu Gyi ,1403216,MMR006003017,,Found
Tanintharyi ,Thayetchaung ,Son Sin ,1403217,MMR006003018,,Found
Tanintharyi ,Thayetchaung ,Pyin Hpyu Thar ,1403218,MMR006003019,,Found
Tanintharyi ,Thayetchaung ,Chaung Wa Pyin ,1403219,MMR006003020,,Found
Tanintharyi ,Thayetchaung ,Yae Cho Chaung ,1403220,MMR006003021,,Found
Tanintharyi ,Thayetchaung ,Gon Hnyin Seik ,1403221,MMR006003022,,Found
Tanintharyi ,Thayetchaung ,Ya Nge ,1403222,MMR006003023,,Found
Tanintharyi ,Thayetchaung ,Ka Myaing ,1403223,MMR006003024,,Found
Tanintharyi ,Thayetchaung ,Min Dat ,1403224,MMR006003025,,Found
Tanintharyi ,Thayetchaung ,Kywe Min Kone ,1403225,MMR006003026,,Found
Tanintharyi ,Thayetchaung ,Ka Net Thi Ri ,1403226,MMR006003027,,Found
Tanintharyi ,Thayetchaung ,Mei Ke ,1403227,MMR006003028,,Found
Tanintharyi ,Thayetchaung ,Thea Chaung Gyi ,1403228,MMR006003029,,Found
Tanintharyi ,Thayetchaung ,Kayin Taung Pyauk ,1403229,MMR006003030,,Found
Tanintharyi ,Thayetchaung ,Yae Pu ,1403230,MMR006003031,,Found
Tanintharyi ,Thayetchaung ,Ka Twe ,1403231,MMR006003032,,Found
Tanintharyi ,Thayetchaung ,Ka Nyin Chaung ,1403232,MMR006003033,,Found
Tanintharyi ,Thayetchaung ,Auk Tha Yet Chaung ,1403233,MMR006003034,,Found
Tanintharyi ,Thayetchaung ,Pa Dauk ,1403234,MMR006003035,,Found
Tanintharyi ,Thayetchaung ,Kyauk Se ,1403235,MMR006003036,,Found
Tanintharyi ,Thayetchaung ,Myanmar Pa Awt ,1403236,MMR006003037,,Found
Tanintharyi ,Thayetchaung ,Ait Ait (Kayin Pa Awt) ,1403237,MMR006003038,,Found
