Region,Township,Village Tract/ Ward,Postal Code,VT_Pcode,Ward_Pcode,Pcode_Status
Shan  (North),Pangsang (Panghkam) ,Man Mai ,1605275,MMR015005076,,Found
Shan  (North),Pangsang (Panghkam) ,Yawng Pang ,1605276,MMR015005077,,Found
Shan  (North),Pangsang (Panghkam) ,Mong Hto ,1605277,MMR015005078,,Found
Shan  (North),Pangsang (Panghkam) ,Huong Put ,1605278,MMR015005079,,Found
Shan  (North),Pangsang (Panghkam) ,Pang Hpein ,1605279,MMR015005080,,Found
Shan  (North),Pangsang (Panghkam) ,Huong Kut ,1605280,MMR015005081,,Found
Shan  (North),Pangsang (Panghkam) ,Hsa Lar ,1605281,MMR015005082,,Found
Shan  (North),Pangsang (Panghkam) ,Ta Aw Aun ,1605282,MMR015005083,,Found
Shan  (North),Pangsang (Panghkam) ,Hson Hpoet ,1605283,MMR015005084,,Found
Shan  (North),Pangsang (Panghkam) ,Nam Tawng ,1605284,MMR015005085,,Found
Shan  (North),Narphan ,Nar Hpan ,1606200,MMR015006001,,Found
Shan  (North),Narphan ,Nar Hlan ,1606201,MMR015006002,,Found
Shan  (North),Narphan ,Pa Toet ,1606202,MMR015006003,,Found
Shan  (North),Narphan ,Kat Kein ,1606203,MMR015006004,,Found
Shan  (North),Narphan ,Yawng Lawng ,1606204,MMR015006005,,Found
Shan  (North),Narphan ,Loi Htu ,1606205,MMR015006006,,Found
Shan  (North),Narphan ,Yawng Mawt ,1606206,MMR015006007,,Found
Shan  (North),Narphan ,Hsawng Kye ,1606207,MMR015006008,,Found
Shan  (North),Narphan ,Hson Long ,1606208,MMR015006009,,Found
Shan  (North),Narphan ,Man Nawng ,1606209,MMR015006010,,Found
Shan  (North),Narphan ,Mut Pa Yee ,1606210,MMR015006011,,Found
Shan  (North),Narphan ,Man Har ,1606211,MMR015006012,,Found
Shan  (North),Narphan ,Mut Mway ,1606212,MMR015006013,,Found
Shan  (North),Narphan ,Loi Len ,1606213,MMR015006014,,Found
Shan  (North),Narphan ,Kun Keint ,1606214,MMR015006015,,Found
Shan  (North),Narphan ,Hpan Lin ,1606215,MMR015006016,,Found
Shan  (North),Narphan ,Hnget Htei ,1606216,MMR015006017,,Found
Shan  (North),Narphan ,Hsee Hsaw ,1606217,MMR015006018,,Found
Shan  (North),Narphan ,Sa Aut ,1606218,MMR015006019,,Found
Shan  (North),Narphan ,Kawng Ka Ya ,1606219,MMR015006020,,Found
Shan  (North),Narphan ,Man Hpant ,1606220,MMR015006021,,Found
Shan  (North),Narphan ,Bin Ngin ,1606221,MMR015006022,,Found
Shan  (North),Narphan ,Hpan Mawt ,1606222,MMR015006023,,Found
Shan  (North),Narphan ,Pa Lat Ka Tayt ,1606223,MMR015006024,,Found
Shan  (North),Narphan ,Mut Sa Moet ,1606224,MMR015006025,,Found
Shan  (North),Narphan ,Son Ya Man ,1606225,MMR015006026,,Found
Shan  (North),Narphan ,Zay Thit (Har Hkun) ,1606226,MMR015006027,,Found
Shan  (North),Narphan ,Yawng Pa Lin ,1606227,MMR015006028,,Found
Shan  (North),Narphan ,Kun Yoe ,1606228,MMR015006029,,Found
Shan  (North),Narphan ,Yawng Tawng ,1606229,MMR015006030,,Found
Shan  (North),Narphan ,Kun Hnyet ,1606230,MMR015006031,,Found
Shan  (North),Narphan ,Hsa Na ,1606231,MMR015006032,,Found
Shan  (North),Narphan ,Hpan Hka Yoet ,1606232,MMR015006033,,Found
Shan  (North),Narphan ,Yawng Yoe ,1606233,MMR015006034,,Found
Shan  (North),Pangwaun ,Pangwaun Myo Ma ,1607200,MMR015007001,,Found
Shan  (North),Pangwaun ,Man Ping ,1607201,MMR015007002,,Found
Shan  (North),Pangwaun ,Yawng Yaing ,1607202,MMR015007003,,Found
Shan  (North),Pangwaun ,Ping Ka Lan ,1607203,MMR015007004,,Found
Shan  (North),Pangwaun ,Yawng Pa Yay ,1607204,MMR015007005,,Found
Shan  (North),Pangwaun ,Kawng Lan ,1607205,MMR015007006,,Found
Shan  (North),Pangwaun ,Si Kaing Yaik ,1607206,MMR015007007,,Found
Shan  (North),Pangwaun ,Kawng Ki ,1607207,MMR015007008,,Found
Shan  (North),Pangwaun ,Ngeit Lai ,1607208,MMR015007009,,Found
Shan  (North),Pangwaun ,Mwayt Ta Ya ,1607209,MMR015007010,,Found
Shan  (North),Pangwaun ,Yawng Pang ,1607210,MMR015007011,,Found
Shan  (North),Pangwaun ,Yawng Sein ,1607211,MMR015007012,,Found
Shan  (North),Pangwaun ,Ngaik Mway ,1607212,MMR015007013,,Found
Shan  (North),Pangwaun ,Yawng Tee Yar ,1607213,MMR015007014,,Found
Shan  (North),Pangwaun ,Yawng Kaing ,1607214,MMR015007015,,Found
Shan  (North),Pangwaun ,Yawng Ngaik ,1607215,MMR015007016,,Found
Shan  (North),Pangwaun ,War Hka ,1607216,MMR015007017,,Found
Shan  (North),Pangwaun ,Yawng Nun ,1607217,MMR015007018,,Found
Shan  (North),Pangwaun ,Man Maw ,1607218,MMR015007019,,Found
Shan  (North),Mongmao ,Mongmao ,1608200,MMR015008001,,Found
Shan  (North),Mongmao ,Man Tat ,1608201,MMR015008002,,Found
Shan  (North),Mongmao ,Kat Hi ,1608202,MMR015008003,,Found
Shan  (North),Mongmao ,Yawng Pa Lone ,1608203,MMR015008004,,Found
Shan  (North),Mongmao ,Ho Mein ,1608204,MMR015008005,,Found
Shan  (North),Mongmao ,Yawng Pa Lauk ,1608205,MMR015008006,,Found
Shan  (North),Mongmao ,Kawng Wauk ,1608206,MMR015008007,,Found
Shan  (North),Mongmao ,Toke Tat ,1608207,MMR015008008,,Found
Shan  (North),Mongmao ,Kawng Pee ,1608208,MMR015008009,,Found
Shan  (North),Mongmao ,Htat Hting ,1608209,MMR015008010,,Found
Shan  (North),Mongmao ,Kein Hsan ,1608210,MMR015008011,,Found
Shan  (North),Mongmao ,Pang Hkun (a) Nam Kun Long ,1608211,MMR015008012,,Found
Shan  (North),Mongmao ,Kawng Lin ,1608212,MMR015008013,,Found
Shan  (North),Mongmao ,Yawng Pyan ,1608213,MMR015008014,,Found
Shan  (North),Mongmao ,Kun Kyoe ,1608214,MMR015008015,,Found
Shan  (North),Mongmao ,Man Hkar ,1608215,MMR015008016,,Found
Shan  (North),Mongmao ,Kawng Kyi ,1608216,MMR015008017,,Found
Shan  (North),Mongmao ,Yawng Nawng ,1608217,MMR015008018,,Found
Shan  (North),Mongmao ,Kat Ka Lun ,1608218,MMR015008019,,Found
Shan (North),Mongmao,Man Kwayt Lun,1608219,MMR015008020,,Found
Shan  (North),Mongmao ,Yawng Teit ,1608220,MMR015008021,,Found
Shan  (North),Mongmao ,Mut Long ,1608221,MMR015008022,,Found
Shan  (North),Mongmao ,Man Kan ,1608222,MMR015008023,,Found
Shan  (North),Mongmao ,Man Hka Yo (Loi Long) ,1608223,MMR015008024,,Found
Shan  (North),Mongmao ,Long Hkwa ,1608224,MMR015008025,,Found
Shan  (North),Mongmao ,Man Hpein ,1608225,MMR015008026,,Found
Shan  (North),Mongmao ,Mut Layt Lai Kwar ,1608226,MMR015008027,,Found
Shan  (North),Mongmao ,Maw Hlyo ,1608227,MMR015008028,,Found
Shan  (North),Mongmao ,Yawng Pang ,1608228,MMR015008029,,Found
Shan  (North),Mongmao ,Ong Pong ,1608229,MMR015008030,,Found
Shan  (North),Mongmao ,Mut Layt Long ,1608230,MMR015008031,,Found
Shan  (North),Mongmao ,Hpan Lai ,1608231,MMR015008032,,Found
Shan  (North),Mongmao ,Kan Hsay ,1608232,MMR015008033,,Found
Shan  (North),Mongmao ,Man Hsun ,1608233,MMR015008034,,Found
Shan  (North),Mongmao ,Yon Ka Loet ,1608234,MMR015008035,,Found
Shan  (North),Mongmao ,Kawng Hlaing ,1608235,MMR015008036,,Found
Shan  (North),Mongmao ,Man Tun ,1608236,MMR015008037,,Found
Shan  (North),Mongmao ,Loi Hin ,1608237,MMR015008038,,Found
Shan  (North),Mongmao ,Mut Layt (Hpan Mut) ,1608238,MMR015008039,,Found
Shan  (North),Mongmao ,Sa Aut Man Htaik ,1608239,MMR015008040,,Found
Shan  (North),Muse ,Christan ,1609001,,MMR015009701501,Found
Shan  (North),Muse ,Zay ,1609002,,MMR015009701502,Found
Shan  (North),Muse ,Taung ,1609003,,MMR015009701503,Found
Shan  (North),Muse ,Ho Mun ,1609004,,MMR015009701504,Found
Shan  (North),Muse ,Myauk ,1609005,,MMR015009701505,Found
Shan  (North),Muse ,Kawng Nawng ,1609006,,MMR015009701506,Found
Shan  (North),Muse ,Sum Taw ,1609007,,MMR015009701507,Found
Shan  (North),Muse ,Taw Ywet ,1609008,,MMR015009701508,Found
Shan  (North),Muse ,Kawng Hmu Ton ,1609009,,MMR015009701509,Found
Shan  (North),Muse ,Nam Pang ,1609200,MMR015009001,,Found
Shan (North),Muse,Sei Lant,1609201,MMR015009002,,Found
Shan  (North),Muse ,Hpai Kyawng ,1609202,MMR015009003,,Found
Shan  (North),Muse ,Nawng Hseng ,1609203,MMR015009004,,Found
Shan  (North),Muse ,Nawng Lawng ,1609204,MMR015009005,,Found
Shan  (North),Muse ,Nam Kat ,1609205,MMR015009006,,Found
Shan  (North),Muse ,Pang Hkam ,1609206,MMR015009007,,Found
Shan  (North),Muse ,Ting Long (East) ,1609207,MMR015009008,,Found
Shan (North),Muse,Mone Yu (105 Maing),1609208,MMR015009009,,Found
Shan  (North),Muse ,Tont Hkan Nay ,1609209,MMR015009010,,Found
Shan  (North),Muse ,Maw Tawng Ywar Ma ,1609210,MMR015009011,,Found
Shan  (North),Muse ,Man Han ,1609211,MMR015009012,,Found
Shan  (North),Muse ,Mant Mai ,1609212,MMR015009013,,Found
Shan  (North),Muse ,Nam Aum ,1609213,MMR015009014,,Found
Shan  (North),Muse ,Hseng Hkawng ,1609214,MMR015009015,,Found
Shan  (North),Muse ,Mong Li ,1609215,MMR015009016,,Found
Shan  (North),Muse ,Nawnghkio ,1609216,MMR015009017,,Found
Shan  (North),Muse ,Nawng Hseng ,1609217,MMR015009004,,Found
Shan  (North),Muse ,Kawng Wein ,1609218,MMR015009019,,Found
Shan  (North),Muse ,Mant Hai ,1609219,MMR015009020,,Found
Shan  (North),Muse ,Hpar Pun Li Saw ,1609220,MMR015009021,,Found
Shan  (North),Muse ,Nam Ngu ,1609221,MMR015009022,,Found
Shan  (North),Muse ,Mu Lun Pang Hkar ,1609222,MMR015009023,,Found
Shan  (North),Muse ,Nam Pa Tee ,1609223,MMR015009024,,Found
Shan  (North),Muse ,Nam Mye Kachin ,1609224,MMR015009025,,Found
Shan  (North),Muse ,Nam Tawng ,1609225,MMR015009026,,Found
Shan (North),Muse,Kying Yang Ton,1609226,MMR015009027,,Found
Shan  (North),Muse ,Pang Hseng ,1609227,MMR015009028,,Found
Shan  (North),Muse ,Yi Hku ,1609228,MMR015009029,,Found
Shan  (North),Muse ,Hpar Hpeik ,1609229,MMR015009030,,Found
Shan  (North),Muse ,Hpai Kawng ,1609230,MMR015009031,,Found
Shan  (North),Muse ,Mant Kan ,1609231,MMR015009032,,Found
Shan  (North),Muse ,Mone Paw Nam Chet (Zay) ,1609232,MMR015009033,,Found
Shan (North),Muse,Mai Hpan,1609233,MMR015009034,,Found
Shan  (North),Muse ,Nam Chet Ywar Ma ,1609234,MMR015009035,,Found
Shan  (North),Muse ,Man Nway ,1609235,MMR015009036,,Found
Shan  (North),Muse ,Mant Sei ,1609236,MMR015009037,,Found
Shan  (North),Muse ,Man Pying ,1609237,MMR015009038,,Found
Shan  (North),Muse ,Mant Nawng ,1609238,MMR015009039,,Found
Shan  (North),Muse ,Ton Aw ,1609239,MMR015009040,,Found
Shan  (North),Muse ,Kawng Kway ,1609240,MMR015009041,,Found
Shan  (North),Muse ,Mone Long ,1609241,MMR015009042,,Found
Shan  (North),Muse ,Kawng Long ,1609242,MMR015009043,,Found
Shan  (North),Muse ,Pang Lum ,1609243,MMR015009044,,Found
Shan  (North),Muse ,Nawt Ko ,1609244,MMR015009045,,Found
Shan  (North),Muse ,Hpaw Maw ,1609245,MMR015009046,,Found
Shan  (North),Muse ,Man Kan (Mone Koe) ,1609246,MMR015009047,,Found
Shan (North),Muse,Man Jat,1609247,MMR015009048,,Found
Shan  (North),Muse ,Pang Tawng ,1609248,MMR015009049,,Found
Shan  (North),Muse ,Pu Wan ,1609249,MMR015009050,,Found
Shan  (North),Muse ,Mant Kant ,1609250,MMR015009051,,Found
Shan  (North),Muse ,Hpawng Hseng ,1609251,MMR015009052,,Found
Shan  (North),Muse ,Mant Yang ,1609252,MMR015009053,,Found
Shan  (North),Muse ,Loi Wein ,1609253,MMR015009054,,Found
Shan  (North),Muse ,Loi Hsar ,1609254,MMR015009055,,Found
Shan  (North),Muse ,Wein Hseng ,1609255,MMR015009056,,Found
Shan  (North),Muse ,Loi Lumt ,1609256,MMR015009057,,Found
Shan  (North),Muse ,Ho Nar ,1609257,MMR015009058,,Found
Shan  (North),Muse ,Loi Ma Kauk ,1609258,MMR015009059,,Found
Shan  (North),Muse ,Nam Lar Hawt ,1609259,MMR015009060,,Found
Shan  (North),Muse ,Nawng Hkaw (Manhlyoe (Manhero) ,1609260,MMR015009061,,Found
Shan  (North),Muse ,Nawng Hin (Manhlyoe (Manhero) ,1609261,MMR015009062,,Found
Shan  (North),Muse ,Kauk Kwet (Manhlyoe (Manhero) ,1609262,MMR015009063,,Found
Shan  (North),Muse ,Nawng Hpai (Manhlyoe (Manhero) ,1609263,MMR015009064,,Found
Shan  (North),Namhkan ,No (1) ,1610001,,MMR015010701501,Found
Shan  (North),Namhkan ,No (2) ,1610002,,MMR015010701502,Found
Shan  (North),Namhkan ,No (3) ,1610003,,MMR015010701503,Found
Shan  (North),Namhkan ,No (4) ,1610004,,MMR015010701504,Found
Shan  (North),Namhkan ,No (5) ,1610005,,MMR015010701505,Found
Shan  (North),Namhkan ,No (6) ,1610006,,MMR015010701506,Found
Shan  (North),Namhkan ,No (7) ,1610007,,MMR015010701507,Found
Shan  (North),Namhkan ,No (8) ,1610008,,MMR015010701508,Found
Shan  (North),Namhkan ,No (9) ,1610009,,MMR015010701509,Found
Shan  (North),Namhkan ,No (10) ,1610010,,MMR015010701510,Found
Shan  (North),Namhkan ,No (11) ,1610011,,MMR015010701511,Found
Shan  (North),Namhkan ,No (12) ,1610012,,MMR015010701512,Found
Shan  (North),Namhkan ,No (13) ,1610013,,MMR015010701513,Found
Shan  (North),Namhkan ,No (14) ,1610014,,MMR015010701514,Found
Shan  (North),Namhkan ,Kawng Hsar ,1610200,MMR015010001,,Found
Shan  (North),Namhkan ,Ho Nar ,1610201,MMR015010002,,Found
Shan  (North),Namhkan ,Mant Nawng ,1610202,MMR015010003,,Found
Shan  (North),Namhkan ,Sei Hai ,1610203,MMR015010004,,Found
Shan  (North),Namhkan ,Nawng Hkan ,1610204,MMR015010005,,Found
Shan  (North),Namhkan ,Hat Hin ,1610205,MMR015010006,,Found
Shan  (North),Namhkan ,Kun Hai ,1610206,MMR015010007,,Found
Shan  (North),Namhkan ,Nawng Hkam ,1610207,MMR015010008,,Found
Shan  (North),Namhkan ,Man Sum ,1610208,MMR015010009,,Found
Shan  (North),Namhkan ,Man Hawng ,1610209,MMR015010010,,Found
Shan  (North),Namhkan ,Kun Long ,1610210,MMR015010011,,Found
Shan  (North),Namhkan ,Nam Tee ,1610211,MMR015010012,,Found
Shan  (North),Namhkan ,Hopong ,1610212,MMR015010013,,Found
Shan  (North),Namhkan ,Kawng Waing ,1610213,MMR015010014,,Found
Shan  (North),Namhkan ,Awe Law Man Sang ,1610214,MMR015010015,,Found
Shan  (North),Namhkan ,Pang Hkar (Loi) ,1610215,MMR015010016,,Found
Shan  (North),Namhkan ,Hsar Lu ,1610216,MMR015010017,,Found
Shan  (North),Namhkan ,Man Awng ,1610217,MMR015010018,,Found
Shan  (North),Namhkan ,Hpar Len ,1610218,MMR015010019,,Found
Shan  (North),Namhkan ,Man Long ,1610219,MMR015010020,,Found
Shan  (North),Namhkan ,Nam Hsee Ree ,1610220,MMR015010021,,Found
Shan  (North),Namhkan ,Loi Lum (Li Shaw) ,1610221,MMR015010022,,Found
Shan  (North),Namhkan ,Man Mai ,1610222,MMR015010023,,Found
Shan  (North),Namhkan ,Kawng Kat ,1610223,MMR015010024,,Found
Shan  (North),Namhkan ,Pat Mar Dein Hsar ,1610224,MMR015010025,,Found
Shan  (North),Namhkan ,Tar Kun ,1610225,MMR015010026,,Found
Shan  (North),Namhkan ,Man Sat ,1610226,MMR015010027,,Found
Shan  (North),Namhkan ,Pang Hsay (Man Sat) ,1610227,MMR015010028,,Found
Shan  (North),Namhkan ,Man Pu ,1610228,MMR015010029,,Found
Shan  (North),Namhkan ,Hin Long ,1610229,MMR015010030,,Found
Shan  (North),Namhkan ,Mu Kawng ,1610230,MMR015010031,,Found
Shan  (North),Namhkan ,Yant Wu ,1610231,MMR015010032,,Found
Shan  (North),Namhkan ,Maw Hsway ,1610232,MMR015010033,,Found
Shan  (North),Namhkan ,Loi Yaing ,1610233,MMR015010034,,Found
Shan  (North),Namhkan ,Loi Chet ,1610234,MMR015010035,,Found
Shan  (North),Namhkan ,Mong Wee ,1610235,MMR015010036,,Found
Shan  (North),Namhkan ,Loi Hum (Pa Laung) ,1610236,MMR015010037,,Found
Shan  (North),Namhkan ,Lawt Naw ,1610237,MMR015010038,,Found
Shan  (North),Namhkan ,Man Hun (Loi) ,1610238,MMR015010039,,Found
Shan  (North),Namhkan ,Sei Nay (Loi) ,1610239,MMR015010040,,Found
Shan  (North),Namhkan ,Man Pang (Loi) ,1610240,MMR015010041,,Found
Shan  (North),Namhkan ,Pang Yoke (Upper) ,1610241,MMR015010042,,Found
Shan  (North),Namhkan ,Tun Huong (Kachin) ,1610242,MMR015010043,,Found
Shan  (North),Namhkan ,Ho Pang ,1610243,MMR015010044,,Found
Shan  (North),Kutkai ,No (1) ,1611001,,MMR015011701501,Found
Shan  (North),Kutkai ,No (2) ,1611002,,MMR015011701502,Found
Shan  (North),Kutkai ,No (3) ,1611003,,MMR015011701503,Found
Shan  (North),Kutkai ,No (4) ,1611004,,MMR015011701504,Found
Shan  (North),Kutkai ,No (5) ,1611005,,MMR015011701505,Found
Shan  (North),Kutkai ,No (6) ,1611006,,MMR015011701506,Found
Shan  (North),Kutkai ,No (7) ,1611007,,MMR015011701507,Found
Shan  (North),Kutkai ,No (8) ,1611008,,MMR015011701508,Found
Shan  (North),Kutkai ,Hpat Yaing Pying Hoi ,1611200,MMR015011001,,Found
Shan  (North),Kutkai ,Kawng Hkar Man Pying ,1611201,MMR015011002,,Found
Shan  (North),Kutkai ,En Man Ho Kyan ,1611202,MMR015011003,,Found
Shan  (North),Kutkai ,Man Gyat ,1611203,MMR015011004,,Found
Shan  (North),Kutkai ,Kar Lai Kone Hsar ,1611204,MMR015011005,,Found
Shan  (North),Kutkai ,Loi Kan ,1611205,MMR015011006,,Found
Shan  (North),Kutkai ,Nar Nwet ,1611206,MMR015011007,,Found
Shan  (North),Kutkai ,Nar Waun ,1611207,MMR015011008,,Found
Shan  (North),Kutkai ,Nam Hpat Lun ,1611208,MMR015011009,,Found
Shan  (North),Kutkai ,Kawng Lein ,1611209,MMR015011010,,Found
Shan  (North),Kutkai ,Ho Hpyet Man Pying ,1611210,MMR015011011,,Found
Shan  (North),Kutkai ,Maw Han ,1611211,MMR015011012,,Found
Shan  (North),Kutkai ,38-Maing Man Pying ,1611212,MMR015011013,,Found
Shan  (North),Kutkai ,Kawng Hkar ,1611213,MMR015011014,,Found
Shan  (North),Kutkai ,Loi Hkan ,1611214,MMR015011015,,Found
Shan  (North),Kutkai ,Ho Nawng ,1611215,MMR015011016,,Found
Shan  (North),Kutkai ,Pang Ku ,1611216,MMR015011017,,Found
Shan  (North),Kutkai ,Nam Hu ,1611217,MMR015011018,,Found
Shan  (North),Kutkai ,Kyein Mun ,1611218,MMR015011019,,Found
Shan  (North),Kutkai ,Nam Hpat Kar ,1611219,MMR015011020,,Found
Shan  (North),Kutkai ,Pang Sa Lorp ,1611220,MMR015011021,,Found
Shan  (North),Kutkai ,Loi Kan ,1611221,MMR015011006,,Found
Shan  (North),Kutkai ,Au Rar Bum Man Pying ,1611222,MMR015011023,,Found
Shan  (North),Kutkai ,Au Rar Bum Kawng Lein ,1611223,MMR015011024,,Found
Shan  (North),Kutkai ,Au Rar Bum Zin Lum ,1611224,MMR015011025,,Found
Shan  (North),Kutkai ,Pang Kai Nar Mun ,1611225,MMR015011026,,Found
Shan  (North),Kutkai ,Pang Kai (Upper) ,1611226,MMR015011027,,Found
Shan  (North),Kutkai ,Pang Kai (Lower) ,1611227,MMR015011028,,Found
Shan  (North),Kutkai ,Pang Kai Pang Lawt ,1611228,MMR015011029,,Found
Shan  (North),Kutkai ,Mong Yu ,1611229,MMR015011030,,Found
Shan  (North),Kutkai ,Man Nein Aun ,1611230,MMR015011031,,Found
Shan  (North),Kutkai ,Nam Ngun ,1611231,MMR015011032,,Found
Shan  (North),Kutkai ,Ho Maw Man Nein (Pa Laung) ,1611232,MMR015011033,,Found
Shan  (North),Kutkai ,Ho Maw Lawt Khum ,1611233,MMR015011034,,Found
Shan  (North),Kutkai ,Ho Maw Hopong ,1611234,MMR015011035,,Found
Shan  (North),Kutkai ,Nein Lum Hko Mone ,1611235,MMR015011036,,Found
Shan  (North),Kutkai ,Nein Lum Gan Nam ,1611236,MMR015011037,,Found
Shan  (North),Kutkai ,Nein Lum Wa Laing ,1611237,MMR015011038,,Found
Shan  (North),Kutkai ,Man Pu ,1611238,MMR015011039,,Found
Shan  (North),Kutkai ,Pyin Pun ,1611239,MMR015011040,,Found
Shan  (North),Kutkai ,Ho Kyeint ,1611240,MMR015011041,,Found
Shan  (North),Kutkai ,Dein Ga Ri ,1611241,MMR015011042,,Found
Shan  (North),Kutkai ,Mong Ya ,1611242,MMR015011043,,Found
Shan  (North),Kutkai ,Mong Ya Pang Hsat ,1611243,MMR015011044,,Found
Shan  (North),Kutkai ,Hopong ,1611244,MMR015011045,,Found
Shan  (North),Kutkai ,Hko Pyin ,1611245,MMR015011046,,Found
Shan  (North),Kutkai ,Man Kyei ,1611246,MMR015011047,,Found
Shan  (North),Kutkai ,Ban Nwet ,1611247,MMR015011048,,Found
Shan  (North),Kutkai ,Man Pying ,1611248,MMR015011049,,Found
Shan  (North),Kutkai ,Long Waun Nam Rein ,1611249,MMR015011050,,Found
Shan  (North),Kutkai ,Daung Naw ,1611250,MMR015011051,,Found
Shan  (North),Kutkai ,Mong See Wein Mai ,1611251,MMR015011052,,Found
Shan  (North),Kutkai ,Ho Et ,1611252,MMR015011053,,Found
Shan  (North),Kutkai ,Nam Tawng ,1611253,MMR015011054,,Found
Shan  (North),Kutkai ,Man Tet ,1611254,MMR015011055,,Found
Shan  (North),Kutkai ,Mong Paw ,1611255,MMR015011056,,Found
Shan  (North),Kutkai ,Man Lawng ,1611256,MMR015011057,,Found
Shan  (North),Kutkai ,Nam Kan Long ,1611257,MMR015011058,,Found
Shan  (North),Kutkai ,Nawng Long ,1611258,MMR015011059,,Found
Shan  (North),Kutkai ,Nam Maw ,1611259,MMR015011060,,Found
Shan  (North),Kutkai ,King Huong Pying Hkam ,1611260,MMR015011061,,Found
Shan (North),Kutkai,Ban Kaw,1611261,MMR015011062,,Found
Shan (North),Kutkai,Ban Long,1611262,MMR015011063,,Found
Shan  (North),Kutkai ,Mong Htan ,1611263,MMR015011064,,Found
Shan  (North),Kutkai ,Yone Maw ,1611264,MMR015011065,,Found
Shan  (North),Kutkai ,Man Kan ,1611265,MMR015011066,,Found
Shan  (North),Kutkai ,Nawng Kan ,1611266,MMR015011067,,Found
Shan  (North),Kutkai ,Tat Naing ,1611267,MMR015011068,,Found
Shan  (North),Kutkai ,Long Htan ,1611268,MMR015011069,,Found
Shan  (North),Kutkai ,Nam Pa Yon ,1611269,MMR015011070,,Found
Shan (North),Kutkai,Shauk Haw,1611270,MMR015011071,,Found
Shan  (North),Kutkai ,Man Wein ,1611271,MMR015011072,,Found
Shan  (North),Kutkai ,Mong Hum ,1611272,MMR015011073,,Found
Shan  (North),Kyaukme ,No (1) ,1612001,,MMR015012701501,Found
Shan  (North),Kyaukme ,No (2) ,1612002,,MMR015012701502,Found
Shan  (North),Kyaukme ,No (3) ,1612003,,MMR015012701503,Found
Shan  (North),Kyaukme ,No (4) ,1612004,,MMR015012701504,Found
Shan  (North),Kyaukme ,No (5) ,1612005,,MMR015012701505,Found
Shan  (North),Kyaukme ,No (6) ,1612006,,MMR015012701506,Found
Shan  (North),Kyaukme ,No (7) ,1612007,,MMR015012701507,Found
Shan  (North),Kyaukme ,No (8) ,1612008,,MMR015012701508,Found
Shan  (North),Kyaukme ,No (9) ,1612009,,MMR015012701509,Found
Shan  (North),Kyaukme ,Nam Hu Tawng ,1612200,MMR015012001,,Found
Shan  (North),Kyaukme ,Man Kyawng (Kywe Kone) ,1612201,MMR015012002,,Found
Shan  (North),Kyaukme ,Hko Mone ,1612202,MMR015012003,,Found
Shan  (North),Kyaukme ,Pang Lawt ,1612203,MMR015012004,,Found
Shan  (North),Kyaukme ,Nar Pying ,1612204,MMR015012005,,Found
Shan  (North),Kyaukme ,Nar Hkaw ,1612205,MMR015012006,,Found
Shan  (North),Kyaukme ,Kyaukme Gyi ,1612206,MMR015012007,,Found
Shan  (North),Kyaukme ,Man Kyawng (Kyaukme Gyi) ,1612207,MMR015012008,,Found
Shan  (North),Kyaukme ,Pein Hne Kone ,1612208,MMR015012009,,Found
Shan  (North),Kyaukme ,Kyu Shaw ,1612209,MMR015012010,,Found
Shan  (North),Kyaukme ,Ta Khun Taing ,1612210,MMR015012011,,Found
Shan  (North),Kyaukme ,Mong Tin ,1612211,MMR015012012,,Found
Shan  (North),Kyaukme ,Loi An ,1612212,MMR015012013,,Found
Shan  (North),Kyaukme ,Taung Say Leik ,1612213,MMR015012014,,Found
Shan  (North),Kyaukme ,Nar Aik Hkant ,1612214,MMR015012015,,Found
Shan  (North),Kyaukme ,Sa Khan Thar ,1612215,MMR015012016,,Found
Shan (North),Kyaukme,Nawng Ping,1612216,MMR015012017,,Found
Shan  (North),Kyaukme ,Pin Tein ,1612217,MMR015012018,,Found
Shan  (North),Kyaukme ,Pin Paw ,1612218,MMR015012019,,Found
Shan  (North),Kyaukme ,Hkay Hnin ,1612219,MMR015012020,,Found
Shan  (North),Kyaukme ,Maw Mar ,1612220,MMR015012021,,Found
Shan  (North),Kyaukme ,Kaw Pawng ,1612221,MMR015012022,,Found
Shan  (North),Kyaukme ,Tawt Sang ,1612222,MMR015012023,,Found
Shan (North),Kyaukme,Nyaung Mawng,1612223,MMR015012024,,Found
Shan  (North),Kyaukme ,Pang Hu ,1612224,MMR015012025,,Found
Shan  (North),Kyaukme ,Pang Wun ,1612225,MMR015012026,,Found
Shan  (North),Kyaukme ,Pying Hsint ,1612226,MMR015012027,,Found
Shan  (North),Kyaukme ,Pang Kun ,1612227,MMR015012028,,Found
Shan  (North),Kyaukme ,Hu Kut ,1612228,MMR015012029,,Found
Shan  (North),Kyaukme ,Loi Kon ,1612229,MMR015012030,,Found
Shan  (North),Kyaukme ,Nawng Pyit ,1612230,MMR015012031,,Found
Shan (North),Kyaukme,Hu Hsun,1612231,MMR015012032,,Found
Shan  (North),Kyaukme ,Pang Len ,1612232,MMR015012033,,Found
Shan  (North),Kyaukme ,Chaung Chauk ,1612233,MMR015012034,,Found
Shan  (North),Kyaukme ,Kun Kaw ,1612234,MMR015012035,,Found
Shan  (North),Kyaukme ,Mone Pyin ,1612235,MMR015012036,,Found
Shan  (North),Kyaukme ,Myo Haung ,1612236,MMR015012037,,Found
