SR_Pcode,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,Town_Pcode,Town,Ward_Pcode,Ward_Name_Eng,Ward_Name_MMR,Source,Start_Date,Modified_End_Date,Notification,Notification_modified,GAD_VillageTract_Status,Field_Ward_Status,MIMU_War_Mapping_Status,Change_Type,Remark
MMR012,Rakhine,MMR012D001,Sittwe,MMR012002,Ponnagyun,MMR012002701,Ponnagyun Town,MMR012002701504,Ywar Haung Ward,ရွာဟောင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013702,Lay Taung Town,MMR012013702501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,23-Sep-19,,No. 304/2019,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013702,Lay Taung Town,MMR012013702502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,23-Sep-19,,No. 304/2019,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013702,Lay Taung Town,MMR012013702503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,23-Sep-19,,No. 304/2019,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013702,Lay Taung Town,MMR012013702504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,23-Sep-19,,No. 304/2019,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013702,Lay Taung Town,MMR012013702505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,23-Sep-19,,No. 304/2019,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013701,Ramree Town,MMR012013701501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013701,Ramree Town,MMR012013701502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013701,Ramree Town,MMR012013701503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013701,Ramree Town,MMR012013701504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013701,Ramree Town,MMR012013701505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013701,Ramree Town,MMR012013701506,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012008,Rathedaung,MMR012008701,Rathedaung Town,MMR012008701503,Ah Shey Myauk Ward,အရှေ့မြောက်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012008,Rathedaung,MMR012008701,Rathedaung Town,MMR012008701504,Ah Shey Taung Ward,အရှေ့တောင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012008,Rathedaung,MMR012008701,Rathedaung Town,MMR012008701502,Chaung Wa Ward,ချောင်းဝရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012008,Rathedaung,MMR012008701,Rathedaung Town,MMR012008701501,Taung Yin Ward,တောင်ရင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701522,Ah Nauk San Pya Ward,အနောက်စံပြရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701533,Ah Shey San Pya Ward,အရှေ့စံပြရပ်ကွက်,GAD,1-May-17,31-Mar-19,,,Inactive,N/A,Inactive,Delete,Added GAD Township Profiles 2017 and unlisted in 2019
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701530,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701534,Aung Mingalar Myauk Ward,အောင်မင်္ဂလာမြောက်ရပ်ကွက်,GAD,30-Jan-17,,No. 144/2017,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701518,Bauk Thee Su Ward,ဘောက်သီးစုရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701517,Baung Dut Ward,ဘောင်းဒွတ်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701528,Baw Lone Kwin Ward,ဘောလုံးကွင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701521,Da Nya Wa Di Ward,ဓညဝတီရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701525,Ka Thea Ywar Ward,ကသဲရွာရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701527,Kon Tan Ward,ကုန်တန်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701529,Kyaung Gyi Lan Ward,ကျောင်းကြီးလမ်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701519,Kyaung Tet Lan Ward,ကျောင်းတက်လမ်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701501,Kyay Pin Gyi Ward,ကျေးပင်ကြီးရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701510,Lan Ma Taw (North) Ward,လမ္မတော်မြောက်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701509,Lan Ma Taw (South) Ward,လမ္မတော်တောင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701514,Lan Thit Ward,လမ်းသစ်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701524,Ma Gyi Myaing Ward,မကျဉ်းမြိုင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701502,Maw Leik Ward,မောလိပ်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701504,Mi Zan Ward,မိဇံရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701532,Min Gan Ward,မင်းဂံရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701507,Myo Thu Gyi Ward,မြို့သူကြီးရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701503,Oe Dan Ward,အိုးတန်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701513,Ohn Ta Pin Ward,အုန်းတပင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701520,Pyi Taw Thar Ward,ပြည်တော်သာရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701506,Ru Pa (North) Ward,ရူပမြောက်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701505,Ru Pa (South) Ward,ရူပတောင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701526,Set Yon Su Ward,စက်ရုံစုရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701511,Shwe Pyar Ward,ရွှေပြားရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701512,Sin Ku Lan Ward,ဆင်ကူးလမ်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701531,Sut Yoe Kya Ward,ဆတ်ရိုးကျရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701508,Ta Yar Thee Su Ward,တရားသီးစုရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701523,Ye New Su Ward,ရဲနွယ်စုရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701515,Ywar Gyi (North) Ward,ရွာကြီးမြောက်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,Sittwe Town,MMR012001701516,Ywar Gyi (South) Ward,ရွာကြီးတောင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015702,Ngapali Town,MMR012015702001,Gawt Ward,ဂေါ့ရပ်ကွက်,GAD,14-Feb-14,,No. 137/2014,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015702,Ngapali Town,MMR012015702005,Gyeik Taw Ward,ဂျိတ္တောရပ်ကွက်,GAD,14-Feb-14,,No. 137/2014,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015702,Ngapali Town,MMR012015702003,Lin Thar Ward,လင်းသာရပ်ကွက်,GAD,14-Feb-14,,No. 137/2014,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015702,Ngapali Town,MMR012015702004,Mya Pyin Ward,မြပြင်ရပ်ကွက်,GAD,14-Feb-14,,No. 137/2014,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015702,Ngapali Town,MMR012015702002,Zee Hpyu Kone Ward,ဇီးဖြူကုန်းရပ်ကွက်,GAD,14-Feb-14,,No. 137/2014,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015701,Thandwe Town,MMR012015701501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015701,Thandwe Town,MMR012015701502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015701,Thandwe Town,MMR012015701503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015701,Thandwe Town,MMR012015701504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015701,Thandwe Town,MMR012015701505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015701,Thandwe Town,MMR012015701506,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015701,Thandwe Town,MMR012015701507,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015701,Thandwe Town,MMR012015701508,No (8) Ward (Dwar Yar Wa Ti Myo Thit Ward),အမှတ် (၈) ရပ်ကွက် (ဒွါရာဝတီမြို့သစ်ရပ်ကွက်),GAD,23-Jun-15,,No. 799/2015,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016702,Ma-Ei Town,MMR012016702501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016702,Ma-Ei Town,MMR012016702502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016702,Ma-Ei Town,MMR012016702503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016702,Ma-Ei Town,MMR012016702504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016703,Tan Hlwe Ywar Ma Town,MMR012016703501,No (1) (Ah Htet Paing) Ward,အမှတ် (၁) (အထက်ပိုင်း) ရပ်ကွက်,GAD,23-Sep-19,,No. 304/2019,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016703,Tan Hlwe Ywar Ma Town,MMR012016703502,No (2) (Ah Lel Paing) Ward,အမှတ် (၂) (အလယ်ပိုင်း) ရပ်ကွက်,GAD,23-Sep-19,,No. 304/2019,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016703,Tan Hlwe Ywar Ma Town,MMR012016703503,No (3) (Auk Paing) Ward,အမှတ် (၃) (အောက်ပိုင်း) ရပ်ကွက်,GAD,23-Sep-19,,No. 304/2019,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016703,Tan Hlwe Ywar Ma Town,MMR012016703504,No (4) (Ywar Thit) Ward,အမှတ် (၄) (ရွာသစ်) ရပ်ကွက်,GAD,23-Sep-19,,No. 304/2019,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016703,Tan Hlwe Ywar Ma Town,MMR012016703505,No (5) (Ku Toet Seik) Ward,အမှတ် (၅) (ကူးတို့ဆိပ်) ရပ်ကွက်,GAD,23-Sep-19,,No. 304/2019,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016703,Tan Hlwe Ywar Ma Town,MMR012016703506,No (6) (Maw Hla Maw) Ward,အမှတ် (၆) (မော်လှမော်) ရပ်ကွက်,GAD,23-Sep-19,,No. 304/2019,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016701,Toungup Town,MMR012016701504,Chaung Kauk Ward,ချောင်းကောက်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016701,Toungup Town,MMR012016701503,Gu Tar Ward,ဂူတာရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016701,Toungup Town,MMR012016701502,Kan Paing Ward,ကံပိုင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016701,Toungup Town,MMR012016701501,Thein Taung Ward,သိမ်တောင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005014,Ayadaw,MMR005014701,Ayadaw Town,MMR005014701501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005014,Ayadaw,MMR005014701,Ayadaw Town,MMR005014701502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005014,Ayadaw,MMR005014701,Ayadaw Town,MMR005014701503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023701,Banmauk Town,MMR005023701504,Aung Thar Kone Ward,အောင်သာကုန်းရပ်ကွက်,GAD,25-Feb-20,,No. 085/2020,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023701,Banmauk Town,MMR005023701503,Hlwa Sin Kone Ward,လွှစင်ကုန်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023701,Banmauk Town,MMR005023701501,Mya Nan Dar Ward,မြနန္ဒာရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023701,Banmauk Town,MMR005023701502,Myo Ma Ward,မြို့မရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005013,Budalin,MMR005013701,Budalin Town,MMR005013701503,Khon Min Gyi Ward,ခုံမင်းကြီးရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005013,Budalin,MMR005013701,Budalin Town,MMR005013701502,Ma Har Ban Du La Ward,မဟာဗန္ဓုလရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005013,Budalin,MMR005013701,Budalin Town,MMR005013701501,Mya Wa Di Ward,မြဝတီရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005015,Chaung-U,MMR005015701,Chaung-U Town,MMR005015701504,Chaung-U (North) Ward,ချောင်းဦးမြောက်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005015,Chaung-U,MMR005015701,Chaung-U Town,MMR005015701506,Chaung-U (South) Ward,ချောင်းဦးတောင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005015,Chaung-U,MMR005015701,Chaung-U Town,MMR005015701502,Myo Ma Ward,မြို့မရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005015,Chaung-U,MMR005015701,Chaung-U Town,MMR005015701501,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005015,Chaung-U,MMR005015701,Chaung-U Town,MMR005015701505,Ta Mar Myaing Ward,တမာမြိုင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D003,Monywa,MMR005015,Chaung-U,MMR005015701,Chaung-U Town,MMR005015701503,Yan Aung Myay Ward,ရန်အောင်မြေရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,MMR005033701,Hkamti Town,MMR005033701502,Hkamti Myo Ma Ward,ခန္တီးမြို့မရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,MMR005033701,Hkamti Town,MMR005033701501,Paw Maing Ward,ပေါမိုင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,MMR005033701,Hkamti Town,MMR005033701503,Zee Hpyu Kone Ward,ဇီးဖြူကုန်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034701,Homalin Town,MMR005034701503,Hko Pe Wa Ward,ခိုပဲဝရပ်ကွက်,GAD,22-Feb-18,,No. 260/2018,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034701,Homalin Town,MMR005034701501,Homalin Ward,ဟုမ္မလင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034701,Homalin Town,MMR005034701502,Naung Pa Kyit Ward,နောင်ပကျစ်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034703,Mo Waing Lut Town,MMR005034703501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,20-Jan-11,22-Feb-18,200/24-77/U-1,No. 260/2018,Active,N/A,Active,,Previous Township was Lay Shi Township (MMR005035)
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034703,Mo Waing Lut Town,MMR005034703502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,20-Jan-11,22-Feb-18,200/24-77/U-1,No. 260/2018,Active,N/A,Active,,Previous Township was Lay Shi Township (MMR005035)
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,Shwe Pyi Aye Town,MMR005034702501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,7-Jun-10,,200/22-78/U-1,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,Shwe Pyi Aye Town,MMR005034702510,No (10 Ward,အမှတ် (၁၀) ရပ်ကွက်,GAD,7-Jun-10,,200/22-78/U-1,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,Shwe Pyi Aye Town,MMR005034702511,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,GAD,7-Jun-10,,200/22-78/U-1,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,Shwe Pyi Aye Town,MMR005034702502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,7-Jun-10,,200/22-78/U-1,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,Shwe Pyi Aye Town,MMR005034702503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,7-Jun-10,,200/22-78/U-1,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,Shwe Pyi Aye Town,MMR005034702504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,7-Jun-10,,200/22-78/U-1,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,Shwe Pyi Aye Town,MMR005034702505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,7-Jun-10,,200/22-78/U-1,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,Shwe Pyi Aye Town,MMR005034702506,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,GAD,7-Jun-10,,200/22-78/U-1,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,Shwe Pyi Aye Town,MMR005034702507,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,GAD,7-Jun-10,,200/22-78/U-1,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,Shwe Pyi Aye Town,MMR005034702508,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,GAD,7-Jun-10,,200/22-78/U-1,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,Shwe Pyi Aye Town,MMR005034702509,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,GAD,7-Jun-10,,200/22-78/U-1,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021701,Indaw Town,MMR005021701502,Aung Chan Thar Ward,အောင်ချမ်းသာရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021701,Indaw Town,MMR005021701501,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021701,Indaw Town,MMR005021701504,Aung Myit Tar Ward,အောင်မေတ္တာရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,MMR005021701,Indaw Town,MMR005021701503,Aung Zay Ya Ward,အောင်ဇေယျရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
