SR_Pcode,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,Town_Pcode,Town,Ward_Pcode,Ward_Name_Eng,Ward_Name_MMR,Source,Start_Date,Modified_End_Date,Notification,Notification_modified,GAD_VillageTract_Status,Field_Ward_Status,MIMU_War_Mapping_Status,Change_Type,Remark
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale Town,MMR017024701501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale Town,MMR017024701510,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,GAD,28-Jan-11,,200/23-309/U-1,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale Town,MMR017024701502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale Town,MMR017024701503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale Town,MMR017024701504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale Town,MMR017024701505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale Town,MMR017024701506,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale Town,MMR017024701507,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale Town,MMR017024701508,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale Town,MMR017024701509,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701510,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701511,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701512,No (12) Ward,အမှတ် (၁၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701513,No (13) Ward,အမှတ် (၁၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701514,No (14) Ward,အမှတ် (၁၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701515,No (15) Ward,အမှတ် (၁၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701516,No (16) Ward,အမှတ် (၁၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701517,No (17) Ward,အမှတ် (၁၇) ရပ်ကွက်,GAD,21-Sep-10,,200/22-300/U-1,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701518,No (18) Ward,အမှတ် (၁၈) ရပ်ကွက်,GAD,21-Sep-10,,200/22-300/U-1,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701506,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701507,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701508,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,MMR017022701509,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026701,Dedaye Town,MMR017026701501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026701,Dedaye Town,MMR017026701502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026701,Dedaye Town,MMR017026701503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,MMR017015701,Einme Town,MMR017015701502,Ah Htet Paing Ward,အထက်ပိုင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,MMR017015701,Einme Town,MMR017015701501,Chaung Wa Paing Ward,ချောင်းဝပိုင်းရပ်ကွက်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,MMR017015701,Einme Town,MMR017015701503,Ein Me Gyi Paing Ward,အိမ်မဲကြီးပိုင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,MMR017015701,Einme Town,MMR017015701504,Lel Paw Paing Ward,လယ်ပေါ်ပိုင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,MMR017015701,Einme Town,MMR017015701505,Sar Chun Khan Paing Ward,စာချွန်ခံပိုင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008703,Du Yar Town,MMR017008703501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008703,Du Yar Town,MMR017008703502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008703,Du Yar Town,MMR017008703503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008703,Du Yar Town,MMR017008703504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008703,Du Yar Town,MMR017008703505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701522,Aye Mya Thar Yar Ward,အေးမြသာယာရပ်ကွက်,GAD,28-Jan-11,,200/23-309/U-1,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701516,Hpa Yar Gyi Ward,ဘုရားကြီးရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701517,Ka Naung Su Ward,ကနောင်စုရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701512,Kin Ward,ကင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701520,Lel Ti Kwin Ward,လယ်တီကွင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701505,Let Tha Mar (North) Ward,လက်သမားမြောက်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701523,Let Tha Mar (South) Ward,လက်သမားတောင်ရပ်ကွက်,GAD,,28-Jan-11,,200/23-309/U-1,Inactive,N/A,Inactive,Delete,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701521,Mya Wa Di Ward,မြဝတီရပ်ကွက်,GAD,28-Jan-11,,200/23-309/U-1,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701502,Nyaung Pin Ward,ညောင်ပင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701518,Pa Da Myar Ward,ပတ္တမြားရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701513,Pa Khan Chaung Ward,ပခန်းချောင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701515,Pan Be Dan Ward,ပန်းဘဲတန်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701501,Pyin Ma Chaung Ward,ပျဉ်းမချောင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701510,Shwe Ku Ward,ရွှေကူရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701514,Tar Ka Lay Ward,တာကလေးရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701503,Tar Ngar Se (North) Ward,တာငါးဆယ်မြောက်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701504,Tar Ngar Se (South) Ward,တာငါးဆယ်တောင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701519,Thone Pin Kwin Ward,သုံးပင်ကွင်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701508,U Yin (North) Ward,ဥယျာဉ်မြောက်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701509,U Yin (South) Ward,ဥယျာဉ်တောင်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701507,Yone Gyi Ward,ရုံးကြီးရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,MMR017008701511,Za Kar Ward,ဇကာရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008702,Ta Loke Htaw Town,MMR017008702501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008702,Ta Loke Htaw Town,MMR017008702502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008702,Ta Loke Htaw Town,MMR017008702503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008702,Ta Loke Htaw Town,MMR017008702504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008702,Ta Loke Htaw Town,MMR017008702505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013702,Htoogyi Town,MMR017013702501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,1-Nov-13,,No. 997/2013,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013702,Htoogyi Town,MMR017013702502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,1-Nov-13,,No. 997/2013,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013702,Htoogyi Town,MMR017013702503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,1-Nov-13,,No. 997/2013,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013702,Htoogyi Town,MMR017013702504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,1-Nov-13,,No. 997/2013,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013702,Htoogyi Town,MMR017013702505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,1-Nov-13,,No. 997/2013,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013701,Ingapu Town,MMR017013701501,No (1) Ward,(၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013701,Ingapu Town,MMR017013701502,No (2) Ward,(၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013701,Ingapu Town,MMR017013701503,No (3) Ward,(၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013703,Me Za Li Kone Town,MMR017013703501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,23-May-17,,No. 677/2017,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013703,Me Za Li Kone Town,MMR017013703502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,23-May-17,,No. 677/2017,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013703,Me Za Li Kone Town,MMR017013703503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,23-May-17,,No. 677/2017,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013703,Me Za Li Kone Town,MMR017013703504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,23-May-17,,No. 677/2017,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,MMR017002701,Kangyidaunt Town,MMR017002701501,No (1) Ward,ရပ်ကွက် (၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,MMR017002701,Kangyidaunt Town,MMR017002701502,No (2) Ward,ရပ်ကွက် (၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,MMR017002701,Kangyidaunt Town,MMR017002701503,No (3) Ward,ရပ်ကွက် (၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,MMR017002701,Kangyidaunt Town,MMR017002701504,No (4) Ward,ရပ်ကွက် (၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,MMR017002701,Kangyidaunt Town,MMR017002701505,No (5) Ward,ရပ်ကွက် (၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,MMR017002701,Kangyidaunt Town,MMR017002701506,No (6) Ward,ရပ်ကွက် (၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,MMR017002701,Kangyidaunt Town,MMR017002701507,No (7) Ward,ရပ်ကွက် (၇) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,MMR017025701,Kyaiklat Town,MMR017025701501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,MMR017025701,Kyaiklat Town,MMR017025701502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,MMR017025701,Kyaiklat Town,MMR017025701503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,MMR017025701,Kyaiklat Town,MMR017025701504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,MMR017025701,Kyaiklat Town,MMR017025701505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,MMR017025701,Kyaiklat Town,MMR017025701506,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,MMR017012702,Batye Town,MMR017012702501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,8-Mar-13,,No. 179/2013,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,MMR017012702,Batye Town,MMR017012702502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,8-Mar-13,,No. 179/2013,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,MMR017012701,Kyangin Town,MMR017012701501,Myo Ma Ward,မြို့မရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,MMR017012701,Kyangin Town,MMR017012701503,Shwe Taung Su Ward,ရွှေတောင်စုရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,MMR017012701,Kyangin Town,MMR017012701502,Ywar Thit Ward,ရွာသစ်ရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017007,Kyaunggon,MMR017007701,Kyaunggon Town,MMR017007701501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,,1-Mar-16,,No. 595/2016,Active,N/A,Active,Name Change,Name changed from Myauk Paing
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017007,Kyaunggon,MMR017007701,Kyaunggon Town,MMR017007701502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,,1-Mar-16,,No. 595/2016,Active,N/A,Active,Name Change,Name changed from Taung Paing
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017007,Kyaunggon,MMR017007701,Kyaunggon Town,MMR017007701503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,,1-Mar-16,,No. 595/2016,Active,N/A,Active,Name Change,Name changed from Ta Loke Kone
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017007,Kyaunggon,MMR017007701,Kyaunggon Town,MMR017007701504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,4-Dec-19,,No. 552/2019,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017007,Kyaunggon,MMR017007701,Kyaunggon Town,MMR017007701505,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,GAD,4-Dec-19,,No. 552/2019,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005702,Ahtaung Town,MMR017005702501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,25-Oct-12,,No. 965/2012,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005702,Ahtaung Town,MMR017005702502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,25-Oct-12,,No. 965/2012,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005702,Ahtaung Town,MMR017005702503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,25-Oct-12,,No. 965/2012,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005702,Ahtaung Town,MMR017005702504,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,GAD,25-Oct-12,,No. 965/2012,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005701,Kyonpyaw Town,MMR017005701504,Aung San Ward,အောင်ဆန်းရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005701,Kyonpyaw Town,MMR017005701502,Mya Wa Di Ward,မြဝတီရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005701,Kyonpyaw Town,MMR017005701503,Pin Lon Ward,ပင်လုံရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005701,Kyonpyaw Town,MMR017005701501,Tay Za Ward,တေဇရပ်ကွက်,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,MMR017016704,Hainggyikyun Town,MMR017016704501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,,9-Sep-11,,200/23-314/U-1,Inactive,N/A,Inactive,Change of Township,Moved to Napudaw Township
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,MMR017016704,Hainggyikyun Town,MMR017016704502,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,GAD,,9-Sep-11,,200/23-314/U-1,Inactive,N/A,Inactive,Change of Township,Moved to Napudaw Township
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,MMR017016704,Hainggyikyun Town,MMR017016704503,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,GAD,,9-Sep-11,,200/23-314/U-1,Inactive,N/A,Inactive,Change of Township,Moved to Napudaw Township
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,MMR017016703,Labutta (3) Mile Town,MMR017016703501,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,GAD,1-Mar-16,,No. 595/2016,,Active,N/A,Active,,
