level,pcode,name,center_lat,center_lon
adm4,MMR008008032,Nat Hpan Kwin,17.86768302,95.5715478
adm4,MMR008008033,Sin Ma Ni,17.81510139,95.55904555
adm4,MMR008008034,Thi Dar Kone,17.75551213,95.56625531
adm4,MMR008008035,Ka Nyin To,17.76467176,95.53405962
adm4,MMR008008036,Thar Ra Waw,17.69581257,95.47250913
adm4,MMR008008037,Sein Tone,17.6756706,95.49956116
adm4,MMR008008038,Aing Ta Loke,17.73781612,95.45263878
adm4,MMR008008039,Zee Hpyu Kone,17.72537725,95.49697734
adm4,MMR008008040,Pauk Taw Su,17.74087578,95.52030057
adm4,MMR008008041,Lu Lin Kyaw,17.76675307,95.48995527
adm4,MMR008008042,Kun Thee Ta Pin,17.78684576,95.51838978
adm4,MMR008008043,Pyin Ka Doe Kone,17.82821146,95.4907339
adm4,MMR008008044,Taw Ka Lat,17.65996917,95.55977029
adm4,MMR008008045,Shan Su,17.6468536,95.57712819
adm4,MMR008008046,Yae Hlyan,17.66612373,95.53021966
adm4,MMR008008047,Yun Thwei,17.62272248,95.58988634
adm4,MMR008008048,Yae Kyi,17.67486744,95.59898512
adm4,MMR008008049,Baw Di Pin,17.68301692,95.57562669
adm4,MMR008008701,Urban,17.78397787,95.74829295
adm4,MMR008008901,,17.94961345,95.98279339
adm4,MMR008009001,Let Set,18.00628044,95.75427575
adm4,MMR008009002,Tha Yaw (G),18.01586984,95.73109886
adm4,MMR008009003,Pan Taw,18.00471003,95.70891475
adm4,MMR008009004,Let Pan Yae Kyaw,18.02694765,95.62055504
adm4,MMR008009005,Tha Yaw (M),17.99407949,95.71879271
adm4,MMR008009006,Hle Pyin Tin,18.02399803,95.78012344
adm4,MMR008009007,Htauk Kyant Kwin (M),17.97607383,95.7240134
adm4,MMR008009008,Nyaung Win,18.01939749,95.69540079
adm4,MMR008009009,Tha Yet Ta Pin,17.99138684,95.76030409
adm4,MMR008009010,Kywe Ta Lin,18.03115302,95.65970721
adm4,MMR008009011,San Taung Kwayt,17.88549595,95.77334456
adm4,MMR008009012,But Sein Bu,17.97014566,95.77857902
adm4,MMR008009013,Khwet Ma,17.91997787,95.82866615
adm4,MMR008009014,Kaing Pyin Gyi,17.95103455,95.73416699
adm4,MMR008009015,San Boke,17.9306253,95.86473829
adm4,MMR008009016,Wet Hla Gyi,17.86927482,95.76047281
adm4,MMR008009017,U To Ka Nyin Pin,17.90930438,95.76629816
adm4,MMR008009018,Si Kone,17.88005433,95.79064264
adm4,MMR008009019,Thin Aing,17.93494424,95.73582255
adm4,MMR008009020,Yway Kone,17.98409932,95.81587254
adm4,MMR008009021,Za Yit Chaung,17.96842194,95.72133542
adm4,MMR008009022,In Gyin Kone,17.93533668,95.76178668
adm4,MMR008009023,Pet Tan,17.954638,95.78229565
adm4,MMR008009024,Htauk Kyant,17.94119182,95.79737675
adm4,MMR008009025,Nyaung Thone Pin,17.96873659,95.75409426
adm4,MMR008009026,Sar Ni Su,17.90912414,95.733695
adm4,MMR008009027,Oe Kwe,17.92330165,95.73736185
adm4,MMR008009028,Kyaung Ywar,17.96774957,95.84779899
adm4,MMR008009029,Gant Gaw Pin,17.90799623,95.79504429
adm4,MMR008009031,Pauk Kone,17.93572913,95.65040743
adm4,MMR008009032,Shar Taw Kwin,17.92444629,95.66326299
adm4,MMR008009033,Byet Gyi,17.91855959,95.64524694
adm4,MMR008009034,Thar Yar Kone,17.88969061,95.6764042
adm4,MMR008009035,Ta Nar Po,17.87398418,95.6882884
adm4,MMR008009036,Kan Thar Yar,17.87201104,95.65777589
adm4,MMR008009037,Kyoet Kone (2),17.87280684,95.71759987
adm4,MMR008009038,Wet Hla Ka Lay,17.86024047,95.73491153
adm4,MMR008009039,Thin Taw Kan,17.88706577,95.70887418
adm4,MMR008009040,Shan Kone,17.90612521,95.70558502
adm4,MMR008009041,Pay Pin Tan,17.90286172,95.66863863
adm4,MMR008009042,Nyaung Kone,17.92333435,95.68513508
adm4,MMR008009043,Oke Twin,17.89360651,95.75056912
adm4,MMR008009044,Thea Kaw,17.9516585,95.64803063
adm4,MMR008009045,Shwe Laung,17.9137023,95.56952542
adm4,MMR008009046,Kyoet Kone (1),17.96241551,95.69636318
adm4,MMR008009047,Hle Ku,17.99188246,95.68560154
adm4,MMR008009048,Di Hlaing,17.9099073,95.61238496
adm4,MMR008009049,Sein Bu,17.97913341,95.68967119
adm4,MMR008009050,Htan Pin Kone,17.99240749,95.57987614
adm4,MMR008009051,Sin Te Kone,17.99784918,95.62562486
adm4,MMR008009052,Thin Taw Yoe,17.93533668,95.6919358
adm4,MMR008009053,Ah Lel Kone,17.99547213,95.65981702
adm4,MMR008009054,Inn Boke Kone,17.97400759,95.63051935
adm4,MMR008009055,Ohn Pin Pauk,17.96058162,95.67788241
adm4,MMR008009701,Urban,17.97421,95.70765123
adm4,MMR008009702,Urban,17.89508686,95.72255047
adm4,MMR008009901,,18.05458617,95.86725933
adm4,MMR008010001,Na Nwin Kone,18.15987708,95.66259115
adm4,MMR008010002,Nga Shint Yoe,18.14038886,95.63733875
adm4,MMR008010003,Tha Yet Kone,18.12324644,95.65919237
adm4,MMR008010004,Ma Taunt Ta,18.11353112,95.64702608
adm4,MMR008010005,Taung Kone,18.1202104,95.61984058
adm4,MMR008010006,Kyat Chaung,18.12777275,95.60806888
adm4,MMR008010007,Htu Kone,18.09121342,95.65062477
adm4,MMR008010008,Ba Lar,18.06345008,95.63246353
adm4,MMR008010009,Tet Swea,18.10279793,95.57788356
adm4,MMR008010010,Hmet Ka Tan,18.05787715,95.58929308
adm4,MMR008010011,Oke Twin Kone,18.09640785,95.6205326
adm4,MMR008010013,Oke Shit Kone,18.11037364,95.69142177
adm4,MMR008010014,Aye Mya Thar Yar,18.09944389,95.73601411
adm4,MMR008010015,Ma Gyi Pin,18.09830889,95.66918567
adm4,MMR008010016,Tei Pin Kyaw,18.07737689,95.81076557
adm4,MMR008010017,Tei Pin Yoe,18.08961287,95.68035172
adm4,MMR008010018,Htauk Kyant Kwin,18.06531881,95.74232869
adm4,MMR008010019,Tin Koke Gyi,18.04990242,95.66632052
adm4,MMR008010020,Lay Te,18.06507593,95.67713547
adm4,MMR008010021,Shan Ywar,18.04018325,95.71420106
adm4,MMR008010022,Gon Hnyin Tan,18.04116304,95.74474237
adm4,MMR008010023,Ka Mun Chon,18.06507593,95.65407595
adm4,MMR008010024,Tha Yet Pin Seik,18.11681004,95.71434383
adm4,MMR008010025,Kyun Kauk Pin,18.06472341,95.70574985
adm4,MMR008010026,Shar Taw Kwin,18.09045722,95.69975943
adm4,MMR008010027,Sin Gaung,18.15142089,95.69557888
adm4,MMR008010028,Kyun Kone,18.15785729,95.68266587
adm4,MMR008010029,Thin Pan Kone,18.17473767,95.68129622
adm4,MMR008010030,Hlwa Zin,18.15725009,95.72510479
adm4,MMR008010031,Bu Ta Let Tan,18.16793694,95.72531607
adm4,MMR008010032,Tin Seik,18.17738289,95.71027525
adm4,MMR008010033,Daung Sa Par,18.19557634,95.73748543
adm4,MMR008010034,Let Pa Taw,18.26812647,95.78464326
adm4,MMR008010035,Waing,18.27862415,95.83389728
adm4,MMR008010036,Hpa Lan Pin,18.23455828,95.75716068
adm4,MMR008010037,Auk Kaing,18.21125021,95.78001158
adm4,MMR008010038,Kyoet Koe Pin,18.24026519,95.82928791
adm4,MMR008010039,Kaing Gyi,18.20419563,95.8154451
adm4,MMR008010040,Tha Hpan Pin Seik,18.15384972,95.74733078
adm4,MMR008010041,Myaung,18.15870367,95.79079814
adm4,MMR008010042,Hnaw Kone,18.17808895,95.78507214
adm4,MMR008010043,Tein Myoke,18.12906989,95.78868221
adm4,MMR008010044,Ah Lel Kone,18.1389134,95.76510197
adm4,MMR008010045,Htan Pin Kone,18.15156905,95.8589621
adm4,MMR008010046,Win Tha Yet,18.18023547,95.8557906
adm4,MMR008010047,Kan Thar Yar,18.06845381,95.77994896
adm4,MMR008010048,Tha Yet Hnit Hpyar Lein,18.17875883,95.82252334
adm4,MMR008010049,Shan Kone,18.09809837,95.77958956
adm4,MMR008010050,Thea Kaw,18.15907171,95.76579885
adm4,MMR008010051,Pan Tin,18.12919025,95.69780573
adm4,MMR008010052,Chaung Gaung,18.10858125,95.87630695
adm4,MMR008010053,Leik U Kone,18.13709078,95.72644033
adm4,MMR008010054,Chaung Gwa (G),18.12840359,95.75877751
adm4,MMR008010701,Urban,18.12798267,95.67772648
adm4,MMR008010702,Urban,18.04608387,95.69384878
adm4,MMR008010901,,18.20376227,95.75704226
adm4,MMR008010902,,18.24423126,95.80160059
adm4,MMR008010903,,18.2143699,95.95099498
adm4,MMR008010904,,18.15336062,95.82229282
adm4,MMR008010905,,18.1189549,95.82958993
adm4,MMR008011001,Tei Pin Kan,18.28924545,95.53758294
adm4,MMR008011002,Lay Myet Hnar,18.27418279,95.53975143
adm4,MMR008011003,Za Yat Hla,18.27720312,95.55936903
adm4,MMR008011004,Chaung Kan,18.29514151,95.61995409
adm4,MMR008011005,Thit Na Hpar,18.29621297,95.57239026
adm4,MMR008011006,Taung Poet Thar Yar,18.31155525,95.6004607
adm4,MMR008011007,Thar Paung,18.33235963,95.6038003
adm4,MMR008011008,Nwar Te Kone,18.33571254,95.58457009
adm4,MMR008011009,Wet Sa Poe,18.36072206,95.59698811
adm4,MMR008011010,Chaung Sauk,18.38430979,95.61591806
adm4,MMR008011011,Ku Hpyu,18.36187123,95.63426946
adm4,MMR008011012,Lel Ma,18.35986946,95.6162417
adm4,MMR008011013,Hpa Yar Gyi Kone,18.38600034,95.68076897
adm4,MMR008011014,Thin Kan,18.39439991,95.70615987
adm4,MMR008011015,Ywar Waing Gyi,18.39610512,95.74007455
adm4,MMR008011016,Baw Bin,18.37283015,95.77706085
adm4,MMR008011017,Mee Kauk Pin,18.35608309,95.749886
adm4,MMR008011018,Seik Hpu Kyin,18.36583769,95.70669262
adm4,MMR008011019,Kan Ka Lay,18.35390124,95.6730489
adm4,MMR008011020,Shwe Kyoet Pin,18.36725869,95.66034043
adm4,MMR008011021,Maw Ya,18.3460857,95.64624327
adm4,MMR008011022,Tha Yet Ta Pin,18.3229233,95.63909035
adm4,MMR008011023,Kan Ta Li,18.30587123,95.61454282
adm4,MMR008011024,Tha Pyay Sein,18.31894448,95.68387563
adm4,MMR008011025,Ma Yin,18.30766772,95.64868239
adm4,MMR008011026,Hpa Yar Pyo,18.32536922,95.71353883
adm4,MMR008011027,Sa Bai Hmyaung,18.27574589,95.51204503
adm4,MMR008011028,Ka Zin Gyi,18.29314682,95.59309062
adm4,MMR008011029,Be Inn,18.3232075,95.66087776
adm4,MMR008011701,Urban,18.33604483,95.62257559
adm4,MMR008011901,,18.40617224,95.78159137
adm4,MMR008012001,Hlay Kyat Kone,18.41518755,95.36373414
adm4,MMR008012002,Pwe Thar,18.38485219,95.37623465
adm4,MMR008012003,Chin Kone Kan,18.36634097,95.36135798
adm4,MMR008012004,Kywe Thay,18.35373249,95.38636652
adm4,MMR008012005,Mon Ywar Gyi,18.39093782,95.40892436
adm4,MMR008012006,Chin Yoke Kwin,18.39504205,95.3974717
adm4,MMR008012007,Pauk Kone,18.42458609,95.39967226
adm4,MMR008012008,Chaung Gwa,18.42230693,95.41968901
adm4,MMR008012009,Hteik Peik,18.41429843,95.43662756
adm4,MMR008012010,Thar Yar Kone,18.39462155,95.42009308
adm4,MMR008012011,Ma Gyi Su,18.3885636,95.43167679
adm4,MMR008012012,Chaung Thone Gwa,18.34661699,95.40892685
adm4,MMR008012013,Kyan Taw,18.35528416,95.43396215
adm4,MMR008012015,Zee Pin Kwayt,18.35780649,95.4483364
adm4,MMR008012016,Shwe Kyar Pin,18.39641231,95.45289611
adm4,MMR008012017,Hla Pa Chin,18.41501344,95.46492677
adm4,MMR008012018,Oke Twin Kone,18.42073623,95.49902768
adm4,MMR008012019,Ku Lar Tet Twin,18.39168758,95.48112613
adm4,MMR008012020,Tha Khut Tan,18.37237876,95.46957288
adm4,MMR008012021,Nwe Khway,18.36319529,95.49204162
adm4,MMR008012022,Kone Thar,18.33977482,95.4648937
adm4,MMR008012023,Yae Kyi,18.3235472,95.43329936
adm4,MMR008012024,Hpa Lan Kone,18.30572347,95.44402779
adm4,MMR008012025,Yae Hmway,18.2853678,95.44354273
adm4,MMR008012026,Taung Yar Taw,18.2658422,95.4798327
adm4,MMR008012027,Ka Tet Kone,18.28753825,95.49175583
adm4,MMR008012028,Pyin Ma Kone,18.31318454,95.47151187
adm4,MMR008012029,Gyoe Gyar Kan,18.32517259,95.51211428
adm4,MMR008012030,Oke Hpo Su,18.3056416,95.50883279
adm4,MMR008012031,Dhamma Kya,18.30902717,95.54722072
adm4,MMR008012032,Pan Tin Gyi,18.33205745,95.56074598
adm4,MMR008012033,Gyeik Taw Gyi,18.35693704,95.55733161
adm4,MMR008012034,Shar Hpyu Kone,18.35167594,95.53627409
adm4,MMR008012035,Ka Nyin Kan,18.35114726,95.5236176
adm4,MMR008012036,Mei Za Li Tan,18.34233238,95.49769053
adm4,MMR008012037,Put Su,18.35365862,95.50837546
adm4,MMR008012038,Le Taw,18.37172353,95.51987878
adm4,MMR008012039,Gyin Yar Kone,18.37591086,95.49961437
adm4,MMR008012040,Tha Yet Ta Pin,18.39592611,95.51695835
adm4,MMR008012041,Myo Chan,18.4144657,95.52238971
adm4,MMR008012042,Kan Thar,18.43666988,95.52891609
adm4,MMR008012043,Ah Nauk Su,18.4139091,95.54769709
adm4,MMR008012044,Htein Thay,18.38862643,95.53032653
adm4,MMR008012045,Myo Soe,18.38862643,95.5518405
adm4,MMR008012046,Ta Khun Taing,18.4158544,95.5740814
adm4,MMR008012047,Ywar Thar Kone,18.40793525,95.5870394
adm4,MMR008012048,Kya Khat War Yon,18.38177459,95.59671449
adm4,MMR008012049,Thet Nge Pyin,18.39412081,95.58725087
adm4,MMR008012050,Pa Dat Kone,18.40207458,95.63064652
adm4,MMR008012051,Pauk Tone,18.42248228,95.62526458
adm4,MMR008012052,Let Khoke Pin,18.42040689,95.60535501
adm4,MMR008012053,Thea Chaung,18.45754167,95.59943663
adm4,MMR008012054,Kyun Ka Lay,18.44335615,95.57175835
adm4,MMR008012055,But Taw,18.45024663,95.55693732
adm4,MMR008012056,Oke Tan,18.46655553,95.58080277
adm4,MMR008012057,Pe Ma Khan,18.46481518,95.6287744
adm4,MMR008012058,Kyoet Pin Thar,18.44011663,95.63616457
adm4,MMR008012059,San Ka Lay,18.40997602,95.64211931
adm4,MMR008012060,Dhamma Nge,18.43171904,95.65400178
adm4,MMR008012061,San Chaung,18.4072424,95.65763709
adm4,MMR008012062,Tin Pyin Khway,18.39890998,95.67582201
adm4,MMR008012063,Saung Hwet,18.41589157,95.72623231
adm4,MMR008012064,Let Pan Pin Su,18.42143573,95.69106816
adm4,MMR008012065,Si Son Kone,18.46707272,95.71272501
adm4,MMR008012066,Hpa Lan Pin,18.4617726,95.66531969
adm4,MMR008012067,Thar Si,18.46570475,95.6529678
adm4,MMR008012068,Chaung Kan Gyi,18.4883102,95.66161678
adm4,MMR008012069,Lel Thar,18.51244457,95.67634669
adm4,MMR008012070,Kyauk Khwet,18.5010781,95.69711698
adm4,MMR008012071,Lel Ma Inn,18.50802535,95.71915649
adm4,MMR008012072,Pyin Pon,18.53503567,95.70204497
adm4,MMR008012073,Aung Ya Ta Nar,18.56168184,95.73540432
adm4,MMR008012074,Aung Thar Yar,18.56666341,95.80208664
adm4,MMR008012075,Aung Myanmar (2),18.60902614,95.78533362
adm4,MMR008012076,Aung Zay Yar,18.59222655,95.7348941
adm4,MMR008012078,Aung Myanmar (1),18.63289232,95.80449
adm4,MMR008012701,Urban,18.43041068,95.54796497
adm4,MMR008012702,Urban,18.35915943,95.46063383
adm4,MMR008012901,,18.45183,95.68323415
adm4,MMR008012902,,18.60761441,95.89239217
adm4,MMR008012903,,18.56771835,95.69857236
adm4,MMR008013001,Zee Pin,18.10257607,95.49607922
adm4,MMR008013002,Tet Swea,18.09119882,95.53958896
adm4,MMR008013003,Htan Pin Kone,18.12656159,95.51542313
adm4,MMR008013004,Thar Yar Kone,18.03857407,95.53625921
adm4,MMR008013005,Kyun Nyo,18.0948543,95.44165919
adm4,MMR008013006,Nyaung Waing,18.00988256,95.50897659
adm4,MMR008013007,Ngar Kei,18.12946744,95.46655713
adm4,MMR008013008,Wea Gyi,18.03910837,95.47989644
adm4,MMR008013009,Sa Bai Hmyaung,18.06893208,95.47354399
adm4,MMR008013010,Htein Taw,17.87329036,95.53447238
adm4,MMR008013011,Ma Tawt Kone,17.88864909,95.55043394
adm4,MMR008013012,Zin Chaung,17.85973305,95.50454608
adm4,MMR008013013,Kyoet Pin Thar,17.91359249,95.5303949
adm4,MMR008013014,Shwe Khe,17.94354242,95.55140065
adm4,MMR008013015,Pauk Kone,17.96288303,95.5020259
adm4,MMR008013016,Hpa Yar Ngu,17.97443134,95.57532515
adm4,MMR008013017,Inn Taw Ta Loke,17.92810511,95.49448971
adm4,MMR008013018,Yae Kin,18.12237788,95.42934309
adm4,MMR008013019,Son Kone,18.15782513,95.42554537
adm4,MMR008013020,Oe Bo Kyun,18.18948789,95.42130516
adm4,MMR008013021,Myit Thar,18.22408476,95.43743282
adm4,MMR008013022,Pat Taw,18.20634428,95.4588539
adm4,MMR008013023,Kayin Chaung,18.17065078,95.47946754
adm4,MMR008013024,Myauk Loke Kone,18.17605945,95.50332358
adm4,MMR008013025,Ywar Thar Yar,18.16281752,95.52513115
adm4,MMR008013026,Kyauk Wa,18.2386001,95.44553017
adm4,MMR008013027,Sin Ma Naing,18.30740175,95.33982659
adm4,MMR008013028,Let Pan Khon,18.34490923,95.28514574
adm4,MMR008013029,Sin Gaung,18.31742929,95.37391981
adm4,MMR008013030,Hin Thar Chaung,18.26848685,95.36924175
adm4,MMR008013031,Shar Taw Kyun,18.2915067,95.37261162
adm4,MMR008013032,Nyaung Lay Pin,18.24562621,95.41751824
adm4,MMR008013033,Yae Lel Thaung,18.3235834,95.30204089
adm4,MMR008013034,Myay Zar,18.24512151,95.38125152
adm4,MMR008013035,Hpan Khar Pin,18.34083755,95.33662095
adm4,MMR008013036,Hpa Lan Chaung,18.28068935,95.40926737
adm4,MMR008013037,Min Du,18.31601586,95.41009174
adm4,MMR008013701,Urban,18.02797365,95.5129946
adm4,MMR008014001,Min Oh,18.2566196,95.47998093
adm4,MMR008014002,Nyaung Pin Myin See,18.24999321,95.52260297
adm4,MMR008014003,Hpa Yar Gyi Kone,18.26172418,95.5710742
adm4,MMR008014004,Zin Pyun Kone,18.27011666,95.59254302
adm4,MMR008014005,Tha Yet Kone,18.2406326,95.58475321
adm4,MMR008014006,Zay Di Kone,18.22530254,95.54277233
adm4,MMR008014007,Kyauk Wa,18.21151595,95.51902698
adm4,MMR008014008,Chaung Nar Su,18.213821,95.56538776
adm4,MMR008014009,Oe Bo Kone,18.20339352,95.58709444
adm4,MMR008014010,Ohn Hne Kyaw Tan,18.18025608,95.59035505
adm4,MMR008014011,Shar Pin Ta,18.17537398,95.55774525
adm4,MMR008014012,Sit Kone (1),18.26744957,95.66956558
adm4,MMR008014013,Pyin Taung Kwin,18.15840083,95.58696606
adm4,MMR008014014,Sin Nin Pin,18.14225743,95.60825663
adm4,MMR008014015,Lein Pin Kwin,18.16664939,95.63879826
adm4,MMR008014016,Gon Ma Kwin,18.17710654,95.65128932
adm4,MMR008014017,Oke Kan,18.2131604,95.64302132
adm4,MMR008014018,Kyun Kone Gyi,18.21108067,95.62088968
adm4,MMR008014019,Saing Gaung,18.23671799,95.62895832
adm4,MMR008014020,Bu Gyi,18.2284057,95.60578697
adm4,MMR008014021,Tu Myaung,18.24974804,95.61150902
adm4,MMR008014022,Let Pan Pin Su,18.26519826,95.63263802
adm4,MMR008014023,Aung Pin Thar,18.27994601,95.62463892
adm4,MMR008014024,Ma Yin Chaung Gwa,18.3036996,95.67575321
adm4,MMR008014025,Kywe Thay,18.3178075,95.73712771
adm4,MMR008014026,Kya Khat Tan,18.29093968,95.70606821
adm4,MMR008014027,Kyoet Pin Sa Khan,18.25363227,95.70328464
adm4,MMR008014028,Sit Kone (2),18.12329402,95.55929236
adm4,MMR008014029,Thet Yin Kone,18.28784937,95.67786707
adm4,MMR008014030,Kyoet Kone,18.28794492,95.65012466
adm4,MMR008014031,Hpone Soe Su,18.25942411,95.64840744
adm4,MMR008014032,Kyun Kone,18.25129826,95.67210703
adm4,MMR008014033,Bwet Yoe,18.23271669,95.67287078
adm4,MMR008014034,Ohn Taw,18.21378935,95.65978737
adm4,MMR008014035,Htu Kan,18.19291694,95.6612834
adm4,MMR008014036,Kan Gyi,18.19294446,95.67773502
adm4,MMR008014037,Kaing Yar Shey,18.19602673,95.70761697
adm4,MMR008014038,Hlay Tone,18.21047339,95.70555478
adm4,MMR008014039,Oke Twin Kone,18.21749019,95.68186596
adm4,MMR008014040,Tha Pyay Yon,18.23723431,95.68479384
adm4,MMR008014041,Hnget Gyi Thaik,18.23652005,95.71417596
adm4,MMR008014042,Kyun Net Kone,18.25011257,95.73820005
adm4,MMR008014043,Hman Pin Htu,18.27768614,95.73502262
adm4,MMR008014044,Myo Twin,18.28533127,95.75709802
adm4,MMR008014045,Myo Kaing,18.31316738,95.756979
adm4,MMR008014046,Yone Chaung,18.34310432,95.78138307
adm4,MMR008014047,U Yin Gyi,18.31375547,95.78293975
adm4,MMR008014048,Kan U,18.3013046,95.76842121
adm4,MMR008014049,Kone Ywar,18.29180022,95.79166743
adm4,MMR008014701,Urban,18.23106432,95.65401462
adm4,MMR008014901,,18.35044623,95.89456889
adm4,MMR009001001,Aing Gyi Kone,20.15645483,95.16523162
adm4,MMR009001002,Ah Lel Bo,19.89093371,95.31122796
adm4,MMR009001003,Thit Yar Kauk,19.96784363,95.2824434
adm4,MMR009001004,Da Hat Kan,20.1801746,94.97166827
adm4,MMR009001005,Gyoke Kone,20.30134251,95.08463154
adm4,MMR009001006,In Taing Gyi,20.30367589,95.02347173
adm4,MMR009001007,Kan Pyar,20.20309944,95.01689946
adm4,MMR009001008,Kan Taw,19.87149859,95.19514817
adm4,MMR009001009,Kan Thar Gyi,20.25733855,95.01111224
adm4,MMR009001010,Kayin,20.25747068,94.94223982
adm4,MMR009001011,Kun Ohn,19.92531892,95.16995688
adm4,MMR009001012,Kyit Son Pway,20.18069959,95.10956611
adm4,MMR009001013,Kyun Pyat,20.05977542,95.01953742
adm4,MMR009001014,Let Pu To,20.10471707,95.18762598
adm4,MMR009001015,Lat Pa Taw,19.97658528,95.35170152
adm4,MMR009001016,Lint Myint,20.29385778,95.14948207
adm4,MMR009001017,Ma Gyi Chay Htauk,20.28640856,94.95352832
adm4,MMR009001018,Lel Yar,20.04195471,95.22714105
adm4,MMR009001019,Mi Kyaung Ye,19.89294832,95.12290822
adm4,MMR009001020,Mei Hla Taung,20.10677923,94.97290268
adm4,MMR009001021,Ma Gyi Kan,20.13570819,94.98459527
adm4,MMR009001022,Tha Pyay San,20.13344992,95.03242128
adm4,MMR009001023,Myay Nu,20.02868965,95.00134728
adm4,MMR009001024,Myin Kun,20.01060076,95.02710388
adm4,MMR009001025,Myin Saing,20.01480073,95.24887151
adm4,MMR009001026,Nan Kat Kyun,20.15945912,94.90713344
adm4,MMR009001027,Nat Kan,20.20930374,94.98412654
adm4,MMR009001028,Ngar Saung,19.91875406,95.292819
adm4,MMR009001029,Nyaung Pin,20.22408791,95.08299929
adm4,MMR009001030,Nyaung Kan,20.23303736,95.15098569
adm4,MMR009001031,Nyaung Kyat San,19.97797647,95.21892167
adm4,MMR009001032,Ohn Twe,20.0923252,95.14917046
adm4,MMR009001033,Pat Hta Na Go,19.92832236,95.07236729
adm4,MMR009001034,Pu Htoe,20.06475087,94.99361574
adm4,MMR009001035,Hpa Yar Pyo,20.17492463,95.0386617
adm4,MMR009001036,Hpa Yar Kone,19.95899193,95.08610097
adm4,MMR009001037,Pay Pin San,19.98873787,95.16999607
adm4,MMR009001038,Hpoke Kone,20.11191477,95.05429505
adm4,MMR009001039,Hpoe Lay Lone,20.2056927,95.17520467
adm4,MMR009001040,Sar Taing Kan,20.1658247,94.98470553
adm4,MMR009001041,San Ma Gyi,19.82736851,95.2676236
adm4,MMR009001042,Shar Pin Hla,20.10825009,95.10106602
adm4,MMR009001043,Shar Saung Kan,20.02775064,95.08933511
adm4,MMR009001044,Su Pyit San,19.9236578,95.23036561
adm4,MMR009001045,Su Kauk San,20.14412485,95.10461486
adm4,MMR009001046,Ta Pauk Taw,20.2021541,94.93129871
adm4,MMR009001047,Tat Kone,20.06817537,95.05549995
adm4,MMR009001048,Taung Khwin,19.87031204,95.15131952
adm4,MMR009001049,Min,19.81684769,95.20216869
adm4,MMR009001050,Tei Pin Kan Pauk,20.26015288,95.04712383
adm4,MMR009001051,Tha Man Taw,20.23185406,94.93923562
adm4,MMR009001052,Tha Yet Lay Pin,20.07202534,95.10706229
adm4,MMR009001053,Myit Nar Thar Si,19.9906509,95.08917404
adm4,MMR009001054,Yin Nar Gway Chaung,20.07033469,95.19177919
adm4,MMR009001055,Yin Nar Thar Si (East),19.99623296,95.30366362
adm4,MMR009001056,Ywar Haung Kan,20.24980725,94.98079036
adm4,MMR009001057,Ywar Thar,19.9287131,95.37555709
adm4,MMR009001058,Zee Kyun,20.09635017,95.01886732
adm4,MMR009001059,Thet Yin Taw,20.34185093,95.13565234
adm4,MMR009001060,Kyar Kan,20.28053196,95.23922274
adm4,MMR009001061,Gyoe Gyar Kan,20.25443076,95.19699675
adm4,MMR009001701,Urban,20.14491599,94.93627252
adm4,MMR009002001,Thone Se Chauk,20.52787209,94.92751635
adm4,MMR009002002,Hpaung Ka Taw,20.48224845,94.87180847
adm4,MMR009002003,Bu Kyun,20.44436251,94.86198425
adm4,MMR009002004,Kyan Kaing Kyun,20.4706945,94.83346303
adm4,MMR009002005,Man Myay,20.49442129,94.8128134
adm4,MMR009002006,Pin Wa,20.51715099,94.8730314
adm4,MMR009002007,Ah Shey Kone,20.57485454,95.09657754
adm4,MMR009002008,Kamma,20.57536729,94.96838837
adm4,MMR009002009,Hpoe Koe,20.57587737,95.00705369
adm4,MMR009002010,Sein Pan Pin,20.60640265,94.99173437
adm4,MMR009002011,Shwe Toke Kan,20.53214224,94.98072748
adm4,MMR009002012,Ma Gyi Kan,20.48517063,95.07766863
adm4,MMR009002013,Koke Ko Gwa,20.51288566,95.0106095
adm4,MMR009002014,Oke Shit Kone,20.46983543,94.94388179
adm4,MMR009002015,Sa Khan Kan,20.53215801,95.10138713
adm4,MMR009002016,Lay Taing Sin,20.45339707,95.14546501
adm4,MMR009002017,Hpaung Kwe,20.44575858,95.02895248
adm4,MMR009002018,Chaing,20.443976,95.09981128
adm4,MMR009002019,In Taw,20.52884363,95.15697402
adm4,MMR009002020,Yone Kone,20.41244336,95.02401853
adm4,MMR009002021,Nyaung Pin Aint,20.37344879,95.0887467
adm4,MMR009002022,Na Gar,20.38946747,95.1580165
adm4,MMR009002023,Chaung Son,20.45818239,95.18249304
adm4,MMR009002024,Wet Lut,20.35848447,94.87257079
adm4,MMR009002025,Yone Seik Kyun,20.36719041,94.89743674
adm4,MMR009002026,Be Seik,20.37754082,94.94492804
adm4,MMR009002027,Wet Ma Sut,20.32453203,94.94305053
adm4,MMR009002028,Kan Gyi,20.38268938,95.01688686
adm4,MMR009002029,Sar Taing,20.41808079,94.92620296
adm4,MMR009002701,Urban,20.44671542,94.87978798
adm4,MMR009003001,Pa Day Thar,20.85790049,94.75892099
adm4,MMR009003002,Dat Myay Aw Zar,20.83821161,94.77004881
adm4,MMR009003003,Ma Gyi Kan,20.82918742,94.75256317
adm4,MMR009003004,Let Pan Kyun,20.82533335,94.72437446
