level,pcode,name,center_lat,center_lon
adm4,MMR010023015,Kywe Tat,20.43637633,96.11002911
adm4,MMR010023016,Kan U,20.43369671,95.80573995
adm4,MMR010023017,Ku Lar Myaw,20.4414702,95.99482647
adm4,MMR010023018,Gway Kone,20.44803319,95.92245324
adm4,MMR010023019,Hnget Thaik,20.4793065,96.13658949
adm4,MMR010023020,Se Kan,20.40347734,95.81510042
adm4,MMR010023021,Sin Twin Kyaung Kone,20.4390302,96.39206242
adm4,MMR010023022,Se Gyi,20.44701117,96.15994272
adm4,MMR010023023,Sat Toe Gyi,20.26640888,95.89980225
adm4,MMR010023024,Zee Hpyu Kone,20.37982323,96.17441397
adm4,MMR010023025,Kan Gyi (Taung Kan Gyi),20.48451924,95.89160781
adm4,MMR010023026,Taung Bo,20.3220013,96.20905189
adm4,MMR010023027,Ta Bet Kar,20.53352308,96.06937566
adm4,MMR010023028,Hta Naung Kone,20.51952399,96.18479377
adm4,MMR010023029,Htein Kan,20.41641634,96.18670709
adm4,MMR010023030,Htee Hlaing,20.35455175,96.18003327
adm4,MMR010023031,Nwar Bu Kyin,20.30259358,96.12192892
adm4,MMR010023032,Nan Lon,20.5187153,96.25029436
adm4,MMR010023033,Nan Khwe,20.53409122,96.39535577
adm4,MMR010023034,Peit Se,20.3110848,96.0757872
adm4,MMR010023035,Pyar Si,20.28869982,95.95886656
adm4,MMR010023036,Pu Tee Kone,20.38972965,96.05541116
adm4,MMR010023037,Pauk Aing,20.44552909,96.04516538
adm4,MMR010023038,Hpo Kone,20.47967601,95.98560571
adm4,MMR010023039,Bwet,20.4123729,96.24910592
adm4,MMR010023040,Ma Gyi Kone,20.40004042,96.08438829
adm4,MMR010023041,Myin Nar,20.46453324,96.24791802
adm4,MMR010023042,Shwe Dar Shwe Kone,20.50826043,96.04327768
adm4,MMR010023043,Yin Gat Kone,20.4123729,95.86153294
adm4,MMR010023044,Ywar Tan Lel Thar,20.50167371,95.99055763
adm4,MMR010023045,Yae U,20.3707255,96.23530818
adm4,MMR010023046,Ywar Tan Thea Kyun,20.46722178,96.02667477
adm4,MMR010023047,Hlwa Sin,20.3351161,95.82766099
adm4,MMR010023048,Let Pan Kone,20.39822087,96.1128939
adm4,MMR010023049,War Tee,20.54566623,96.11156225
adm4,MMR010023050,War Yon Taw,20.31290434,96.01280041
adm4,MMR010023051,War Hpyu Taung,20.31246937,96.47950453
adm4,MMR010023052,Thein Kone,20.45563768,96.17995535
adm4,MMR010023053,Thin Pan Kone,20.45098773,96.13466253
adm4,MMR010023054,Thaik Hmyaung,20.40509471,95.9083703
adm4,MMR010023055,Thit Son Gyi,20.46453324,95.85605213
adm4,MMR010023056,Thea Kwe,20.27627334,96.16661184
adm4,MMR010023057,Ohn Thee Kwe,20.45093303,96.08282741
adm4,MMR010023058,In Taing,20.42490755,96.29992248
adm4,MMR010023059,In Gyin Kan,20.47543101,96.08730576
adm4,MMR010023060,Inn Kone,20.36728857,96.09624988
adm4,MMR010023061,Ah Nauk Oke Hpo,20.50470208,96.01618448
adm4,MMR010023062,Ah Lel Kone,20.34060189,96.10864932
adm4,MMR010023063,Oke Shit Kone,20.39074051,96.14536168
adm4,MMR010023701,Urban,20.42574567,96.14028511
adm4,MMR010023901,,20.26677895,96.45450129
adm4,MMR010024001,Min Lan,20.56719986,96.06684632
adm4,MMR010024002,Kyauk Se,20.60356603,96.16817615
adm4,MMR010024003,Kone Thar,20.63378242,96.21074763
adm4,MMR010024004,Kyo Kone,20.70042719,96.06866933
adm4,MMR010024005,Kyu Taw Wa,20.61590555,96.09698152
adm4,MMR010024006,Kyi Ni,20.68469506,96.01243079
adm4,MMR010024007,Yin Taw Ywar Ma,20.72269392,95.93447847
adm4,MMR010024008,Kyi,20.6660571,95.91156297
adm4,MMR010024009,Kyaung,20.58316174,95.62883475
adm4,MMR010024010,Kan Gyi (North),20.58916104,95.9053162
adm4,MMR010024011,Kan Te,20.57378849,95.71705581
adm4,MMR010024012,Chaung Ma Gyi,20.67481255,95.97159466
adm4,MMR010024013,Gway Zee,20.59985751,96.12791888
adm4,MMR010024014,Gway Pin Yoe,20.66172493,96.15484279
adm4,MMR010024015,Ge Gyi,20.52583798,95.79262341
adm4,MMR010024016,Gway Inn (Taw Twin Hla),20.64449042,95.97892447
adm4,MMR010024017,San Taw,20.6111138,95.59058693
adm4,MMR010024018,Sa Bai Kone,20.51005432,95.94413112
adm4,MMR010024019,Se Ywar Let Pan Taing,20.68343651,95.61506873
adm4,MMR010024020,Seik Gyo,20.54064071,95.90162102
adm4,MMR010024021,Su Chin Kone,20.63703155,96.16269546
adm4,MMR010024022,Sar Taung,20.70928109,96.00147645
adm4,MMR010024023,Se Ywar Kyet Ti,20.63464885,96.10230108
adm4,MMR010024024,Za Gyan (South),20.56620053,96.14874017
adm4,MMR010024025,Nyaung Shwe,20.64028068,96.01900845
adm4,MMR010024026,Nyaung Kone (North),20.71999265,95.85933759
adm4,MMR010024027,Nyaung Kone (South),20.53587532,95.75134228
adm4,MMR010024028,Ta Mar Kone,20.6850592,95.98611795
adm4,MMR010024029,Tei Lay Pin,20.66119112,95.79587317
adm4,MMR010024030,Twin,20.68857304,96.24869579
adm4,MMR010024031,Taung Lel,20.65157847,95.7118828
adm4,MMR010024032,Hta Yan Kar,20.62208555,95.98429331
adm4,MMR010024033,Htan Taw Gyi,20.75701332,95.88360444
adm4,MMR010024034,Da Hat Kone,20.70123708,95.92341718
adm4,MMR010024035,Nat Sone Hmaw,20.62663433,95.82197402
adm4,MMR010024036,Pay Pin Shey,20.45010997,95.75596208
adm4,MMR010024037,Pin Myaing,20.73415399,95.96795917
adm4,MMR010024038,Pyaw Kone,20.74143691,95.87580127
adm4,MMR010024039,Hpet Taw,20.58734727,96.01542821
adm4,MMR010024040,Hpaung Taw,20.64083157,96.27971432
adm4,MMR010024041,Hpwe Thin,20.74324371,95.96129852
adm4,MMR010024042,Hpyin Zin,20.67255536,95.94750828
adm4,MMR010024043,Bat Ta,20.55450366,96.02204629
adm4,MMR010024044,Hpa Yar Gyi,20.62598451,96.13747051
adm4,MMR010024045,Baw Di Kone,20.58222957,95.84053016
adm4,MMR010024046,Moe Nan Kone,20.55160262,96.09347943
adm4,MMR010024047,Moe Kaung,20.58564444,96.29084969
adm4,MMR010024048,Myay Ni Kone,20.63855511,96.05578381
adm4,MMR010024049,Ma Gyi Kone,20.62208555,95.88638593
adm4,MMR010024050,Me Tee,20.68078649,95.88822919
adm4,MMR010024051,Myin Te,20.62446825,95.75287865
adm4,MMR010024052,Mi Hpa Yar Kone,20.61900804,95.63765805
adm4,MMR010024053,Yin Taw Myo Ma,20.71383687,95.9607239
adm4,MMR010024054,Yar Gyi,20.59002748,95.97188462
adm4,MMR010024055,Yan Aung,20.54583932,95.97132194
adm4,MMR010024056,Ywar Htin,20.58894443,95.94613409
adm4,MMR010024057,Shan Su,20.63738315,95.93741413
adm4,MMR010024058,Shan Su Kone,20.66002765,95.59579658
adm4,MMR010024059,Shwe Nyaung Hpu,20.58007074,96.21340534
adm4,MMR010024060,Hlaing Pan,20.58244617,95.78744661
adm4,MMR010024061,Hlwe Pauk Kone,20.65652632,95.96685812
adm4,MMR010024062,Let Thea Kyoe,20.68314132,95.8254002
adm4,MMR010024063,War Yon,20.75438612,95.99415213
adm4,MMR010024064,War Yin Doke,20.7371526,95.92822225
adm4,MMR010024065,Wet Let,20.66952284,96.01050612
adm4,MMR010024066,Tha Pyay Yoe,20.68487998,96.03180727
adm4,MMR010024067,Thein Kone,20.70592378,96.12169301
adm4,MMR010024068,Tha Nat Khar Taw,20.66389102,96.07919677
adm4,MMR010024069,Thee Pin,20.64543504,95.63270632
adm4,MMR010024070,Tha Hpan Chaung,20.52136254,95.84467719
adm4,MMR010024071,Ohn Pin,20.57464826,96.10112839
adm4,MMR010024072,Oke Sar Nwe,20.65999206,96.12535236
adm4,MMR010024073,Aye Ka Rit Kone,20.7212417,95.98648433
adm4,MMR010024074,Kan Thar,20.59167907,96.07713494
adm4,MMR010024075,Tha Pyay Pin,20.61208076,96.02316189
adm4,MMR010024701,Urban,20.60112167,96.04170805
adm4,MMR010028001,Ah Yar Taw,20.90144309,95.71126816
adm4,MMR010028002,Yae Cho,20.96158619,95.77899495
adm4,MMR010028003,Lein Taw,20.93367603,95.78788306
adm4,MMR010028004,Kyauk Hpyu Kone,20.91433626,95.83179011
adm4,MMR010028005,Nyaung Pin Hlyo,20.88656634,95.76214559
adm4,MMR010028006,Shwe Sit Thi,20.87003663,95.78520387
adm4,MMR010028007,Mway,20.848548,95.77425929
adm4,MMR010028008,Se Aung Kone,20.85201924,95.72857934
adm4,MMR010028009,Mei Za Li Kone,20.86505958,95.66637197
adm4,MMR010028010,Gway Aing,20.8965067,95.67922144
adm4,MMR010028011,Aint Gyi Lel,20.82576475,95.73992642
adm4,MMR010028012,Than Bo U Yin,20.87180492,95.5441185
adm4,MMR010028013,Ta Pyaw,20.8206058,95.68723344
adm4,MMR010028014,Yae Wai,20.80794069,95.62312886
adm4,MMR010028015,Ohn Ton,20.88426334,95.61343353
adm4,MMR010028016,Mon Taing,20.80443753,95.74042219
adm4,MMR010028017,Tha Yet Pin,20.76411672,95.64965602
adm4,MMR010028018,Kywei Kan,20.6782342,95.72878766
adm4,MMR010028019,Kyauk Hpu,20.71315289,95.69454686
adm4,MMR010028020,Myauk Lel,20.7611623,95.71391476
adm4,MMR010028021,Thee Pin Kone,20.74442055,95.58644836
adm4,MMR010028022,Thee Kone,20.82125542,95.77252719
adm4,MMR010028023,Ah Lel,20.77716543,95.76492291
adm4,MMR010028024,Sat Pyar Kyin,20.71103624,95.77754389
adm4,MMR010028025,Kan Ni,20.77962745,95.81104149
adm4,MMR010028026,Khin Te,20.81681094,95.85030055
adm4,MMR010028027,Inn,20.76584014,95.83987612
adm4,MMR010028028,Shwe Pa Daing,20.81086025,95.89740275
adm4,MMR010028029,Kywe Ta Lin,20.85513116,95.82810551
adm4,MMR010028030,Ga Lon Kone,20.88937639,95.81761444
adm4,MMR010028031,Myin Kan,20.84057534,95.80220127
adm4,MMR010028032,Zaung Chan Kone,20.89644872,95.90254877
adm4,MMR010028033,Hta Mon Kan,20.86409976,95.89437283
adm4,MMR010028034,Taw Ma,20.87337165,95.92295574
adm4,MMR010028035,Ka Hpyu,20.89721125,95.92641611
adm4,MMR010028036,Nyaung Kaing,20.87709757,95.9383974
adm4,MMR010028037,Yone Taw Gyi,20.85301102,95.95715105
adm4,MMR010028038,Nyaung Kan,20.94466695,95.93705162
adm4,MMR010028039,Kan Thar,20.95721083,95.95647713
adm4,MMR010028040,Se Kone,20.9871402,95.93347466
adm4,MMR010028041,Koke Ko Kone,20.75418008,95.95715388
adm4,MMR010028042,Za Yat Kone,20.82754275,95.53852386
adm4,MMR010028043,Kan Taung,20.81466208,95.924599
adm4,MMR010028044,Nyaung Zauk,20.97151595,95.85200595
adm4,MMR010028045,Myar,20.77613008,95.91799419
adm4,MMR010028046,Khin Lu,20.84507676,95.92068456
adm4,MMR010028047,Pyin Thar,20.84940203,95.97014352
adm4,MMR010028048,Hle Pwe,20.76565673,95.97830106
adm4,MMR010028049,Mauk Lauk,20.83549366,95.92436522
adm4,MMR010028050,Kyaung,20.96882242,95.92087222
adm4,MMR010028051,Nyaung Myint,20.82306313,95.94856561
adm4,MMR010028052,Kwet Nge,20.80560536,95.96181072
adm4,MMR010028053,Hlyaw Hpyu Kan,20.92722944,95.87917206
adm4,MMR010028054,Ma Gyi Su,20.95136283,95.90531429
adm4,MMR010028055,War Yon,20.79275277,95.99399885
adm4,MMR010028056,Kan Gyi,20.82723343,95.96880344
adm4,MMR010028057,Shan Te,20.92572797,95.91128779
adm4,MMR010028058,Shan Ma Nge,20.83748494,95.61994763
adm4,MMR010028701,Urban,20.8819179,95.86694287
adm4,MMR010029001,Htan Taw,21.1138782,95.65139217
adm4,MMR010029002,Kan Bar Hpyu,21.1107692,95.62189635
adm4,MMR010029003,Pan Aing,21.13717001,95.63072659
adm4,MMR010029004,Yae Ni,21.1329104,95.60869831
adm4,MMR010029005,Yae Htwet,21.13986776,95.58201768
adm4,MMR010029006,Hpyauk Seik Kyin,21.10635881,95.5889834
adm4,MMR010029007,Myin U Hleit,21.09601897,95.54089666
adm4,MMR010029008,Kyauk Tan,21.06205884,95.57637021
adm4,MMR010029009,Kan Twin,21.0768255,95.62002533
adm4,MMR010029010,Kone Te,21.06648572,95.65693545
adm4,MMR010029011,Lel Gyi,21.08147349,95.67703186
adm4,MMR010029012,Thein Kone,21.06037536,95.68939313
adm4,MMR010029013,Htan Pin Kan,21.05169378,95.72062079
adm4,MMR010029014,Hma Yoe,21.06220083,95.76681086
adm4,MMR010029015,Hpet Kone,21.05164116,95.80892899
adm4,MMR010029016,Htan Ma Gyi,21.02216047,95.76819497
adm4,MMR010029017,Ywar Thit,21.00554798,95.75261642
adm4,MMR010029018,Tha But Kone,21.02088259,95.69839234
adm4,MMR010029019,Yone Pin Zauk,21.04203866,95.6654527
adm4,MMR010029020,Kan Gyi,21.10561421,95.68042823
adm4,MMR010029021,Ku Gyi,21.08795298,95.71676969
adm4,MMR010029022,Yone Taw,21.14114565,95.70628705
adm4,MMR010029023,Oke Hpo Kan,21.10039535,95.74555989
adm4,MMR010029024,Nat Sin Kone,21.11950376,95.7680063
adm4,MMR010029025,War Khwa,21.12779886,95.69615639
adm4,MMR010029026,Myin Twin,21.16430547,95.73823263
adm4,MMR010029027,Son Twin,21.16485749,95.67385927
adm4,MMR010029028,Thea Kan,21.13972578,95.66934613
adm4,MMR010029029,Aing Ma Yoe,21.16542544,95.63416722
adm4,MMR010029030,Wan Be Lu,21.18629754,95.66711785
adm4,MMR010029031,Tha Pyay Pin,21.20631772,95.64275122
adm4,MMR010029032,Kywe Chan,21.23040744,95.64106296
adm4,MMR010029033,Thet Kei Kyin,21.27091892,95.65431197
adm4,MMR010029034,Ein Gyi Taw,21.30188579,95.66750061
adm4,MMR010029035,Tha Yet Kaung Pin,21.29718946,95.70496318
adm4,MMR010029036,Thone Taung,21.2963985,95.74661663
adm4,MMR010029037,Pyawbwe,21.26893403,95.69843269
adm4,MMR010029038,Hnaw Kan,21.23854879,95.7113319
adm4,MMR010029039,Bauk Khway Taw,21.22662187,95.68700354
adm4,MMR010029040,Nyaung Oke,21.2680821,95.74355819
adm4,MMR010029041,Let Swayt,21.24066119,95.76652414
adm4,MMR010029042,Myauk Lel,21.19893439,95.71329454
adm4,MMR010029043,Yae Ngan,21.17493517,95.782247
adm4,MMR010029044,Oke Gyi,20.99532491,95.64203848
adm4,MMR010029045,Kyat Se,21.01875278,95.60269928
adm4,MMR010029046,Se To,20.95017302,95.59908526
adm4,MMR010029047,Da Hat Tan,20.93838809,95.62998871
adm4,MMR010029048,Le Taw,20.92646117,95.66231055
adm4,MMR010029049,Hpyauk Seik Kone,20.9514509,95.69562162
adm4,MMR010029050,Yae Cho Bu Tar,20.95339012,95.72294462
adm4,MMR010029051,Yar Gyi Kone,20.95300274,95.52706281
adm4,MMR010029052,Lel Byar,21.00955487,95.51680619
adm4,MMR010029701,Urban,21.09667156,95.64957029
adm4,MMR010030001,Kun Chan Yoe,20.84783347,95.99700407
adm4,MMR010030002,Kyet Mauk,20.83072102,95.98994186
adm4,MMR010030003,Se Gyi,20.87051489,96.00387074
adm4,MMR010030004,Ah Pyauk,20.86874362,95.97222752
adm4,MMR010030005,Nyaung To,20.83038758,96.01599173
adm4,MMR010030006,Bo Kone,20.84512752,96.02771994
adm4,MMR010030007,Min Hla,20.84381815,96.04481207
adm4,MMR010030008,Kat Kyay Inn,20.86687739,96.0270491
adm4,MMR010030009,Ywar Pale,20.89658369,96.03243751
adm4,MMR010030010,Hnget Hpyin Kone,20.85551941,96.09799204
adm4,MMR010030011,Kyar Bet Kone,20.84040767,96.13291956
adm4,MMR010030012,Oke Hpo,20.81182236,96.12156823
adm4,MMR010030013,Ywar Mun Thar,20.85932842,96.07759958
adm4,MMR010030014,Zee Pin Pauk,20.84163226,96.07179276
adm4,MMR010030015,Kan Thit,20.83651062,96.08787094
adm4,MMR010030016,Tha Min Zar Kone,20.82912892,96.10611399
adm4,MMR010030017,Koke Ko Su,20.82193402,96.07936741
adm4,MMR010030018,Kywe Tat Son,20.79883742,96.24302495
adm4,MMR010030019,Hlaing Tet,20.80799266,96.17174561
adm4,MMR010030020,Ywar Gyi,20.90195707,96.00185543
adm4,MMR010030021,Myin Kwet,20.89693919,95.98583734
adm4,MMR010030022,Kone Taung,20.88718458,95.976633
adm4,MMR010030023,Kan Shey,20.89048856,96.11110415
adm4,MMR010030024,Ma Gyi Kan,20.88822566,96.06279682
adm4,MMR010030025,Aung Thar,20.87601398,96.09027327
adm4,MMR010030026,Yin Ma Yoe,20.9062218,96.08040289
adm4,MMR010030027,Hnan Kan,20.8270836,96.04877315
adm4,MMR010030028,Ma Yway,20.81182236,96.0857384
adm4,MMR010030029,Tha Nat Kan,20.81685699,96.05867722
adm4,MMR010030030,Inn Win,20.74828648,96.01595265
adm4,MMR010030031,Aing Dun,20.81433968,96.04452925
adm4,MMR010030032,Han Zar,20.9925973,96.03882168
adm4,MMR010030033,Wet Toe,21.01764508,96.00131946
adm4,MMR010030034,Kyauk Pa Nar,20.99291196,96.07096488
adm4,MMR010030035,Nyaung Pin Thar,20.95420819,96.01818443
adm4,MMR010030036,Bweit Char,20.94272292,96.04760626
adm4,MMR010030037,Thea Pon,20.97167209,96.07308942
adm4,MMR010030038,Thar Ga Ra,20.98300002,96.10892057
adm4,MMR010030039,Hnget Gyi Thaik,20.94209359,96.10274288
adm4,MMR010030040,Wan Thar,21.02233312,96.02934472
adm4,MMR010030041,Tha Pyay Wa,20.96721006,95.99341376
adm4,MMR010030042,Ta Mar Kone,20.92885187,95.95446538
adm4,MMR010030043,Nyaung Aing,20.9013445,95.94685787
adm4,MMR010030044,Hpa Yar Kone,20.91566175,95.94037926
adm4,MMR010030045,Bu Yon,20.92714701,95.98275962
adm4,MMR010030046,Ah Lel Kan,21.00321845,96.17048621
adm4,MMR010030047,Myin Chan,21.02810641,96.1519998
adm4,MMR010030048,Za Win,20.94783467,96.15882995
adm4,MMR010030049,Oke Twin,20.9018165,96.17376609
adm4,MMR010030050,Thet Kei Deik,20.90969774,96.30445547
adm4,MMR010030051,Kant Hpyu,20.79183118,96.09909696
adm4,MMR010030052,Koke Ko Kan,20.71758024,96.17215322
adm4,MMR010030053,Nyaung Pin Hla,20.7290364,96.13928304
adm4,MMR010030054,Shwe Toke Kone,20.75235071,96.14942373
adm4,MMR010030055,Taw Kin,20.77107326,96.15405438
adm4,MMR010030056,Oke Kone,20.76131865,96.12616889
adm4,MMR010030057,Tha Man Kan,20.81409693,96.00596155
adm4,MMR010030058,Nyan Kan,20.79448719,96.03123388
adm4,MMR010030059,Thu Kaung Kone,20.73120117,96.07934657
adm4,MMR010030060,Nyaung Yan Zay,20.74243876,96.0493403
adm4,MMR010030061,Nyaung Yan Myo Ma,20.75463141,96.03463226
adm4,MMR010030062,Oke Shit Kone,20.77846789,96.07568879
adm4,MMR010030063,Zee Taw Aing,20.75955639,96.07989127
adm4,MMR010030064,Ma Gyi Yoe,20.76761195,96.10701433
adm4,MMR010030065,Inn Kone,20.77831055,96.0475925
adm4,MMR010030066,Pauk Taw,20.77058893,96.01434351
adm4,MMR010030067,Inn,20.75663819,96.01517669
adm4,MMR010030068,Sin Win,20.81866348,96.03245159
adm4,MMR010030069,Lu Kone,20.73554256,96.01862195
adm4,MMR010030070,Hin Gut Aing,20.7067318,96.01987976
adm4,MMR010030071,Ma Gyi Khwa,20.72308688,96.04678988
adm4,MMR010030072,Yin Mar Pin,20.76839786,96.37268737
adm4,MMR010030073,Pyi Nyaung,20.85081574,96.36157585
adm4,MMR010030074,Kyat Sa Khan,20.80841868,96.47565525
adm4,MMR010030075,War Ywet,20.89696745,96.46936977
adm4,MMR010030076,Thea Put,20.86388958,96.5339923
adm4,MMR010030077,Kywe Dat,20.81230868,96.53393594
adm4,MMR010030078,Myin Daik,20.5581043,96.52507055
adm4,MMR010030079,Lel Pyin,20.62508073,96.39608411
adm4,MMR010030080,Sin Taung,20.55702542,96.49584749
adm4,MMR010030701,Urban,20.8550743,96.05048877
adm4,MMR010031001,Yae Sone,21.11289076,96.05104244
adm4,MMR010031002,Nyaung To,21.23698698,95.88910534
adm4,MMR010031003,Koke Ko Khar Hla,21.20324655,95.84885835
adm4,MMR010031004,Aung Thar,21.2403682,95.81142825
adm4,MMR010031005,Myauk Se,21.23900737,95.8416263
adm4,MMR010031006,Pa Din,21.26505421,95.88986771
adm4,MMR010031007,Khar Tet Kone,21.28060501,95.84899825
adm4,MMR010031008,Koke Ko Su,21.29934831,95.90398741
adm4,MMR010031009,Khan Taw,21.25287661,95.96116904
adm4,MMR010031010,Taung Bo,21.25934691,95.94087545
adm4,MMR010031011,Kone Gyi,21.2914367,95.97267974
adm4,MMR010031012,Pe Nant Thar,21.25560217,95.98185232
adm4,MMR010031013,Hpa Lan Kan,21.21595702,95.96180143
adm4,MMR010031014,Tha Khut Myint,21.30123522,96.05224901
adm4,MMR010031015,Shwe Taung,21.26715016,96.02162542
adm4,MMR010031016,Byin Gyi,21.36903315,96.06072626
adm4,MMR010031017,Sin Chi Taing,21.37604083,96.08506432
adm4,MMR010031018,Nyaung Pin,21.2862391,96.08914085
adm4,MMR010031019,Tha Nat Khar Taw,21.25759491,96.05703429
adm4,MMR010031020,Hpa Yar Hpyu,21.21981371,95.99596884
adm4,MMR010031021,Inn Kan Kone,21.22951156,96.05885134
adm4,MMR010031022,Daing Kaung Kone,21.2218341,96.02669355
adm4,MMR010031023,Thin Gan Swea,21.19960986,96.06334008
adm4,MMR010031024,Inn Khan,21.22900841,96.09645242
adm4,MMR010031025,Su Pan,21.17071836,96.1107682
adm4,MMR010031026,Gon,21.18587125,96.13737456
adm4,MMR010031027,Myay Taing Kan,21.16902764,96.03688169
adm4,MMR010031028,Khin Gyi,21.15670463,96.05879176
adm4,MMR010031029,Khin Ban,21.16952768,96.07998478
adm4,MMR010031030,Nyaung Oke Hpee,21.11724543,96.09217845
adm4,MMR010031031,Hpa Yar Su,21.17233467,96.01132485
adm4,MMR010031032,Nay Pu Kone,21.18223455,95.9693074
adm4,MMR010031033,Lein Pin,21.12626989,96.00780075
adm4,MMR010031034,Ywe Thee,21.07717454,96.10170034
adm4,MMR010031035,Yoe Son,21.11010681,96.13251121
adm4,MMR010031036,Kone,21.11926582,96.11543434
adm4,MMR010031037,Ta Mar Kan,21.03885362,96.10993308
adm4,MMR010031038,Tha But Kone,21.03090773,96.07456817
adm4,MMR010031039,Nyaung Pin Thar,21.13475551,96.04991653
adm4,MMR010031040,Yae Twin,21.09186862,96.07677038
adm4,MMR010031041,Pan Kyaing,21.01536209,95.82363119
adm4,MMR010031042,Oh Ma Twayt,21.03092331,95.88470159
adm4,MMR010031043,Shwe Hpa Lar Kan,21.03858519,95.927635
adm4,MMR010031044,Pe Khin Kyaw,21.03797907,95.96795088
adm4,MMR010031045,Ma Hlwa Pin,21.09475189,95.95421224
adm4,MMR010031046,Za Win,21.1383922,95.94993576
adm4,MMR010031047,Kyaung Kone,21.04941415,95.84593708
adm4,MMR010031048,Hpa Lan Kyin,21.10435207,95.87042588
adm4,MMR010031049,Inn Yin,21.09091316,95.91828743
adm4,MMR010031050,Dar Hla,21.11535981,95.92013508
adm4,MMR010031051,Shauk Taw,21.124501,95.88252273
adm4,MMR010031052,Te Su,21.13435143,95.84945529
adm4,MMR010031053,Pin Ta Le,21.16665083,95.85515307
adm4,MMR010031054,Hpo Kone,21.18874732,95.88190374
adm4,MMR010031055,Lu Khin,21.21617702,95.92350916
adm4,MMR010031056,Thone Daunt Aing,21.17023571,95.90127348
adm4,MMR010031057,Ku Lar,21.17329255,95.92812037
adm4,MMR010031058,Aung Chan Thar,21.0706218,95.89122181
adm4,MMR010031059,Gyan Lon,21.00726922,95.88573191
adm4,MMR010031060,Ywar Tan,21.07656842,95.99579727
adm4,MMR010031061,Nat Kan,21.06969912,96.0457219
adm4,MMR010031062,Htee Hlaing,21.07772645,95.96325321
adm4,MMR010031063,Kaing,21.32700926,96.08067074
adm4,MMR010031064,Ywar Wai,21.33975346,96.00352357
adm4,MMR010031065,Yar Thin Char,21.32556903,96.03362089
adm4,MMR010031066,Htan Pin Kone,21.26244383,96.10313541
adm4,MMR010031067,Kywei Kan,21.05959719,96.13954123
adm4,MMR010031068,Taung Se,21.07843783,95.84946921
adm4,MMR010031069,Tha Hpan,21.01615892,95.84866734
adm4,MMR010031701,Urban,21.0987752,96.03203611
adm4,MMR010031901,,21.15446216,95.81498872
adm4,MMR010031902,,21.14760719,96.18775555
adm4,MMR011001001,Ka Toe,16.57348061,97.67024835
adm4,MMR011001002,Kawt Sein,16.58712063,97.62506389
adm4,MMR011001005,Kawt Tun,16.54871368,97.64477246
adm4,MMR011001006,Kawt Hnat,16.58935184,97.66890411
adm4,MMR011001007,Kawt Hlar,16.58680126,97.69284434
adm4,MMR011001008,Kawt Pauk,16.54079628,97.63156994
adm4,MMR011001010,Min Ywar,16.46339925,97.68256749
adm4,MMR011001011,Mu Yaung,16.45784194,97.69724304
adm4,MMR011001014,Kawt Kha Ni,16.40602716,97.63577576
adm4,MMR011001016,Kyar Inn,16.39123173,97.65054314
adm4,MMR011001017,Kawt Kha Mei,16.3717856,97.65864701
adm4,MMR011001018,Hpar Auk,16.35708139,97.66186211
adm4,MMR011001019,Yo Goe,16.36652235,97.68199962
adm4,MMR011001701,Urban,16.46026554,97.64750211
adm4,MMR011001800,,16.52341652,97.63914941
adm4,MMR011002001,An Ka Ye,16.41631384,97.85671587
adm4,MMR011002002,Ah Hta Yan,16.22373186,97.90622357
adm4,MMR011002003,Bar Bu Kone,16.503725,97.70274616
adm4,MMR011002004,Bein Byaw,16.37610623,97.70244188
adm4,MMR011002005,Dhamma Tha,16.49960378,97.81772493
adm4,MMR011002006,Hla Ka Zaing,16.1647565,97.87817439
adm4,MMR011002007,Ka Dar,16.20406237,97.83967654
adm4,MMR011002008,Ka Laing Ka Naing,16.35797352,97.74725169
adm4,MMR011002009,Kha Naung,16.40886152,97.72747015
adm4,MMR011002010,Kawt Bwee,16.4483985,97.77349934
adm4,MMR011002011,Kawt Kha Lein,16.45582438,97.8362392
adm4,MMR011002012,Kawt Pa Laing,16.50660316,97.84082326
adm4,MMR011002013,Kawt Ka Lawt,16.29584906,97.78543313
adm4,MMR011002014,Kawt Pa Naw,16.3936615,97.82865155
adm4,MMR011002015,Kawt That,16.51812839,97.74390345
adm4,MMR011002016,Kha Yon,16.5356205,97.69543581
adm4,MMR011002017,Kun Ngan,16.34748454,97.81108023
adm4,MMR011002018,Kyaik Pa Yan,16.443371,97.74471977
adm4,MMR011002019,Kyee Oke,16.3711475,97.9433474
adm4,MMR011002020,Kyon Kwei,16.2539505,98.02599748
adm4,MMR011002021,Kyon Sein,16.5293565,97.67991016
adm4,MMR011002022,Kyon Wan,16.4786235,97.71175305
adm4,MMR011002023,Kyun Ywar,16.24399575,97.80082858
adm4,MMR011002024,La Mu Kho,16.28396625,97.9227167
adm4,MMR011002025,Let Pan,16.53425405,97.72404703
adm4,MMR011002026,Mei Ka Yo,16.3976553,97.76436599
adm4,MMR011002027,Mi Ka Thit,16.304994,97.98088656
adm4,MMR011002028,Moke Soe Kyun,16.44113741,97.890324
adm4,MMR011002029,Nga Pu Inn,16.18560625,98.05306838
adm4,MMR011002030,Nga Pyay Ma,16.322489,97.88295801
adm4,MMR011002031,Ni Don,16.3387295,97.76486798
adm4,MMR011002033,Hpar Pyauk,16.388654,97.88366415
adm4,MMR011002034,Pein Hne Kone,16.43420389,97.68859191
