SR_Pcode,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,VT_Pcode,Village_Tract_Name_Eng,Village_Pcode,Village_Name_Eng,Village_Name_MMR,Commonly_Used_Local_Vlg_Name_Eng,Commonly_Used_Local_Vlg_Name_Mya,Longitude,Latitude,Source,Start_Date,Modified_End_Date,Notification,Notification_modified,GAD_Village_Status,Field_Village_Status,MIMU_Village_Mapping_Status,Change_Type,Previous_Village_Name_Eng,Remark
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011036,Yae Myet,198661,Ku Lar Kwin,ကုလားကွင်း,Ku Lar Twin,ကုလားတွင်း,93.69563293,19.17911911,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011036,Yae Myet,198659,Kyu Lwint,ကျူလွင့်,,,93.68681335,19.16320992,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011036,Yae Myet,198658,Tan Saung,တန်းဆောင်း,,,93.69139099,19.17486,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011036,Yae Myet,198660,Taung Ngu,တောင်ငူ,,,93.68251038,19.15538979,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011036,Yae Myet,198657,Yae Myet,ရေမျက်,,,93.69268036,19.17091942,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011023,Zin Chaung,198589,Kon Thwe,ကုန်သွယ်,,,93.63884735,19.14499092,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011023,Zin Chaung,198588,Kone Baung Gyi,ကုန်းဘောင်ကြီး,,,93.63725281,19.14929008,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011023,Zin Chaung,198593,Kyee Tway,ကျီးတွေ,,,93.64848328,19.14356041,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011023,Zin Chaung,198590,Taung Yin,တောင်ရင်း,,,93.64299011,19.15044975,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011023,Zin Chaung,198592,Wet Taw Pyin Kon Baung,ဝက်တောပြင်ကုန်ဘောင်,,,93.65370178,19.14365959,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011023,Zin Chaung,198591,Wet Taw Pyin Ywar Ma,ဝက်တောပြင်ရွာမ,,,93.64396667,19.14685059,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011054,Zin Kyun,198740,Ah Saing Gyi,အစိုင်းကြီး,,,93.65150452,19.54554367,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011054,Zin Kyun,198739,Zin Kyun,ဇင်ကျွန်း,,,93.65264893,19.5492382,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004075,Ah Kha Sar,196974,Ah Kha Sar,အခစား,,,93.01904297,20.69893074,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004075,Ah Kha Sar,196975,Oke Kyut,အုတ်ကြွပ်,,,93.02010345,20.68107033,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004075,Ah Kha Sar,196976,Win Sar Htaunt,ဝင်းစားထောင့်,,,93.0386734,20.70775032,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004031,Ah Lel Kyun,196840,Ah Lel Kyun,အလယ်ကျွန်း,,,93.01625824,20.91102028,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004031,Ah Lel Kyun,196842,Ah Lel Kyun Ku Lar,အလယ်ကျွန်းကုလား,,,93.01435089,20.89673996,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004031,Ah Lel Kyun,196843,Ah Lel Kyun Zay Wa,အလယ်ကျွန်းဈေးဝ,,,93.00695801,20.89242935,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004031,Ah Lel Kyun,196841,Kyauk Gu Su,ကျောက်ဂူစူ,,,93.01631165,20.90410042,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004031,Ah Lel Kyun,196844,Shwe Pyi,ရွှေပြည်,,,93.01232147,20.92436028,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004031,Ah Lel Kyun,220644,Shwe Pyi Thit,ရွှေပြည်သစ်,,,93.01570892,20.91600418,GAD,17-Dec-13,,No. 1172/2013,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004064,Ah Pauk Wa,196946,Ah Pauk Wa,အပေါက်ဝ,,,92.96143341,20.71941948,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004064,Ah Pauk Wa,196947,Ah Pauk Wa Chaung Hpyar,အပေါက်ဝချောင်းဖျား,,,92.96595001,20.71812057,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004064,Ah Pauk Wa,196950,U Sun Taung (Lower),ဦးစွန်းတောင် (အောက်),,,92.93733978,20.72050095,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004064,Ah Pauk Wa,196949,U Sun Taung (Upper),ဦးစွန်းတောင် (အထက်),,,92.9360199,20.72896004,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004064,Ah Pauk Wa,196948,Yin Dar,ရင်းဒါး,,,,,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004050,Auk Lar,196898,Auk Lar,အောက်လာ,,,92.8992691,20.72695923,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004050,Auk Lar,196902,Aung Tin,အောင်တင်,,,92.88069153,20.7434597,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004050,Auk Lar,196904,Gar Yar Myaw Chaung,ဂါရာမျောချောင်း,,,92.88899994,20.71633911,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004050,Auk Lar,196905,Gar Yar Myaw Chaung (Taung Pauk),ဂါရာမျောချောင်း (တောင်ပေါက်),,,,,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004050,Auk Lar,196900,Kan Chay Pyin,ကံချေပြင်,,,92.90828705,20.73530006,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004050,Auk Lar,196903,La Mu Let Net,လမုလက်နက်,,,92.91558075,20.70817947,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004050,Auk Lar,196901,Ma Tin,မတင်,,,92.89138031,20.74087906,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004050,Auk Lar,196899,Taung Myaw Chaung,တောင်မျောချောင်း,,,92.88800049,20.73176003,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004011,Aung Ya,196752,Aung Ya,အောင်ယ,,,92.92517853,20.95546913,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004011,Aung Ya,196754,Par Pwee Chay,ပါပွီးချေ,,,92.92649841,20.9475193,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004011,Aung Ya,196755,San Thar Pyin,စံသာပြင်,,,92.93026733,20.93296051,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004011,Aung Ya,196753,Thea Pon,သဲပုံ,,,92.92443085,20.94976044,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004060,Aung Zay Ya,196937,Aung Zay Ya,အောင်ဇေယျ,,,92.9760437,20.64656067,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004060,Aung Zay Ya,196938,Kauk Kyit,ကောက်ကျစ်,,,92.97975159,20.64090919,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004060,Aung Zay Ya,196939,Pon Sar,ပုံစား,,,92.96746063,20.64892006,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004061,Ba Ra War,196940,Ba Ra War,ဘရဝါ,,,92.99854279,20.65636063,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004061,Ba Ra War,196941,Kyaung Hpo,ကြောင်ဖို,,,92.9977417,20.63633919,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004062,Bo Min,196942,Bo Min,ဗိုလ်မင်း,,,92.99809265,20.67152023,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004063,Doke Kan Chaung,196943,Doke Kan Chaung,ဒုက္ကံချောင်း,,,93.00195312,20.70593071,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004063,Doke Kan Chaung,196945,In Bar Yi,အင်ဘာရီ,,,93.00990295,20.69681931,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004063,Doke Kan Chaung,196944,Nay Pu Khan,နေပူခံ,Nay Pu Khan,နေပူခံ (နိဒင်),92.9805069,20.71134949,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004079,Gaw Yaw Ma Ni,196983,Gaw Yaw Ma Ni,ဂေါရောမဏီ,,,93.03646088,20.64409828,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004074,Goke Pi Htaunt,196972,Goke Pi Htaunt (Ku Lar),ဂုပ္ပီထောင့် (ကုလား),,,93.01409149,20.71326065,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004074,Goke Pi Htaunt,196973,Goke Pi Htaunt (Rakhine),ဂုပ္ပီထောင့် (ရခိုင်),,,93.01535797,20.70997047,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004058,Gwa Son,196933,Ba Laung Chaung,ဘလောင်ချောင်း,,,92.97316742,20.66370964,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004058,Gwa Son,196931,Gwa Son,ခွဆုံ,,,92.96399689,20.67126083,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004058,Gwa Son,196932,Than Pyin,သံပြင်,,,92.959709,20.655569,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004046,Hpa Yar Paung,196888,Hpa Yar Paung,ဘုရားပေါင်း,,,92.97666168,20.7975502,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004046,Hpa Yar Paung,196889,Pon Nar,ပုဏ္ဏား,,,92.97107697,20.78554916,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004023,Htauk Lay Min Tan,196810,Aung Kyway,အောင်ကြွေ,,,,,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004023,Htauk Lay Min Tan,196806,Htauk Lay Min Tan,ထောက်လေမင်တန်,,,,,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004023,Htauk Lay Min Tan,196812,Hteik Taw,ထိပ်တော်,,,,,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004023,Htauk Lay Min Tan,196811,Kwin Gyi (Myo),ကွင်းကြီး (မြို),,,,,GAD,17-Dec-13,,No. 1172/2013,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004023,Htauk Lay Min Tan,196809,Kwin Gyi (Rakhine),ကွင်းကြီး (ရခိုင်),,,92.89938354,20.92456627,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004023,Htauk Lay Min Tan,196807,Kyar Nyo Inn,ကြာညိုအင်း,,,92.90765381,20.89635086,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004023,Htauk Lay Min Tan,222326,Laung Pan Kya (Lower),လောင်ပန်းကျ (အောက်),,,,,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,lately added villages as per older GAD notifications received in 2020
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004023,Htauk Lay Min Tan,196808,Laung Pan Kya (Upper),လောင်ပန်းကျ (အထက်),,,92.88105774,20.88549042,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004067,Ka Thit Taw,196956,Ka Thit Taw,ကသစ်တော,,,92.96874237,20.74295998,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004051,Kan Sauk,196910,Done Nar,ဒုံနာ,,,92.89962006,20.71002007,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004051,Kan Sauk,196906,Kan Sauk,ကန်စောက်,,,92.91763306,20.68083,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004051,Kan Sauk,196908,Kan Thone Sint,ကံသုံးဆင့်,,,92.91120148,20.70779037,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004051,Kan Sauk,196907,Ni Chay,နီချေ,,,92.90868378,20.72224998,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004051,Kan Sauk,196909,Sin Ma Kyaw,ဆင်မကျော်,,,92.90244293,20.69194031,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004049,Kar Di,196897,Done Lan,ဒုံးလမ်း,,,,,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004049,Kar Di,196896,Kar Di,ကာဒီ,,,92.95591736,20.73879051,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004054,Kha Maung Taw,196922,Kha Maung Taw,ခမောင်းတော,,,92.93186188,20.65954018,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004054,Kha Maung Taw,196923,War Taung,ဝါးတောင်,,,92.91696167,20.67548943,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004030,Khaung Toke,196838,Khaung Toke (Ku Lar),ခေါင်းတုတ် (ကုလား),Houngdal,ဟောင်ဒေါ်,93.00763702,20.88702965,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004030,Khaung Toke,196839,Khaung Toke (Pa Laung),ခေါင်းတုတ် (ပလောင်),,,93.00383759,20.87631035,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004030,Khaung Toke,196837,Khaung Toke (Rakhine),ခေါင်းတုတ် (ရခိုင်),,,93.00787354,20.88183975,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004047,Kun Ohn Chaung,196891,Ah Nyin Taw,အညင်းတော,,,,,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004047,Kun Ohn Chaung,196890,Kun Ohn Chaung,ကွမ်းအုံချောင်း,,,92.95915985,20.76815605,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004047,Kun Ohn Chaung,196892,Pyaing Taung,ပြိုင်းတောင်,,,,,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004047,Kun Ohn Chaung,220647,Sabei Hla,စပါယ်လှ,Sabei Hla (Ah Nyin Taw ),စံပါယ်လှ (အညင်းတော),92.96002197,20.75414276,GAD,17-Dec-13,,No. 1172/2013,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004039,Kyar Nin Kan,196865,Kyar Nin Kan,ကျားနင်းကန်,,,93.06101227,20.81221581,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004039,Kyar Nin Kan,196866,Leik Ma,လိပ်မ,,,93.0440979,20.79146004,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004066,Kyauk Hpyu,196954,Kyauk Hpyu,ကျောက်ဖြူ,,,92.98523712,20.72002983,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004066,Kyauk Hpyu,196955,Kyauk Hpyu Ywar Thit,ကျောက်ဖြူရွာသစ်,,,,,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004034,Kyauk Ta Lone,196853,Bu Thee Taung Su,ဘူးသီးတောင်စု,,,,,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004034,Kyauk Ta Lone,196849,Kyauk Ta Lone,ကျောက်တလုံး,,,93.04824066,20.86566925,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004034,Kyauk Ta Lone,196851,Mu Chaung,မူးချောင်း,,,,,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004034,Kyauk Ta Lone,196854,Sein Hnyin Pyar,စိမ်းညှင်းပြာ,,,,,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004034,Kyauk Ta Lone,196850,Thein Tan,သိန်းတန်,,,93.04437256,20.86486053,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004034,Kyauk Ta Lone,196852,Ya Ba,ရဘ,,,93.04284668,20.85454941,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004043,Kyaung Swei Hpyu,196878,Ah Hla Ma Di,အလှမဒီ,,,93.02277374,20.62763977,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004043,Kyaung Swei Hpyu,196875,Kyaung Swei Hpyu,ကြောင်စွယ်ဖြူ,,,93.03540039,20.60802078,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004043,Kyaung Swei Hpyu,196876,Ohn Kyun,အုံးကျွန်း,,,93.02639008,20.64262009,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004043,Kyaung Swei Hpyu,196877,Pauk Lay Wa Taung,ပေါက်လေဝတောင်,,,93.0148468,20.64197922,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004043,Kyaung Swei Hpyu,220646,Yaung Zon (South),ရောင်ဇုံ (တောင်),Yaung Zu (South),ရောင်ဇု (တောင်),,,GAD,17-Dec-13,,No. 1172/2013,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004043,Kyaung Swei Hpyu,196879,Yaung Zu,ရောင်ဇူ,Yaung Zon (North),ရောင်ဇုံ (မြောက်),93.03096918,20.61312553,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004007,Kyin Gyi,196732,Ah Htet Kun Chaung,အထက်ကွမ်းချောင်း,,,92.91899109,20.98720932,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004007,Kyin Gyi,196733,Auk Kun Chaung (a) Kun Chaung Inn Chaung,အောက်ကွမ်းချောင်း (ခ) ကွမ်ချောင်းအင်းချောင်း,,,92.91644287,20.99850082,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004007,Kyin Gyi,196734,Da Leint Taung (a) Da Leint Taung,ဒလိန့်တောင် (ခ) ဒလဲ့တောင်,,,92.92292023,21.00764084,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004007,Kyin Gyi,196731,Kun Chaung (a) Kun Chaung Wa,ကွမ်ချောင်း (ခ) ကွမ်းချောင်းဝ,,,92.91467285,21.00049019,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004007,Kyin Gyi,196737,Kun Chaung Ywar Thit,ကွမ်းချောင်းရွာသစ်,,,,,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004007,Kyin Gyi,196735,Kyauk Hnar Khaung,ကျောက်နှာခေါင်း,,,92.91921997,20.97934151,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004007,Kyin Gyi,196728,Kyin Gyi,ကျင်ကြီး,,,92.89968872,21.02837944,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004007,Kyin Gyi,196729,Lin Kwi,လင်ကွီ,,,92.91018677,21.01085091,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004007,Kyin Gyi,196736,Tha Yet Taung (a) Tha Yet Ta Pin,သရက်တောင် (ခ) သရက်တပင်,,,,,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004007,Kyin Gyi,196730,Yet Khon Taing,ရက်ခုံတိုင်,,,92.91847229,20.99332047,GAD,,17-Dec-13,,No. 1172/2013,Inactive,N/A,Inactive,Delete,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004073,La Mu Ta Pin,196971,La Mu Ta Pin,လမုတပင်,,,92.99786377,20.7166996,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004029,Lan Ma Taw,220642,Daung Taw Yoe,ဒေါင်းတော်ယိုး,,,93.02467346,20.84296036,GAD,17-Dec-13,,No. 1172/2013,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004029,Lan Ma Taw,196832,Lan Ma Taw,လမ်းမတော်,,,92.98755646,20.84802055,GAD,,,,,Active,N/A,Active,,,
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004029,Lan Ma Taw,196833,Nyaung Pin Hla,ညောင်ပင်လှ,,,92.98288727,20.85460091,GAD,,,,,Active,N/A,Active,,,
