SR_Pcode,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,VT_Pcode,Village_Tract_Name_Eng,Village_Pcode,Village_Name_Eng,Village_Name_MMR,Commonly_Used_Local_Vlg_Name_Eng,Commonly_Used_Local_Vlg_Name_Mya,Longitude,Latitude,Source,Start_Date,Modified_End_Date,Notification,Notification_modified,GAD_Village_Status,Field_Village_Status,MIMU_Village_Mapping_Status,Change_Type,Previous_Village_Name_Eng,Remark
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014006,Zay Di Kone,184473,Nga Yit Sho,ငရစ်ရှို,,,95.55153656,18.22405052,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014006,Zay Di Kone,184479,Sa Bai Yon,စပါယ်ရုံ,,,95.52198792,18.23658943,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014006,Zay Di Kone,184475,Shar See Bo,ရှားစီးဘို,,,95.5535965,18.23975945,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014006,Zay Di Kone,184472,Zay Di Kone,စေတီကုန်း,,,95.55855572,18.23794485,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014004,Zin Pyun Kone,184464,Bu Ta Let Kone,ဘုတလက်ကုန်း,,,95.5807724,18.27092934,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014004,Zin Pyun Kone,184463,Hnget Pyaw Taw,ငှက်ပျောတော,,,95.58587646,18.25934029,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014004,Zin Pyun Kone,184461,Nyaung Pin Thar,ညောင်ပင်သာ,,,95.58764648,18.28409958,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014004,Zin Pyun Kone,184465,RaKhine Pu,ရခိုင်ပု,,,95.60394287,18.26370049,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014004,Zin Pyun Kone,184462,San Aing,စမ်းအိုင်,,,95.5893631,18.28587914,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014004,Zin Pyun Kone,184460,Thit Na Hpar (South),သစ်နဖား (တောင်),,,95.57727051,18.28132057,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014004,Zin Pyun Kone,184459,Zin Pyun Kone,ဇင်ပြွန်းကုန်း,,,95.59375763,18.27421951,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008038,Aing Ta Loke,183174,Aing Ta Loke,အိုင်တလုပ်,,,95.45861816,17.75671005,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008038,Aing Ta Loke,183176,Kyaung Kone,ကျောင်းကုန်း,,,95.46871185,17.74876976,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008038,Aing Ta Loke,183175,Ywar Ka Lay,ရွာကလေး,,,95.46716309,17.73810005,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008031,Aung Lan Kone,183133,Aung Lan Kone,အောင်လံကုန်း,,,95.60202789,17.87446976,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008031,Aung Lan Kone,183134,Daung Thar Yar Kone,ဒေါင်းသာယာကုန်း,,,95.59751129,17.86973953,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008031,Aung Lan Kone,183138,Nyaung Lay Pin,ညောင်လေးပင်,,,95.60225677,17.88242912,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008031,Aung Lan Kone,183136,Nyaung Pin Thar (Ah Htet Su),ညောင်ပင်သာ (အထက်စု),,,95.60456085,17.90321922,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008031,Aung Lan Kone,183135,Nyaung Pin Thar Ywar Ma,ညောင်ပင်သာရွာမ,,,95.60414124,17.89817047,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008031,Aung Lan Kone,183137,Sin Ku,ဆင်ကူး,,,95.59136963,17.89183998,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008031,Aung Lan Kone,183139,Thar Yar Kone,သာယာကုန်း,,,95.59764862,17.86655045,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008049,Baw Di Pin,183236,Baw Di Pin,ဗောဓိပင်,,,95.58487701,17.68704987,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008049,Baw Di Pin,183239,Chaung Son,ချောင်းဆုံ,,,95.56923676,17.68857956,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008049,Baw Di Pin,183238,Hpan Khar Kone,ဖန်ခါးကုန်း,,,95.57376099,17.68829918,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008049,Baw Di Pin,183237,Kyoet Kone,ကြို့ကုန်း,,,95.55568695,17.68857956,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008049,Baw Di Pin,183241,Taw Kwe Kyaung Su,တော်ကွဲကျောင်းစု,,,95.56478882,17.68662071,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008049,Baw Di Pin,183240,Taw Kwe Ywar Ma,တော်ကွဲရွာမ,,,95.55721283,17.68585968,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008011,Chan Thar Kone,182999,Chan Thar Kone,ချမ်းသာကုန်း,,,95.778252,17.76745,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008011,Chan Thar Kone,183001,Tar Seik,တာဆိပ်,,,,,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008011,Chan Thar Kone,183000,Thea Kone,သဲကုန်း,,,95.762749,17.757703,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008028,Gon Hnyin Tan,183118,Chan Kone,ခြံကုန်း,,,95.62473471,17.78160682,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008028,Gon Hnyin Tan,183117,Chaung Thone Gwa,ချောင်းသုံးခွ,,,95.64211273,17.76177025,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008028,Gon Hnyin Tan,183115,Gon Hnyin Tan,ဂုံညင်းတန်း,,,95.63292694,17.7595005,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008028,Gon Hnyin Tan,183116,Hnget Pyaw Taw,ငှက်ပြောတော,,,95.62969971,17.76464081,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008021,Gon Min Kwin,183071,Gon Min Kwin (Ah Nauk Su),ဂုံမင်းကွင်း (အနောက်စု),,,95.70741272,17.85448074,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008021,Gon Min Kwin,183062,Gon Min Kwin (Myauk Su),ဂုံမင်းကွင်း (မြောက်စု),,,95.71536255,17.86374092,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008021,Gon Min Kwin,183061,Gon Min Kwin Ywar Ma,ဂုံမင်းကွင်းရွာမ,,,95.71151733,17.85928917,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008021,Gon Min Kwin,183070,Kayin Kan Ka Lay,ကရင်ကံကလေး,,,95.68652344,17.85848999,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008021,Gon Min Kwin,183064,Lin Ta Kwin (North),လင်းတကွင်း (မြောက်),,,95.69937134,17.86226082,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008021,Gon Min Kwin,183065,Lin Ta Kwin (Taung Su),လင်းတကွင်း (တောင်စု),,,95.70113373,17.85716057,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008021,Gon Min Kwin,183063,Lin Ta Kwin (West),လင်းတကွင်း (အနောက်),,,95.69904327,17.85416985,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008021,Gon Min Kwin,183069,Myanmar Kan Ka Lay,မြန်မာကံကလေး,,,95.67714691,17.86185074,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008021,Gon Min Kwin,183066,Shar See Hpo,ရှားစီးဖို,,,95.69055176,17.84863091,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008021,Gon Min Kwin,183067,Thea Kone,သဲကုန်း,,,95.69451141,17.85013008,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008021,Gon Min Kwin,183068,Yae Twin Kone,ရေတွင်းကုန်း,,,95.68097687,17.86602974,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008014,Gway Tauk Kwin,183013,Gway Tauk Kwin (Tar Su),ဂွေးတောက်ကွင်း (တာစု),,,95.76064301,17.82044029,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008014,Gway Tauk Kwin,183012,Gway Tauk Kwin Ah Lel Su,ဂွေးတောက်ကွင်းလယ်စု,,,95.76246643,17.82444954,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008014,Gway Tauk Kwin,183011,Gway Tauk Kwin Ywar Ma,ဂွေးတောက်ကွင်းရွာမ,,,95.76426697,17.83690071,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008007,Hmaw Inn,182973,Hlwa Sin Kone,လွှစင်ကုန်း,,,95.82270813,17.78937912,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008007,Hmaw Inn,182970,Hmaw Inn,မှော်အင်း,,,95.83841705,17.79322052,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008007,Hmaw Inn,182974,Ka Nyin Tan,ကညင်တန်း,,,95.84265137,17.79431915,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008007,Hmaw Inn,182977,Kan Pyo Gyi,ကမ်းပြိုကြီး,,,95.85700226,17.80048943,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008007,Hmaw Inn,182976,Khaung Laung Taing,ခေါင်းလောင်းတိုင်,,,95.84223938,17.80698967,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008007,Hmaw Inn,182979,Kyoet Pin Thar,ကြို့ပင်သာ,,,95.85546112,17.79599953,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008007,Hmaw Inn,182972,Min Su,မင်းစု,,,95.84073639,17.79620934,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008007,Hmaw Inn,182971,Nat Sin Kone,နတ်စင်ကုန်း,,,95.84310913,17.79307938,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008007,Hmaw Inn,182975,Thar Yar Kone,သာယာကုန်း,,,95.84860229,17.79560089,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008007,Hmaw Inn,182978,Yae Nauk,ရေနောက်,,,95.85851288,17.79964066,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008035,Ka Nyin To,183161,Aung Myay,​အောင်မြေ,,,95.52324677,17.76758957,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008035,Ka Nyin To,183157,Bant Bway Kone,ဘန့်ဘွေးကုန်း,,,95.55053711,17.78018951,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008035,Ka Nyin To,183159,Baw Di Kone,ဗောဓိကုန်း,,,95.54283142,17.78145981,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008035,Ka Nyin To,183154,Ka Nyin To,ကညင်တို,,,95.53795624,17.77901077,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008035,Ka Nyin To,183155,Lel Di,လယ်ဒီ,,,95.52279663,17.76096916,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008035,Ka Nyin To,183156,Nyaung Waing Su,ညောင်ဝိုင်းစု,,,95.52926636,17.77673912,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008035,Ka Nyin To,183158,Pyi Taw Aye,ပြည်တောဧ,,,95.51069641,17.76042938,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008035,Ka Nyin To,183162,Tar Pauk,တာပေါက်,,,95.54656219,17.78272057,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008035,Ka Nyin To,183160,Za Loke,ဇလုပ်,,,95.54847717,17.77712059,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008001,Kaing Taw Su,182936,Chauk Ein Tan,ခြောက်အိမ်တန်း,,,95.7832489,17.80883026,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008001,Kaing Taw Su,182932,Kaing Taw Su,ကိုင်းတောစု,,,95.7820816,17.82478905,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008001,Kaing Taw Su,182934,Kone Tan Gyi (East),ကုန်းတန်းကြီး (အရှေ့),,,95.77729034,17.80916023,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008001,Kaing Taw Su,182935,Kone Tan Gyi Tar Su,ကုန်းတန်းကြီးတာစု,,,95.77253723,17.8071804,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008001,Kaing Taw Su,182933,Mar La Kar Kone,မာလကာကုန်း,,,95.77971649,17.81822968,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183106,Aing Gyi Daunt,အိုင်ကြီးဒေါင့်,,,95.60635376,17.80314064,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183111,Chan Su,ခြံစု,,,95.60985014,17.8138836,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183107,Chan Thar Kone,ချမ်းသာကုန်း,,,95.60186768,17.81929016,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183105,Hle Lan Seik,လှည်းလမ်းဆိပ်,,,95.60949707,17.78422928,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183110,Kha Mon Tar (Ah Nauk Su),ခမုံတာ (အနောက်စု),,,95.5994873,17.80493927,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183102,Kha Mon Tar (Taung Su),ခမုံတာ (တောင်စု),,,95.60782623,17.80835915,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183101,Kha Mon Ywar Ma,ခမုံရွာမ,,,95.61123657,17.7972908,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183113,Kyauk Aing,ကျောက်အိုင်,,,95.65342712,17.81065941,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183108,Kyee Chaung,ကျီးချောင်း,,,95.61876678,17.7841301,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183104,Kyi Kone,ကြည်ကုန်း,,,95.61229706,17.79105949,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183112,Nyaung Pin Su,ညောင်ပင်စု,,,95.65167999,17.82822037,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183103,Oe Bo Tan,အိုးဘိုတန်း,,,95.60562134,17.81077003,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183114,Sa Khan Thar,စခမ်းသာ,,,95.61283875,17.80537033,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008027,Kha Mon Seik,183109,Ywar Thit,ရွာသစ်,,,95.60460663,17.8136692,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008013,Kun Chan,183006,Kun Chan,ကွမ်းခြံ,,,95.76316833,17.80938911,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008013,Kun Chan,183009,Kyaung Su,ကျောင်းစု,,,95.76294708,17.79961014,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008013,Kun Chan,183007,Kyay Ni,ကျေးနီ,,,95.7703476,17.80278015,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008013,Kun Chan,183008,Kyay Ni Chaung Nar,ကျေးနီချောင်းနား,,,95.77953339,17.80303001,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008013,Kun Chan,183010,Ni Lar Kone,နီလာကုန်း,,,95.75402832,17.80558014,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008042,Kun Thee Ta Pin,183199,Ah Yoe Kone,အရိုးကုန်း,,,95.49636841,17.7937603,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008042,Kun Thee Ta Pin,183200,Aing Su,အိုင်စု,,,,,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008042,Kun Thee Ta Pin,183198,Hin Thar Kone,ဟင်္သာကုန်း,,,,,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008042,Kun Thee Ta Pin,183192,Kun Thee Ta Pin,ကွမ်းသီးတပင်,,,95.49436188,17.81142044,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008042,Kun Thee Ta Pin,183194,Nyaung Kone,ညောင်ကုန်း,,,,,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008042,Kun Thee Ta Pin,183193,Pauk Kone,ပေါက်ကုန်း,,,,,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008042,Kun Thee Ta Pin,183196,Sar Ni Su,စာနီစု,,,95.49384308,17.78705978,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008042,Kun Thee Ta Pin,183195,Shwe Taung Kone,ရွှေတောင်ကုန်း,,,95.50080872,17.79977036,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008042,Kun Thee Ta Pin,183197,Ywar Thit Kone,ရွာသစ်ကုန်း,,,95.49299622,17.79051971,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008012,Kyoet Pin Sa Khan,183004,Ka Nyin Tan,ကညင်တန်း,,,95.78885651,17.77500916,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008012,Kyoet Pin Sa Khan,183002,Kyoet Pin Sa Khan,ကြို့ပင်စခန်း,,,95.80230713,17.79093933,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008012,Kyoet Pin Sa Khan,183005,Shwe Nyaung Pin,ရွှေညောင်ပင်,,,95.78807068,17.78866959,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008012,Kyoet Pin Sa Khan,183003,Tha Pyay Kone,သပြေကုန်း,,,95.79795837,17.78410912,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008010,Kyun Ka Lay,182997,Hteik Ni Kone,ထိပ်နီကုန်း,,,95.77855682,17.7852993,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008010,Kyun Ka Lay,182995,Kaing Tan,ကိုင်းတန်း,,,95.77507782,17.79763031,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008010,Kyun Ka Lay,182996,Kyoet Chaung,ကြို့ချောင်း,,,95.77210236,17.78919983,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008010,Kyun Ka Lay,182993,Kyun Ka Lay,ကျွန်းကလေး,,,95.77464294,17.78723907,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008010,Kyun Ka Lay,182994,Kywe Nit,ကျွဲနစ်,,,95.78066254,17.80006027,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008010,Kyun Ka Lay,182998,Thar Li Kar,သာလိကာ,,,95.77954865,17.78972054,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008041,Lu Lin Kyaw,183189,Kant Ba Lu,ကန့်ဘလူ,,,95.48327637,17.77314949,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008041,Lu Lin Kyaw,183190,Kyaung Su,ကျောင်းစု,,,95.50066376,17.75881958,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008041,Lu Lin Kyaw,183186,Lu Lin Kyaw,လုလင်ကျော်,,,95.49912262,17.7637291,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008041,Lu Lin Kyaw,183187,Ohn Kone,အုန်းကုန်း,,,95.48988342,17.77520943,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008041,Lu Lin Kyaw,183188,Tha Yet Kone,သရက်ကုန်း,,,95.4956131,17.75503922,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008041,Lu Lin Kyaw,183191,Zee Hpyu Kone,ဇီးဖြူကုန်း,,,95.50076294,17.7543602,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008015,Ma Gyi Kwin,183017,Ga Yan San Pya,ဂရံစံပြ,,,95.75743866,17.8443203,GAD,,,,,Active,N/A,Active,,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008015,Ma Gyi Kwin,183016,Kayin Yae Hlyan,ကရင်ရေလျှံ,,,95.77924347,17.85211945,GAD,,,,,Active,N/A,Active,,,
